@relation 'qpid-weka.filters.unsupervised.attribute.Remove-V-R5,6,7,last'

@attribute nissuesbycreatorclosed numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {0,7}


@data
4,330,28,7
0,161,1,7
0,218,6,7
1,219,34,7
0,195,3,7
6,135,6,7
0,347,20,7
0,167,5,7
0,157,10,7
2,247,8,7
0,227,8,7
1,160,7,7
0,333,16,7
0,157,6,7
0,172,8,7
0,176,1,7
1,284,7,7
4,301,28,7
0,342,10,7
239,324,40,7
0,200,1,7
12,117,29,7
0,338,8,7
0,329,20,7
0,132,6,7
0,179,7,7
0,184,4,7
1,217,4,7
2,314,21,7
0,264,37,7
2,300,9,7
0,156,6,7
1,92,4,7
13,150,27,7
0,174,1,7
0,202,6,7
4,181,7,7
0,214,7,7
0,270,20,7
3,161,21,7
11,299,46,7
11,297,51,0
170,277,90,7
1,188,4,7
0,301,6,7
2,92,2,7
3,297,37,7
0,326,5,7
72,347,35,7
2,325,27,7
0,148,1,7
15,320,99,7
0,206,9,7
7,247,20,7
14,137,29,7
6,316,40,7
61,283,13,7
34,314,103,0
0,149,37,7
0,189,6,7
0,246,8,7
0,159,7,7
0,219,14,7
1,105,29,7
31,298,52,7
2,123,3,7
0,288,24,7
0,193,8,7
1,208,9,7
1,170,2,7
0,218,4,7
62,303,22,7
6,150,13,7
0,347,17,7
0,96,6,7
0,179,4,7
0,152,2,7
0,286,29,7
0,218,9,7
2,309,6,7
5,380,80,7
5,335,10,7
18,182,33,7
66,318,5,7
18,300,34,7
5,350,10,7
0,140,32,7
0,184,4,7
8,297,64,7
0,131,6,7
12,343,35,7
0,182,9,7
0,370,9,7
13,90,4,0
0,333,33,7
28,329,81,7
0,348,121,7
3,246,9,7
1,319,20,7
0,200,3,7
0,176,1,7
0,283,23,7
0,295,7,7
0,178,8,7
8,329,39,7
1,260,9,7
1,157,5,7
2,303,41,7
6,356,13,7
1,304,7,7
9,288,19,0
0,137,30,7
0,189,7,0
2,244,20,7
1,158,2,7
0,342,19,7
2,276,77,7
0,243,2,7
0,301,11,7
3,305,31,7
1,337,9,7
10,251,18,7
0,82,6,7
1,149,1,7
1,264,51,7
12,333,34,7
1,156,6,0
0,332,10,7
236,318,52,0
0,289,20,7
8,334,36,7
0,346,91,7
9,297,33,7
0,284,54,7
0,210,4,7
0,170,34,7
12,332,35,7
0,173,8,7
0,244,9,7
0,173,8,7
1,360,27,7
0,145,1,7
0,214,6,7
2,336,11,7
2,280,7,7
0,71,2,7
0,283,35,7
0,186,6,0
2,166,5,7
1,306,6,7
0,291,11,7
71,284,29,0
0,193,9,7
2,198,5,7
0,104,9,7
0,262,32,7
14,323,40,0
0,285,21,7
0,325,20,7
2,57,2,7
3,293,11,7
6,182,34,7
0,181,7,7
3,354,13,7
12,328,83,7
4,370,28,7
1,193,7,7
0,296,8,0
0,182,1,7
5,299,24,0
0,176,1,7
23,352,114,7
2,188,11,7
1,180,6,7
0,316,34,7
0,271,14,7
0,177,9,7
6,353,13,7
13,291,34,0
6,185,7,7
1,338,12,7
6,345,28,7
0,294,10,7
0,144,2,7
0,298,50,7
2,350,28,0
6,206,6,7
1,100,11,7
0,297,8,7
3,332,20,7
1,289,25,7
1,159,6,7
0,181,4,7
62,355,92,7
70,256,18,7
2,196,6,7
1,212,4,7
0,308,26,7
2,282,7,7
2,98,5,7
3,272,44,7
0,175,1,7
54,319,36,7
62,350,88,7
2,290,33,7
8,298,24,7
0,26,1,7
0,166,5,7
0,284,10,7
0,305,45,0
0,203,7,0
0,228,13,7
2,125,4,7
0,287,29,0
2,208,9,7
0,190,3,7
0,185,7,7
3,154,6,7
0,295,10,0
9,357,89,7
14,303,48,7
30,329,27,7
0,117,6,7
0,204,8,7
0,233,11,7
0,81,1,7
0,329,10,7
0,298,20,7
0,162,6,7
0,164,7,7
0,142,11,7
0,187,3,7
10,253,18,7
0,164,1,7
1,369,24,7
2,229,13,7
0,159,1,7
0,195,2,7
0,220,7,0
5,350,13,7
1,244,7,7
0,209,2,7
0,96,26,7
0,200,2,7
0,187,4,7
2,205,8,7
10,307,32,7
0,223,6,7
6,320,9,7
0,36,1,7
3,156,11,7
12,299,37,7
17,331,15,7
0,209,9,7
0,337,10,7
2,228,11,7
1,205,7,7
1,271,20,7
236,299,75,7
0,172,1,7
0,227,17,7
0,207,3,0
170,275,98,7
20,168,22,0
4,156,21,7
5,94,6,0
3,149,5,7
0,362,26,7
34,317,92,0
0,97,6,7
0,188,4,7
1,189,2,7
8,293,33,7
1,272,20,7
0,267,18,0
0,153,10,7
15,186,30,0
0,216,9,7
6,137,6,7
239,329,49,7
1,277,90,7
0,208,7,7
0,217,5,7
0,178,1,7
0,54,1,7
5,304,7,7
0,208,6,7
7,198,7,7
3,159,6,7
10,265,18,7
0,136,1,7
0,273,13,7
0,190,3,7
0,212,6,7
0,201,6,7
0,223,7,7
2,195,4,7
0,311,20,7
0,361,27,7
8,294,64,7
12,319,118,7
0,171,5,7
2,217,15,7
2,358,28,7
0,185,8,7
0,329,35,7
0,268,13,7
1,82,3,7
0,141,6,7
2,183,4,7
0,170,7,7
3,295,50,7
2,348,13,7
36,330,82,7
5,305,6,7
1,337,34,0
8,321,53,7
14,307,30,7
1,206,5,7
13,124,28,0
2,221,11,7
1,352,13,7
36,300,8,7
7,246,20,7
0,243,7,7
5,206,3,7
16,298,29,7
0,198,6,7
15,300,49,7
36,309,89,7
30,354,129,7
0,332,12,7
2,210,8,7
0,339,10,7
1,197,6,7
0,188,31,7
0,333,10,7
0,233,9,7
0,197,1,7
0,188,2,7
19,324,33,7
10,265,21,7
20,328,119,7
0,188,3,7
0,205,5,7
2,223,17,7
0,280,22,7
21,283,41,0
2,237,9,7
0,206,10,7
236,319,52,0
3,320,14,7
0,201,8,7
1,170,4,7
141,233,42,7
0,278,22,7
12,97,26,7
0,337,11,7
0,175,7,7
0,99,2,7
1,150,7,7
236,304,62,7
0,185,1,7
0,177,7,7
15,183,30,7
5,286,31,7
16,305,29,7
0,190,8,7
236,286,65,7
4,154,7,7
0,372,24,0
0,233,7,7
0,174,9,7
2,199,5,7
0,283,14,7
0,352,13,7
3,281,68,7
0,206,7,7
0,62,4,7
3,136,29,7
0,132,7,7
2,376,9,7
1,234,8,7
3,266,12,7
2,337,36,7
2,191,6,7
0,206,1,7
61,276,15,7
0,200,2,7
1,97,4,7
0,204,9,7
0,132,11,7
0,370,26,7
3,328,5,7
0,205,1,7
31,312,27,7
6,307,28,7
5,221,15,7
1,152,5,7
4,153,21,7
0,326,34,7
0,352,11,7
6,359,13,7
67,266,18,0
73,336,34,7
31,330,27,7
183,305,6,7
3,297,11,7
6,106,12,7
1,335,11,7
0,197,6,7
0,147,11,7
62,354,92,7
0,154,2,7
4,230,11,7
0,202,1,7
0,184,7,7
159,274,17,7
0,220,17,7
10,250,18,7
53,318,36,7
2,318,15,7
2,296,15,7
2,120,3,7
0,300,58,7
23,349,117,7
3,191,10,7
2,248,8,7
10,302,24,0
0,297,11,7
36,314,106,7
0,164,6,7
0,261,13,7
5,344,84,7
0,133,8,7
0,200,11,7
31,285,51,7
16,308,28,7
0,282,21,7
51,326,39,7
2,210,6,7
0,285,23,7
8,313,55,7
7,299,27,0
0,312,55,7
0,213,9,7
2,283,11,7
0,194,6,7
1,116,10,7
2,316,15,0
0,350,27,7
62,315,52,7
0,306,31,7
10,285,53,7
0,120,15,7
2,99,5,7
0,141,11,7
0,343,56,7
5,219,15,7
1,197,9,7
5,309,21,7
1,376,9,7
0,222,34,7
141,147,6,7
1,235,8,7
0,198,6,7
3,197,8,7
4,311,45,7
3,203,9,7
0,344,18,7
0,274,30,7
4,262,20,7
0,263,14,7
0,249,19,7
0,194,3,7
15,289,59,7
12,342,35,7
0,229,9,7
0,193,11,7
0,316,114,0
0,204,14,7
0,122,17,7
0,175,1,7
2,196,8,7
2,133,8,7
0,242,8,7
0,264,33,7
5,190,5,7
0,67,2,7
0,262,5,7
0,182,7,7
0,98,6,7
0,164,1,7
0,165,7,7
0,215,6,7
1,229,14,7
0,223,14,7
0,300,30,7
4,155,7,7
1,203,9,7
2,280,26,0
0,218,8,7
28,275,78,7
4,145,25,7
4,173,29,7
17,290,35,0
13,290,35,7
59,300,20,7
0,193,9,7
170,271,44,7
1,269,12,7
0,290,24,7
17,355,90,7
27,376,85,7
1,198,5,7
2,221,6,7
0,216,6,7
7,320,53,7
0,88,2,7
6,90,8,7
4,184,7,7
0,148,1,7
3,200,3,7
0,229,5,7
1,92,6,7
1,360,112,7
0,305,8,7
16,327,81,7
30,306,45,7
0,274,20,7
0,329,10,7
0,186,7,7
15,304,46,7
2,204,8,7
10,355,126,0
0,169,2,7
2,290,20,7
0,242,9,7
0,141,13,7
2,226,14,7
0,88,1,7
0,340,56,7
0,217,4,7
0,201,9,7
0,223,14,7
2,208,9,7
0,240,9,7
0,255,7,7
0,156,10,7
31,336,28,7
0,367,25,7
2,198,4,7
0,367,24,7
1,239,18,7
1,302,30,0
1,350,12,7
0,337,11,7
2,285,26,7
0,140,11,7
1,212,3,7
1,228,14,7
1,190,6,7
3,299,8,7
6,363,28,7
0,194,4,7
12,339,35,7
0,147,12,7
0,316,21,7
4,367,9,7
1,286,11,7
3,227,34,7
0,298,50,7
4,296,36,7
0,148,3,7
0,189,7,7
1,170,4,7
2,256,14,7
0,69,1,7
3,129,6,7
6,105,12,7
0,208,32,7
0,265,10,7
1,304,16,7
0,359,11,7
0,294,21,7
1,305,31,7
14,324,27,7
0,211,7,7
0,258,31,7
0,279,18,7
0,189,3,7
0,202,7,7
0,173,1,7
17,302,31,7
0,292,19,7
0,298,20,7
7,200,7,7
0,236,13,7
0,153,2,7
1,192,10,7
0,225,7,7
92,323,43,7
14,272,17,7
0,325,32,7
1,206,9,7
1,357,12,7
3,271,26,7
2,158,5,7
0,238,8,7
0,264,14,7
45,304,8,7
20,267,51,7
7,276,32,7
0,301,6,7
0,371,10,7
0,196,5,7
0,336,16,7
0,216,7,7
141,228,42,7
0,251,9,7
170,275,55,7
15,108,29,7
3,287,51,7
3,350,20,7
1,207,3,7
15,120,29,7
0,154,5,7
0,158,5,7
63,363,108,7
1,351,20,7
0,333,9,7
239,322,41,0
6,210,15,7
12,114,29,7
0,326,20,7
1,242,5,7
5,214,4,7
0,231,14,7
0,349,87,0
1,282,97,7
31,317,27,7
0,295,36,7
6,107,17,7
1,134,29,7
0,98,2,7
6,167,34,7
92,327,44,7
1,186,4,7
8,299,37,7
5,181,31,7
0,230,14,7
0,81,1,7
3,295,33,7
0,319,34,7
2,172,1,7
5,333,15,7
0,261,5,7
4,360,10,7
8,315,32,7
83,329,104,7
0,195,9,7
23,182,35,7
7,222,13,7
0,191,4,7
0,177,7,7
0,164,14,7
1,196,7,7
1,356,89,7
0,197,2,7
5,345,11,7
0,178,1,7
1,342,75,7
1,191,4,7
5,336,10,7
0,344,17,7
2,312,20,7
1,221,7,7
0,165,10,7
1,296,11,7
31,299,53,7
0,350,13,7
0,338,20,7
5,94,14,0
4,170,1,7
0,253,18,7
1,301,31,7
2,198,5,7
11,297,52,0
16,332,82,7
0,206,7,7
0,236,34,7
0,179,5,7
0,370,24,7
0,361,13,7
0,211,7,7
0,205,8,7
0,290,21,7
5,342,17,7
0,213,2,7
1,46,1,7
0,190,8,7
30,297,31,7
12,120,28,7
0,190,11,7
0,207,9,7
195,303,8,7
9,326,55,0
0,167,5,7
0,160,7,7
3,182,9,7
0,308,32,7
2,293,19,7
236,288,66,7
0,135,5,0
0,316,9,7
1,302,7,7
4,175,29,7
0,205,8,7
6,373,22,7
16,337,34,0
2,211,9,0
2,123,28,7
0,4,0,7
0,357,10,7
2,357,28,7
0,120,2,7
0,169,34,7
19,148,37,7
12,97,29,7
0,216,6,7
0,173,1,7
15,299,20,7
0,197,6,7
0,254,10,7
0,281,21,7
10,263,21,7
4,174,29,7
0,129,10,7
1,314,9,7
0,293,28,7
0,368,23,7
0,340,10,7
0,223,9,7
3,155,6,7
6,255,13,7
6,355,12,7
0,272,7,7
0,295,36,7
9,281,22,7
0,218,9,0
0,218,9,7
11,163,22,7
3,358,23,7
0,183,34,7
45,316,115,7
0,209,32,7
2,309,32,7
0,337,5,0
9,323,55,0
13,277,29,7
0,347,35,7
4,290,13,7
0,152,9,0
0,100,2,7
0,333,16,7
37,338,90,7
0,190,1,7
5,196,12,7
1,299,64,7
1,159,6,7
0,291,10,7
0,196,5,7
0,218,6,7
0,201,2,7
1,95,6,7
2,195,9,7
0,285,32,7
12,325,14,7
4,157,21,7
7,334,11,7
0,243,8,7
0,283,21,7
2,284,78,7
196,299,9,7
31,349,28,7
0,159,6,7
0,213,5,7
9,291,31,7
2,204,8,7
142,175,24,7
3,189,11,7
1,356,129,7
0,154,5,7
0,161,7,7
0,241,8,7
0,185,4,7
1,284,20,7
1,154,7,7
3,272,16,7
0,147,11,7
2,215,13,7
0,270,5,7
3,294,37,7
0,306,56,7
0,253,20,7
2,134,8,0
0,266,36,0
2,298,26,7
0,306,7,7
0,321,9,7
0,299,7,7
4,332,15,7
236,291,66,7
14,181,34,7
0,196,2,7
17,292,36,7
0,194,7,7
1,107,4,7
23,351,114,7
0,130,6,7
36,312,90,7
7,345,13,7
2,255,20,7
0,149,2,7
0,150,8,7
10,348,114,7
5,307,7,7
0,353,10,7
0,241,18,7
0,87,1,7
1,146,11,7
1,298,9,7
1,175,2,7
4,148,25,7
2,310,7,7
1,281,23,7
1,358,23,7
1,164,10,7
3,294,36,7
1,162,10,7
3,200,11,7
6,344,12,7
1,240,8,7
1,281,22,7
0,207,10,0
4,282,39,7
0,246,8,7
10,144,3,7
0,166,10,7
1,258,13,7
11,348,85,7
0,268,6,7
14,342,28,7
2,220,14,7
1,212,7,7
1,187,7,7
0,139,37,7
2,209,9,7
0,174,0,7
236,299,74,7
0,215,14,7
2,231,10,7
3,294,16,0
1,298,26,7
1,242,8,7
0,256,18,7
0,338,9,7
170,278,90,7
0,374,8,7
0,413,37,0
30,307,45,7
6,367,26,7
0,190,10,7
0,204,10,7
46,333,16,7
0,196,8,7
1,160,2,7
141,259,52,7
2,282,10,0
0,217,5,7
3,283,10,7
0,87,1,7
1,105,4,7
53,302,57,7
16,263,32,0
0,206,7,7
13,354,90,7
0,283,35,7
66,300,8,7
1,124,3,0
9,288,49,0
0,311,21,7
0,238,8,7
1,289,31,7
1,325,9,7
3,266,16,7
7,314,80,7
0,304,32,7
4,188,1,7
9,85,25,7
6,300,11,7
0,284,22,7
40,322,81,7
236,317,52,0
4,154,8,7
1,181,6,7
10,347,56,0
14,296,34,7
0,305,30,7
6,348,28,7
1,194,7,7
4,146,25,7
3,117,6,7
46,330,16,7
1,351,20,7
0,161,1,7
0,285,19,7
1,213,15,7
26,364,90,0
0,245,20,7
2,314,15,7
0,322,53,7
5,354,20,7
0,195,7,7
0,289,23,7
0,145,7,7
1,232,7,7
0,223,9,7
3,272,14,7
0,221,7,7
4,366,10,7
3,109,5,7
13,301,46,0
12,119,29,7
8,335,16,7
2,219,9,7
19,315,33,7
0,298,7,7
2,274,14,0
4,108,5,0
2,234,7,7
5,286,51,7
0,170,1,7
0,298,52,7
2,187,6,7
6,239,13,7
3,264,32,7
2,188,2,7
0,150,1,7
0,134,30,7
2,281,7,7
2,328,9,7
8,331,35,7
5,348,20,7
1,244,8,7
0,39,1,7
0,162,6,7
3,198,32,7
0,68,1,7
2,152,6,7
1,292,29,7
0,229,7,7
2,218,16,7
5,344,84,7
3,371,8,7
1,144,6,0
1,303,7,7
0,299,7,7
1,297,16,7
0,81,1,7
0,174,7,7
7,289,16,7
15,302,46,7
16,298,31,7
3,228,34,7
0,131,7,7
14,323,27,7
2,180,2,7
0,195,6,7
28,276,79,7
1,152,5,7
0,192,4,7
3,201,6,7
53,310,57,7
0,154,1,7
2,315,21,7
0,239,5,7
11,264,31,7
1,211,4,7
1,265,36,7
0,184,7,7
1,331,16,7
0,221,14,7
1,284,20,7
0,196,4,7
0,255,18,7
0,204,8,7
1,208,2,7
0,205,9,7
3,273,40,7
6,368,25,7
0,211,6,7
0,229,13,7
1,235,10,7
0,298,16,7
7,187,4,7
37,312,95,7
3,296,50,0
3,263,34,0
0,157,15,7
1,292,16,7
54,351,95,7
2,338,28,7
0,195,2,7
0,220,2,7
3,255,9,7
1,217,8,7
0,191,6,7
0,240,18,7
12,100,26,0
7,286,51,0
0,188,8,7
24,313,54,7
0,152,5,7
0,130,6,7
0,279,68,7
1,307,7,7
3,310,9,7
2,319,15,7
0,343,10,7
0,304,7,7
0,161,7,7
5,331,12,7
0,189,8,7
31,334,28,7
66,310,8,7
2,174,8,7
0,230,7,7
1,292,22,7
9,327,44,7
21,295,8,7
72,335,33,7
3,264,11,7
7,283,56,0
9,273,29,7
3,351,88,7
83,269,18,7
0,282,20,7
1,189,1,7
0,306,27,7
0,261,11,7
1,276,26,7
2,221,17,7
63,359,104,7
0,243,20,7
0,205,9,7
0,285,31,7
0,307,32,7
0,183,3,7
3,345,13,7
12,96,26,7
8,298,64,7
0,209,6,7
0,171,2,7
0,166,5,7
0,227,7,7
2,140,2,7
6,268,104,7
11,89,29,7
10,352,114,7
0,190,6,7
31,270,16,7
0,351,28,7
1,315,33,7
2,194,5,7
3,277,10,7
1,88,6,7
1,239,17,7
0,316,18,7
3,230,5,7
0,232,5,7
1,317,9,7
1,397,35,0
1,296,18,7
3,152,8,7
18,139,1,7
12,307,20,7
1,272,12,7
0,297,28,7
9,297,53,7
0,121,17,7
6,371,24,7
0,214,6,7
2,218,6,7
0,223,17,7
0,242,8,7
0,266,5,7
0,294,13,7
1,169,7,7
0,212,6,7
21,356,89,7
2,329,10,7
1,188,6,7
0,140,13,7
5,349,20,7
1,160,5,7
1,159,2,7
160,282,26,7
4,144,25,7
0,287,29,7
0,184,1,7
2,199,8,7
10,254,20,7
0,358,102,0
10,346,56,0
1,196,3,7
0,251,19,7
0,153,6,7
1,207,4,7
1,229,5,7
0,324,20,7
0,256,8,7
1,260,13,0
2,135,28,7
2,146,7,7
11,261,32,7
6,241,13,7
40,326,114,7
0,262,13,7
2,162,1,7
2,253,13,7
19,335,34,7
17,101,29,0
0,274,16,7
4,160,21,7
13,293,32,0
1,208,9,7
1,196,7,7
0,253,8,7
1,260,9,0
7,184,7,7
1,154,1,7
10,149,4,7
1,193,5,7
1,160,2,7
6,297,29,7
2,131,8,7
0,132,4,7
0,334,9,7
2,197,7,7
16,327,27,7
2,300,30,7
12,291,36,7
0,339,10,7
0,212,7,7
1,198,9,7
22,275,40,7
0,173,7,7
0,267,38,7
6,330,9,7
0,84,1,7
17,296,39,7
0,215,5,7
1,314,43,7
61,299,75,7
0,376,8,7
1,310,6,7
5,341,12,7
0,212,9,7
8,137,1,7
2,255,32,7
2,270,18,7
0,329,9,7
1,190,6,7
0,215,6,7
0,187,31,7
3,233,34,7
141,166,18,7
239,331,48,7
17,339,36,7
0,188,8,7
0,168,1,7
1,360,10,7
8,180,7,7
62,348,83,7
0,109,4,7
1,298,16,7
0,137,33,7
0,115,3,7
0,218,7,7
142,204,35,7
0,307,7,7
141,230,42,7
0,191,11,7
0,182,5,7
0,286,97,7
0,309,26,7
1,187,8,7
5,388,80,0
13,340,77,7
22,315,42,7
0,212,7,7
1,216,4,7
0,306,7,7
6,204,5,7
1,94,4,7
0,308,9,7
0,201,1,7
0,211,11,7
13,300,79,7
1,164,1,7
0,274,17,7
1,112,29,7
1,154,7,7
1,370,10,7
0,297,8,7
0,193,3,7
16,327,26,7
16,299,31,7
62,284,66,7
0,283,36,0
0,185,1,7
0,252,9,7
1,247,20,7
0,150,6,7
1,281,78,7
13,148,27,7
0,259,9,7
1,278,16,7
0,199,6,7
1,90,6,7
12,311,19,7
1,279,14,7
0,169,4,7
0,83,1,7
0,282,23,7
1,113,3,7
104,277,92,7
1,183,6,7
0,30,1,7
1,89,6,7
46,335,15,7
2,178,7,0
1,292,23,7
1,177,1,7
0,153,5,7
4,207,7,7
3,212,5,0
0,329,27,0
13,344,90,7
12,327,21,7
5,339,75,7
15,107,29,7
2,173,1,7
15,189,30,0
2,361,26,7
2,228,8,7
12,116,29,7
14,321,120,7
1,217,13,7
0,246,8,7
0,324,42,7
1,335,28,7
1,232,5,7
0,163,7,7
0,267,36,7
6,166,5,7
5,334,15,7
1,63,2,7
14,355,128,7
0,168,34,7
37,254,20,0
2,201,7,7
0,111,2,7
2,283,11,7
0,112,2,7
13,122,28,7
5,314,41,7
1,270,20,7
1,347,10,7
1,297,26,7
1,190,10,7
1,315,80,7
141,149,8,7
0,224,13,7
8,337,35,7
0,332,11,7
51,325,39,7
1,187,4,7
5,132,4,7
16,298,31,7
3,338,34,0
4,361,10,7
0,155,1,7
90,310,5,7
13,299,33,7
22,353,97,7
3,309,54,7
1,243,8,7
0,220,9,7
0,219,13,0
3,249,8,7
2,346,37,7
2,167,7,7
128,300,71,7
2,292,13,7
0,211,6,7
1,204,7,7
1,236,9,7
0,224,34,7
0,149,5,7
0,155,5,7
19,162,21,0
0,134,11,7
0,213,14,7
2,181,9,7
10,264,21,7
0,155,6,7
1,148,5,7
5,295,33,7
27,276,54,7
160,282,26,7
0,298,30,7
0,368,9,7
1,173,8,7
0,203,10,7
0,302,30,7
0,318,16,7
4,148,22,7
0,245,8,7
6,192,32,7
30,339,28,7
0,181,9,7
2,286,19,7
9,295,34,7
1,38,1,7
3,178,8,7
0,185,1,7
36,313,105,7
62,331,49,7
0,215,6,7
0,161,1,7
1,286,36,0
0,323,9,7
5,335,8,7
1,116,6,7
2,282,11,7
0,189,8,7
4,372,10,7
0,217,13,7
1,177,7,7
0,91,25,7
40,318,92,7
1,335,12,7
5,339,28,7
138,144,1,7
61,282,13,7
86,286,29,0
3,207,6,7
13,297,20,7
1,295,13,7
1,337,10,7
0,171,4,7
0,73,1,7
0,151,5,7
0,270,6,7
138,141,1,7
0,329,9,7
0,164,7,7
141,179,20,7
0,211,6,7
2,313,32,7
0,91,4,7
0,225,11,7
0,107,2,7
1,278,35,7
0,102,2,7
1,218,16,7
0,304,56,0
59,311,19,7
1,213,14,7
3,303,7,7
50,306,8,7
0,300,20,7
0,350,20,7
0,205,7,7
1,208,9,7
0,187,2,7
14,141,29,7
0,195,7,7
3,367,11,0
0,60,1,7
1,285,23,7
1,241,8,7
9,291,65,7
142,203,33,7
2,174,2,7
31,300,52,7
6,362,28,7
1,263,9,0
236,290,64,7
8,388,73,7
2,317,20,7
3,272,26,7
10,307,31,7
0,338,10,7
0,372,8,7
2,344,35,7
1,154,5,7
0,269,10,7
0,215,4,7
0,171,7,0
1,247,9,7
1,137,37,7
1,109,5,7
0,245,9,7
0,174,0,7
0,243,2,7
0,296,32,7
0,110,29,7
0,163,6,7
2,207,9,7
1,240,9,7
83,265,18,7
1,152,1,7
0,58,3,7
0,229,5,7
0,295,16,7
14,302,47,0
4,314,33,7
6,347,12,7
1,315,5,7
2,284,11,7
0,66,1,7
1,81,3,7
3,286,20,7
7,344,36,7
0,217,6,7
1,319,7,7
4,147,25,7
0,85,1,7
0,188,6,7
0,297,20,7
9,350,83,7
1,305,7,7
0,227,17,7
0,179,8,7
0,145,6,7
0,200,8,7
0,191,5,7
0,179,4,7
2,123,4,7
2,97,29,7
0,176,8,7
1,360,23,7
0,182,1,7
0,160,1,7
1,279,87,7
1,131,10,7
0,188,30,7
0,188,6,7
0,357,90,7
