@relation 'hive-weka.filters.unsupervised.attribute.Remove-V-R2,3,5,6,7,last'

@attribute ncommitsbycreator numeric
@attribute ncommitsinproject numeric
@attribute nissuesbycreatorclosed numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {0,90}


@data
0,786,12,1071,233,90
13,41,0,118,0,90
0,124,0,307,0,90
0,522,1,824,1,90
0,132,0,233,0,90
0,303,6,543,69,90
0,121,0,200,0,0
0,570,14,835,9,90
0,288,0,497,14,90
0,611,1,847,14,0
0,440,1,623,4,90
0,124,0,202,0,90
0,754,6,1037,1,0
0,639,0,946,2,0
0,780,0,1062,1,0
0,768,12,1047,234,90
0,644,0,940,2,0
0,127,0,256,0,90
0,147,49,333,5,0
0,430,0,625,4,90
0,723,0,1020,1,0
0,81,0,171,1,90
0,109,3,224,19,90
0,68,0,163,0,90
0,124,0,195,0,90
0,33,0,102,0,90
0,143,0,268,0,90
0,122,0,215,0,90
4,507,0,839,0,90
0,603,0,865,28,90
31,121,0,209,0,90
0,483,1,827,2,90
0,625,10,887,47,90
0,123,0,318,0,90
0,657,8,950,12,90
0,131,0,220,0,90
0,115,0,241,0,90
0,565,2,822,2,0
0,707,0,943,123,90
0,519,8,804,3,90
0,150,0,379,1,0
0,148,0,372,1,0
0,625,5,896,46,90
0,113,0,197,0,90
0,449,0,644,2,90
0,164,43,302,14,90
2,453,1,641,1,90
0,493,0,821,4,90
0,161,2,335,0,90
0,487,0,823,3,90
0,101,14,210,4,90
0,314,5,522,12,90
0,609,0,862,23,0
0,261,0,535,0,90
0,670,1,948,10,90
0,490,0,809,3,90
0,138,0,243,0,90
0,134,0,209,0,90
0,159,0,333,0,0
0,609,0,845,14,0
0,507,3,830,4,0
0,165,0,436,0,0
0,483,2,826,2,90
0,486,0,698,123,90
0,82,0,157,0,90
0,143,1,302,0,90
0,483,0,813,4,0
0,295,6,546,82,90
0,134,0,206,61,90
0,149,0,328,5,0
0,346,0,573,6,90
0,123,0,195,0,90
0,449,4,642,1,90
0,123,0,212,0,90
0,128,0,265,0,90
0,308,5,498,16,90
0,97,88,212,7,90
0,391,0,639,6,90
0,122,0,208,0,0
0,248,0,502,0,90
0,643,0,913,13,0
0,148,2,320,0,0
0,76,0,171,0,90
0,139,0,218,0,90
0,111,0,221,2,90
0,33,0,96,0,90
0,580,0,823,24,90
0,502,0,847,0,90
0,549,0,815,2,0
0,774,21,1062,230,90
0,758,0,1042,1,0
0,454,1,682,1,90
0,465,0,644,1,90
0,126,7,210,43,90
0,514,0,830,0,90
0,774,2,1063,230,90
0,124,0,331,0,90
34,687,0,954,8,0
0,564,2,806,9,90
0,110,0,313,0,90
0,370,2,605,6,90
0,241,0,487,0,90
0,126,0,222,0,90
0,385,3,629,6,90
0,159,0,330,0,90
0,75,0,158,0,90
0,563,2,812,9,90
0,489,0,826,4,0
0,616,0,868,13,0
0,502,0,846,0,90
0,669,1,949,10,90
0,429,0,677,5,0
0,123,0,228,0,90
0,149,49,326,5,0
0,762,11,1020,194,90
0,627,2,884,13,90
0,126,0,302,0,90
0,465,2,644,1,90
0,92,0,225,0,90
0,709,6,997,3,0
0,131,0,198,0,90
0,126,1,224,1,0
0,286,7,502,28,90
0,208,0,458,0,90
57,153,0,269,0,90
0,92,0,164,0,90
0,79,0,146,0,90
0,552,15,847,4,90
14,287,29,507,0,0
0,289,0,511,0,0
85,124,0,222,0,90
0,745,0,1012,175,90
0,575,2,839,11,90
0,108,0,214,0,90
0,133,0,235,0,90
0,636,2,920,12,90
0,167,2,327,0,90
0,348,0,555,1,0
0,546,8,845,4,90
0,115,0,205,0,90
0,122,3,260,2,90
0,537,0,808,2,90
0,159,25,307,12,90
0,493,3,809,3,90
0,400,0,564,20,90
0,505,0,825,3,0
0,361,0,597,1,90
0,449,0,699,1,90
0,146,2,293,0,90
0,121,0,321,0,90
0,69,0,161,0,90
0,138,0,244,0,90
0,776,0,1048,1,90
0,108,0,225,0,90
0,127,0,225,0,90
0,386,0,622,1,90
0,93,0,157,1,90
0,142,0,264,0,90
0,672,14,923,76,90
0,296,0,549,63,90
0,429,1,681,5,0
0,73,0,167,0,90
0,116,0,191,0,90
0,592,0,843,26,0
20,351,3,531,19,90
0,102,0,176,1,90
0,139,0,242,0,90
89,120,0,204,0,90
0,112,1,232,2,90
0,83,0,163,0,90
0,298,6,545,66,90
0,770,1,1060,1,0
0,115,0,195,0,90
0,549,0,844,8,90
0,130,0,222,0,90
51,136,0,211,0,90
0,635,3,889,110,90
0,45,0,125,0,90
0,466,0,644,1,90
0,131,0,323,0,90
0,121,0,198,0,90
0,122,2,308,0,90
40,445,3,632,2,90
15,556,36,799,5,90
0,749,0,1022,3,90
0,484,3,814,4,0
0,85,0,153,1,90
0,439,0,671,5,0
6,490,0,807,2,90
0,450,0,647,1,90
0,54,0,148,0,90
0,99,1,231,0,90
0,178,43,437,0,0
27,108,1,186,1,90
0,124,0,250,0,90
0,165,0,338,0,90
0,379,0,611,1,90
0,565,0,823,29,90
0,128,0,259,0,90
0,130,0,295,0,90
0,114,0,235,0,90
0,609,8,848,14,90
0,772,2,1031,1,0
0,626,1,881,13,0
0,677,0,980,1,0
0,156,0,304,0,90
0,589,0,854,2,0
0,146,0,325,0,90
0,89,0,156,1,90
0,144,0,252,0,90
0,103,0,202,0,90
0,457,0,711,4,0
0,659,0,880,156,90
0,115,0,329,0,90
0,150,9,375,1,0
0,473,0,656,1,90
0,493,0,809,3,90
0,106,0,217,0,90
0,276,0,492,1,0
0,84,0,161,0,90
0,457,1,796,3,90
0,149,0,255,0,90
0,111,0,233,0,90
0,125,1,302,2,90
0,388,4,686,7,0
0,105,1,214,6,90
34,767,9,1047,216,90
0,504,1,858,0,90
0,109,0,208,0,90
0,149,0,326,0,90
0,109,4,219,2,90
0,538,14,835,4,90
0,110,0,236,0,90
0,80,0,161,0,90
9,534,5,834,4,90
0,714,15,950,124,90
0,111,0,306,2,90
0,599,19,857,21,90
0,115,0,225,0,90
0,150,19,313,10,0
0,123,1,304,2,90
0,535,0,801,2,0
0,615,0,854,14,0
0,69,0,158,0,90
0,101,0,198,0,90
0,850,0,1113,1,90
0,241,0,485,0,90
0,749,6,1005,163,90
0,471,0,671,1,90
0,94,0,178,0,90
0,122,0,237,0,90
0,516,1,831,0,90
0,48,0,131,0,90
0,636,2,921,12,90
0,462,0,764,6,0
0,476,0,830,2,90
0,368,1,537,19,90
0,93,0,224,0,90
0,87,0,153,1,90
78,108,0,213,0,90
0,82,0,158,0,90
0,612,0,859,14,0
0,557,0,786,4,90
16,568,3,798,4,90
0,21,0,26,0,90
0,771,0,1050,235,90
0,456,0,791,3,90
0,447,0,669,1,90
0,718,0,1005,1,90
0,126,0,199,0,90
0,537,10,828,4,90
0,502,1,754,3,0
0,526,1,814,4,90
0,102,0,210,0,90
0,327,0,532,0,0
0,491,3,832,2,90
0,715,1,989,4,0
0,113,0,196,0,90
0,556,0,796,28,90
0,157,0,336,0,90
0,287,0,527,52,90
0,782,6,1055,1,90
0,619,0,918,2,0
0,107,0,221,0,90
0,515,1,847,0,90
0,668,0,956,11,0
0,385,5,630,6,90
0,290,0,535,100,90
23,85,1,151,1,90
0,598,0,891,2,0
0,98,0,220,2,90
0,559,0,796,29,0
0,748,0,1032,1,0
0,320,0,516,8,90
0,769,2,1060,229,90
0,469,0,694,1,90
0,496,0,871,0,90
0,96,0,214,0,90
0,565,5,824,27,90
0,392,5,640,6,90
6,763,0,1026,1,90
6,523,2,831,1,90
0,760,17,1041,222,90
0,555,9,795,28,90
0,590,0,857,2,90
0,755,8,1036,1,90
0,481,1,815,2,90
0,691,1,950,10,0
0,485,0,716,117,90
0,481,1,784,3,90
0,109,0,189,1,90
0,328,5,509,17,90
0,846,1,1108,1,90
0,95,0,214,0,90
0,159,4,323,6,90
0,481,0,698,1,90
0,550,10,844,8,90
0,842,1,1097,1,0
0,271,7,484,1,0
0,599,4,851,26,0
0,522,1,807,3,90
0,504,2,739,89,90
0,448,0,655,1,0
0,263,0,542,139,90
0,101,14,213,9,90
0,113,0,266,2,90
60,156,0,270,0,90
0,87,0,153,1,90
0,100,0,173,1,90
0,90,0,179,0,90
0,128,0,195,0,0
0,168,9,315,38,90
0,466,6,730,4,0
0,124,0,206,0,90
0,774,0,1060,1,90
0,159,0,324,0,90
0,493,0,709,1,90
0,563,0,821,2,0
0,134,0,207,0,90
0,633,0,914,13,0
0,150,49,381,1,0
0,132,0,316,0,0
0,522,2,824,1,90
0,130,0,223,0,90
0,589,0,856,2,0
0,98,0,176,1,90
3,18,0,17,0,90
0,470,0,669,1,90
0,493,3,838,2,90
0,256,12,509,12,0
0,392,1,642,6,90
0,771,0,1060,1,0
0,379,0,656,4,0
0,289,0,536,99,90
0,124,0,215,0,90
0,715,0,1009,1,0
0,483,2,825,2,90
0,389,0,687,7,0
0,690,2,950,9,0
0,137,0,245,0,90
0,183,19,304,25,90
0,798,51,1027,313,90
150,845,0,1111,1,90
0,596,0,879,2,0
0,672,6,922,77,90
0,143,0,247,0,90
0,433,0,654,1,90
62,163,0,272,0,90
0,745,2,1007,161,90
0,657,0,942,12,90
0,348,1,585,6,90
0,504,2,849,0,90
0,384,1,631,6,90
0,296,0,502,12,90
0,150,0,377,1,0
0,768,7,1030,1,90
0,117,6,244,2,90
0,113,2,323,0,90
0,637,1,904,13,0
0,835,0,1102,1,90
0,520,2,822,1,90
0,116,0,204,1,90
0,780,2,1067,233,90
0,496,2,805,6,0
3,21,0,36,0,90
0,439,0,636,4,90
0,575,2,827,24,90
2,489,0,808,3,90
0,645,2,931,12,90
17,257,32,509,8,0
0,149,26,390,0,90
0,475,0,692,1,90
49,134,0,235,0,90
0,485,2,801,6,0
52,141,0,255,0,90
0,370,3,593,1,90
0,124,0,307,0,90
0,114,3,243,2,90
0,700,12,933,102,90
0,122,13,205,43,90
0,416,1,583,21,90
0,392,1,623,1,0
0,666,0,957,11,0
0,81,0,155,0,90
0,97,88,215,0,90
0,461,1,797,3,90
0,268,0,538,0,90
0,86,0,179,0,90
0,654,34,868,143,90
0,699,0,971,8,90
0,383,1,548,20,90
0,698,1,969,8,0
0,848,0,1102,1,0
0,268,0,545,0,90
0,640,0,928,2,0
0,326,0,534,1,0
0,639,0,946,2,0
0,606,0,852,22,0
0,82,0,173,0,90
0,31,0,74,0,90
0,138,0,244,0,90
0,491,3,829,3,90
0,759,3,1052,225,90
0,486,2,803,3,90
0,242,0,486,0,90
33,710,0,972,5,0
0,499,0,832,3,0
0,111,0,229,0,90
0,126,0,215,1,0
0,473,0,799,6,0
48,113,0,197,1,90
0,157,19,311,6,0
0,283,0,500,22,90
0,104,0,205,0,90
0,424,0,618,4,90
0,468,1,814,3,90
0,799,0,1082,1,90
0,126,0,197,0,90
0,752,0,1028,2,0
55,145,0,243,0,90
0,515,1,803,3,90
0,89,0,205,0,90
0,460,1,781,3,90
0,165,0,337,0,90
0,122,6,323,0,90
0,755,0,1030,1,90
0,155,50,308,45,90
0,557,1,802,28,90
0,467,1,818,3,90
0,526,3,817,4,90
0,124,0,294,2,90
0,467,1,777,6,0
0,99,0,177,1,90
0,785,0,1045,207,90
0,147,0,256,0,90
0,276,0,491,1,0
0,497,2,854,0,90
0,561,0,799,4,90
0,104,0,232,0,90
0,107,0,234,0,90
0,766,0,1039,1,90
0,264,12,533,128,90
0,168,0,310,39,90
0,124,0,305,0,90
0,146,0,252,0,90
0,612,1,844,22,0
0,127,0,220,1,0
0,126,0,187,0,90
0,161,9,420,0,0
0,435,0,621,4,90
0,126,1,319,0,0
0,441,0,638,4,90
0,383,1,552,20,90
0,667,0,904,65,90
0,108,0,203,0,90
0,86,0,173,0,90
0,120,0,213,0,90
0,606,0,873,33,90
0,99,2,233,0,90
0,372,0,589,1,90
0,301,0,506,12,90
12,386,0,558,1,90
0,128,0,258,0,90
0,754,2,1029,1,0
0,652,47,879,134,90
0,480,0,782,3,90
0,125,0,302,0,90
0,589,12,847,15,90
0,53,0,146,0,90
0,403,1,570,21,90
0,131,0,249,0,90
0,609,0,905,2,0
0,621,0,918,2,0
0,146,0,320,0,90
0,707,6,999,3,0
0,528,1,813,4,90
0,496,2,834,3,0
0,604,2,846,22,0
0,754,9,966,241,0
0,127,87,204,49,90
0,116,13,221,30,90
0,498,3,838,0,90
0,137,0,207,0,90
0,499,3,840,0,90
0,699,9,957,6,90
0,41,0,120,0,90
0,617,8,856,14,0
0,745,15,1002,158,90
0,141,0,283,0,90
0,730,0,1027,1,0
48,123,0,214,0,90
0,118,0,343,0,90
0,114,0,196,0,90
0,248,0,497,0,90
0,116,0,243,0,90
0,750,0,1027,3,90
0,300,4,518,0,90
0,91,0,207,0,90
0,485,2,826,2,90
0,138,0,217,0,90
0,558,0,816,2,0
0,784,0,1056,1,90
0,805,1,1082,1,0
0,123,0,194,0,90
0,52,0,135,0,90
0,604,0,854,26,90
0,525,2,825,4,90
0,186,9,443,0,0
0,612,0,846,14,90
0,412,1,647,2,90
0,184,19,304,25,90
0,320,1,527,8,90
0,110,0,209,0,90
0,750,2,1022,179,90
0,82,0,163,0,90
0,569,1,837,10,90
0,769,9,1038,203,90
0,139,0,239,0,90
0,121,0,334,0,90
51,135,0,219,0,90
0,645,0,947,2,0
0,290,23,519,44,90
112,721,1,1018,1,0
0,535,0,803,2,0
0,386,0,606,1,90
0,517,8,805,3,90
0,473,3,801,2,90
0,584,0,835,27,0
0,615,1,854,14,0
0,264,0,500,17,90
0,795,1,1074,1,0
0,105,1,182,1,90
0,848,0,1110,2,90
0,180,0,439,0,0
0,560,39,798,5,90
0,120,0,230,0,90
0,122,0,214,0,90
0,572,2,811,11,90
0,159,50,313,43,90
0,166,0,336,0,90
0,126,0,200,0,0
0,495,0,841,2,90
0,507,1,815,2,90
0,126,0,207,43,90
0,119,0,327,0,90
0,137,0,283,0,90
0,543,8,838,4,90
0,111,0,196,0,90
0,115,0,199,0,90
0,500,0,871,0,90
0,115,0,178,0,90
50,138,0,212,0,90
0,497,2,842,0,90
0,478,2,830,2,90
0,774,11,1049,230,90
0,453,0,644,1,90
0,593,2,861,2,0
0,290,0,494,14,90
0,132,7,216,56,90
114,712,1,997,1,0
0,549,8,846,4,90
0,68,0,160,0,90
0,546,20,844,4,90
0,125,0,200,0,90
0,122,0,210,0,90
56,149,0,255,0,90
0,217,3,463,0,0
0,117,0,222,1,90
0,108,0,198,0,90
0,453,2,796,3,90
0,699,9,954,6,90
0,604,1,848,18,0
0,119,2,342,0,90
0,495,2,836,2,90
0,494,0,871,0,90
0,154,0,269,0,90
0,159,2,330,0,90
0,494,0,753,3,0
0,296,5,502,13,90
0,127,0,224,0,90
0,117,6,339,0,90
0,113,0,198,1,90
0,705,7,936,111,90
0,378,0,657,4,0
0,501,0,867,0,90
0,34,0,103,0,90
0,112,0,198,0,90
0,775,0,1061,1,90
0,281,0,490,0,90
0,98,0,182,1,90
0,119,0,223,1,90
0,59,0,165,0,90
0,108,0,228,0,90
0,493,0,807,3,90
0,106,0,203,0,0
0,416,0,599,3,90
0,747,20,968,243,90
0,495,2,844,0,90
0,723,0,982,4,0
0,132,0,256,0,90
8,494,1,706,1,90
0,261,28,492,5,0
0,109,0,204,0,90
0,559,1,811,29,90
0,95,88,209,1,90
0,499,0,810,2,90
0,270,12,498,16,0
0,609,0,867,35,90
0,716,6,990,3,90
0,330,0,510,19,90
0,302,12,516,47,90
0,95,0,177,1,90
0,697,1,953,6,0
0,145,26,384,0,90
0,110,0,211,0,90
0,127,87,202,49,90
0,107,0,206,0,90
0,753,34,965,256,0
0,128,0,185,0,90
0,688,2,962,8,90
0,251,0,507,8,0
0,126,0,219,1,0
0,645,18,891,108,0
0,265,0,501,17,90
0,265,0,542,144,90
0,754,1,1029,2,90
0,271,12,483,1,90
0,129,0,329,0,90
0,574,16,824,24,90
0,481,0,730,29,90
0,599,38,825,50,90
0,104,0,232,0,90
0,810,0,1077,1,0
0,601,0,830,48,90
0,481,0,699,1,90
0,134,0,216,0,90
0,574,2,840,11,90
0,497,2,844,0,90
0,34,0,85,0,90
28,115,0,204,0,90
0,675,0,913,83,90
0,161,0,277,0,90
0,159,2,323,0,90
0,774,0,1046,229,90
0,114,0,178,0,90
0,121,0,194,0,90
0,525,1,828,4,90
0,96,0,174,0,90
0,112,0,198,0,90
0,122,0,207,0,90
0,284,0,495,0,0
0,702,15,941,119,90
0,410,0,584,21,90
0,68,0,162,0,90
0,462,2,807,3,90
0,139,0,210,0,90
8,36,0,110,0,90
0,116,13,221,31,90
0,296,1,549,62,90
0,163,2,338,0,90
0,376,0,618,6,90
0,393,1,702,7,0
0,85,0,150,0,90
0,492,0,835,2,90
0,706,1,1000,3,0
0,496,0,835,3,0
0,111,0,192,0,90
14,325,1,536,0,0
0,249,0,504,0,90
0,133,0,214,0,90
0,669,1,972,1,0
0,478,0,833,2,90
0,627,0,885,13,90
0,152,0,258,0,90
0,128,0,250,0,90
0,168,0,336,0,90
0,88,1,186,3,90
0,134,0,295,0,90
0,123,0,195,0,0
0,504,2,821,4,0
0,496,0,829,3,0
0,554,0,801,28,0
0,790,0,1074,1,0
0,290,0,493,14,90
0,295,3,498,13,90
0,434,1,739,7,0
0,114,0,224,0,90
0,124,0,213,0,90
0,344,1,571,6,90
89,120,0,219,0,90
0,87,0,175,0,90
0,727,1,1026,1,0
0,100,0,166,1,90
0,112,0,238,0,90
14,286,29,510,0,0
0,481,1,702,1,90
5,33,0,102,0,90
0,112,0,221,0,90
0,159,0,264,0,90
0,266,7,490,3,0
0,469,3,692,1,0
0,146,0,294,0,90
0,611,44,838,63,0
0,124,1,292,2,90
0,34,0,81,0,90
0,389,1,669,7,0
0,263,0,543,139,90
0,135,0,215,0,90
0,76,0,160,0,90
0,405,1,572,1,90
0,782,5,1054,199,90
0,699,1,955,6,90
0,477,1,785,3,90
0,82,0,163,0,90
0,166,50,314,42,90
0,592,16,854,16,90
0,109,10,307,1,90
0,748,0,1023,2,0
0,102,0,207,0,90
0,634,18,897,113,0
0,78,0,170,0,90
0,132,0,209,0,90
0,78,0,174,0,90
0,703,15,938,114,90
0,102,0,177,1,90
0,114,14,218,33,90
0,107,0,199,0,90
0,446,0,646,1,90
0,156,0,343,5,0
0,115,4,230,2,90
0,155,1,415,0,0
0,773,0,1034,1,90
0,613,2,853,14,0
0,673,0,970,1,0
50,129,0,228,0,90
0,727,2,983,4,0
0,147,2,321,0,90
0,522,1,806,3,90
0,243,0,477,0,90
14,285,31,525,103,90
0,489,1,826,2,90
0,768,8,1044,1,90
0,337,0,555,7,90
0,112,0,223,0,90
0,638,0,927,2,0
0,347,0,573,6,90
0,507,0,831,4,0
2,415,1,586,21,90
49,127,0,221,0,90
14,287,29,510,0,0
0,133,0,214,0,90
0,613,0,849,22,90
0,557,0,797,28,0
0,152,0,358,4,0
0,26,0,69,0,90
0,110,0,322,0,90
0,614,1,857,13,0
0,472,1,807,2,90
0,797,0,1078,1,0
0,762,1,1034,1,90
0,262,0,488,3,0
0,268,0,538,0,90
0,133,0,213,0,90
0,277,4,489,1,90
0,784,0,1047,1,90
55,158,0,267,0,90
0,614,0,913,2,0
0,123,0,191,0,0
0,677,0,975,1,0
0,762,1,1037,1,90
0,292,6,533,100,90
0,87,0,155,0,90
0,854,0,1112,2,90
0,162,0,338,0,90
0,504,0,850,0,90
0,605,0,904,2,0
50,128,0,230,0,90
0,524,0,775,2,0
0,90,0,158,1,90
0,509,2,841,0,90
0,795,1,1077,1,0
0,325,0,535,0,0
0,616,5,857,14,90
0,389,3,632,1,90
0,750,10,1020,179,90
0,762,10,1022,190,90
0,87,0,154,1,90
0,120,0,227,1,90
0,795,0,1078,1,0
0,115,0,204,0,90
0,780,0,1044,229,90
0,153,0,325,6,0
0,605,2,856,19,90
0,166,0,336,0,90
