@relation 'qpid-weka.filters.unsupervised.attribute.Remove-V-R5,6,7,last'

@attribute nissuesbycreatorclosed numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {0,14}


@data
0,325,20,14
2,57,2,14
3,293,11,14
6,182,34,14
0,181,7,14
3,354,13,14
12,328,83,0
4,370,28,14
1,193,7,14
0,296,8,0
0,182,1,14
5,299,24,0
0,176,1,14
23,352,114,14
2,188,11,14
1,180,6,14
0,316,34,14
0,271,14,14
0,177,9,14
6,353,13,14
13,291,34,0
6,185,7,14
1,338,12,14
6,345,28,14
0,294,10,14
0,144,2,14
0,298,50,14
2,350,28,0
6,206,6,14
1,100,11,14
0,297,8,14
3,332,20,14
1,289,25,14
1,159,6,14
0,181,4,14
62,355,92,14
70,256,18,14
2,196,6,14
1,212,4,14
0,308,26,14
2,282,7,14
2,98,5,14
3,272,44,14
0,175,1,14
54,319,36,14
62,350,88,14
2,290,33,14
8,298,24,0
0,26,1,14
0,166,5,14
0,284,10,14
0,305,45,0
0,203,7,0
0,228,13,14
2,125,4,14
0,287,29,0
2,208,9,14
0,190,3,14
0,185,7,14
3,154,6,14
0,295,10,0
9,357,89,14
14,303,48,14
30,329,27,14
0,117,6,14
0,204,8,14
0,233,11,14
0,81,1,14
0,329,10,14
0,298,20,14
0,162,6,0
0,164,7,14
0,142,11,14
0,187,3,0
10,253,18,14
0,164,1,14
1,369,24,14
2,229,13,14
0,159,1,14
0,195,2,14
0,220,7,0
5,350,13,14
1,244,7,14
0,209,2,14
0,96,26,14
0,200,2,14
0,187,4,14
2,205,8,14
10,307,32,14
0,223,6,14
6,320,9,14
0,36,1,14
3,156,11,14
12,299,37,14
17,331,15,14
0,209,9,14
0,337,10,14
2,228,11,14
1,205,7,14
1,271,20,14
236,299,75,14
0,172,1,14
0,227,17,14
0,207,3,0
170,275,98,14
20,168,22,0
4,156,21,14
5,94,6,0
3,149,5,14
0,362,26,14
34,317,92,0
0,97,6,14
0,188,4,14
1,189,2,14
8,293,33,14
1,272,20,0
0,267,18,0
0,153,10,14
15,186,30,0
0,216,9,14
6,137,6,14
239,329,49,14
1,277,90,14
0,208,7,14
0,217,5,14
0,178,1,14
0,54,1,14
5,304,7,14
0,208,6,14
7,198,7,14
3,159,6,14
10,265,18,14
0,136,1,14
0,273,13,14
0,190,3,14
0,212,6,14
0,201,6,14
0,223,7,14
2,195,4,14
0,311,20,14
0,361,27,14
8,294,64,14
12,319,118,14
0,171,5,14
2,217,15,14
2,358,28,14
0,185,8,14
0,329,35,14
0,268,13,14
1,82,3,14
0,141,6,14
2,183,4,0
0,170,7,14
3,295,50,14
2,348,13,14
36,330,82,14
5,305,6,14
1,337,34,0
8,321,53,14
14,307,30,14
1,206,5,14
13,124,28,0
2,221,11,14
1,352,13,14
36,300,8,14
7,246,20,14
0,243,7,14
5,206,3,14
16,298,29,14
0,198,6,14
15,300,49,14
36,309,89,14
30,354,129,14
0,332,12,14
2,210,8,14
0,339,10,14
1,197,6,14
0,188,31,14
0,333,10,14
0,233,9,14
0,197,1,14
0,188,2,14
19,324,33,14
10,265,21,14
20,328,119,14
0,188,3,14
0,205,5,14
2,223,17,14
0,280,22,14
21,283,41,0
2,237,9,14
0,206,10,14
236,319,52,0
3,320,14,14
0,201,8,14
1,170,4,14
141,233,42,14
0,278,22,14
12,97,26,14
0,337,11,14
0,175,7,14
0,99,2,14
1,150,7,14
236,304,62,14
0,185,1,14
0,177,7,14
15,183,30,14
5,286,31,14
16,305,29,14
0,190,8,14
236,286,65,14
4,154,7,14
0,372,24,0
0,233,7,14
0,174,9,14
2,199,5,14
0,283,14,14
0,352,13,14
3,281,68,14
0,206,7,14
0,62,4,14
3,136,29,14
0,132,7,14
2,376,9,14
1,234,8,14
3,266,12,14
2,337,36,14
2,191,6,14
0,206,1,14
61,276,15,14
0,200,2,14
1,97,4,14
0,204,9,14
0,132,11,14
0,370,26,14
3,328,5,14
0,205,1,14
31,312,27,14
6,307,28,14
5,221,15,14
1,152,5,14
4,153,21,14
0,326,34,14
0,352,11,14
6,359,13,14
67,266,18,0
73,336,34,14
31,330,27,14
183,305,6,14
3,297,11,14
6,106,12,14
1,335,11,14
0,197,6,14
0,147,11,14
62,354,92,14
0,154,2,14
4,230,11,14
0,202,1,14
0,184,7,14
159,274,17,14
0,220,17,14
10,250,18,14
53,318,36,14
2,318,15,14
2,296,15,14
2,120,3,14
0,300,58,14
23,349,117,14
3,191,10,14
2,248,8,14
10,302,24,0
0,297,11,14
36,314,106,14
0,164,6,14
0,261,13,14
5,344,84,14
0,133,8,14
0,200,11,14
31,285,51,14
16,308,28,14
0,282,21,0
51,326,39,14
2,210,6,14
0,285,23,14
8,313,55,14
7,299,27,0
0,312,55,14
0,213,9,14
2,283,11,14
0,194,6,14
1,116,10,14
2,316,15,0
0,350,27,14
62,315,52,14
0,306,31,14
10,285,53,14
0,120,15,14
2,99,5,14
0,141,11,14
0,343,56,14
5,219,15,14
1,197,9,14
5,309,21,14
1,376,9,14
0,222,34,14
141,147,6,14
1,235,8,14
0,198,6,14
3,197,8,14
4,311,45,14
3,203,9,14
0,344,18,14
0,274,30,14
4,262,20,0
0,263,14,14
0,249,19,14
0,194,3,14
15,289,59,14
12,342,35,14
0,229,9,14
0,193,11,14
0,316,114,0
0,204,14,14
0,122,17,14
0,175,1,14
2,196,8,14
2,133,8,14
0,242,8,14
0,264,33,14
5,190,5,14
0,67,2,14
0,262,5,14
0,182,7,14
0,98,6,14
0,164,1,14
0,165,7,14
0,215,6,14
1,229,14,14
0,223,14,14
0,300,30,14
4,155,7,14
1,203,9,14
2,280,26,0
0,218,8,14
28,275,78,14
4,145,25,14
4,173,29,14
17,290,35,0
13,290,35,14
59,300,20,14
0,193,9,14
170,271,44,14
1,269,12,14
0,290,24,14
17,355,90,14
27,376,85,14
1,198,5,14
2,221,6,14
0,216,6,14
7,320,53,14
0,88,2,14
6,90,8,14
4,184,7,14
0,148,1,14
3,200,3,14
0,229,5,14
1,92,6,14
1,360,112,14
0,305,8,14
16,327,81,14
30,306,45,14
0,274,20,14
0,329,10,14
0,186,7,14
15,304,46,14
2,204,8,14
10,355,126,0
0,169,2,14
2,290,20,14
0,242,9,14
0,141,13,14
2,226,14,14
0,88,1,14
0,340,56,14
0,217,4,14
0,201,9,14
0,223,14,14
2,208,9,14
0,240,9,14
0,255,7,14
0,156,10,14
31,336,28,14
0,367,25,14
2,198,4,14
0,367,24,14
1,239,18,14
1,302,30,0
1,350,12,14
0,337,11,14
2,285,26,14
0,140,11,14
1,212,3,14
1,228,14,14
1,190,6,14
3,299,8,14
6,363,28,14
0,194,4,14
12,339,35,14
0,147,12,14
0,316,21,14
4,367,9,14
1,286,11,14
3,227,34,14
0,298,50,14
4,296,36,14
0,148,3,14
0,189,7,14
1,170,4,14
2,256,14,14
0,69,1,14
3,129,6,14
6,105,12,14
0,208,32,14
0,265,10,14
1,304,16,14
0,359,11,14
0,294,21,14
1,305,31,14
14,324,27,14
0,211,7,14
0,258,31,14
0,279,18,0
0,189,3,14
0,202,7,14
0,173,1,14
17,302,31,14
0,292,19,14
0,298,20,14
7,200,7,14
0,236,13,14
0,153,2,14
1,192,10,14
0,225,7,14
92,323,43,14
14,272,17,14
0,325,32,14
1,206,9,14
1,357,12,14
3,271,26,14
2,158,5,14
0,238,8,14
0,264,14,14
45,304,8,14
20,267,51,14
7,276,32,14
0,301,6,14
0,371,10,14
0,196,5,14
0,336,16,14
0,216,7,14
141,228,42,14
0,251,9,14
170,275,55,14
15,108,29,14
3,287,51,14
3,350,20,14
1,207,3,14
15,120,29,14
0,154,5,14
0,158,5,14
63,363,108,14
1,351,20,14
0,333,9,14
239,322,41,0
6,210,15,14
12,114,29,14
0,326,20,14
1,242,5,14
5,214,4,14
0,231,14,14
0,349,87,0
1,282,97,14
31,317,27,14
0,295,36,14
6,107,17,0
1,134,29,14
0,98,2,14
6,167,34,14
92,327,44,14
1,186,4,14
8,299,37,14
5,181,31,14
0,230,14,14
0,81,1,14
3,295,33,14
0,319,34,14
2,172,1,14
5,333,15,14
0,261,5,14
4,360,10,14
8,315,32,14
83,329,104,14
0,195,9,14
23,182,35,14
7,222,13,14
0,191,4,14
0,177,7,14
0,164,14,14
1,196,7,14
1,356,89,14
0,197,2,14
5,345,11,14
0,178,1,14
1,342,75,14
1,191,4,14
5,336,10,14
0,344,17,14
2,312,20,14
1,221,7,14
0,165,10,14
1,296,11,14
31,299,53,14
0,350,13,14
0,338,20,14
5,94,14,0
4,170,1,14
0,253,18,14
1,301,31,14
2,198,5,14
11,297,52,0
16,332,82,14
0,206,7,14
0,236,34,14
0,179,5,14
0,370,24,14
0,361,13,14
0,211,7,14
0,205,8,14
0,290,21,14
5,342,17,14
0,213,2,14
1,46,1,14
0,190,8,14
30,297,31,14
12,120,28,14
0,190,11,14
0,207,9,14
195,303,8,14
9,326,55,0
0,167,5,14
0,160,7,14
3,182,9,14
0,308,32,14
2,293,19,14
236,288,66,14
0,135,5,0
0,316,9,14
1,302,7,14
4,175,29,14
0,205,8,14
6,373,22,14
16,337,34,0
2,211,9,0
2,123,28,14
0,4,0,14
0,357,10,14
2,357,28,14
0,120,2,14
0,169,34,14
19,148,37,14
12,97,29,14
0,216,6,14
0,173,1,14
15,299,20,14
0,197,6,14
0,254,10,14
0,281,21,14
10,263,21,14
4,174,29,14
0,129,10,14
1,314,9,14
0,293,28,14
0,368,23,14
0,340,10,14
0,223,9,14
3,155,6,14
6,255,13,14
6,355,12,14
0,272,7,14
0,295,36,14
9,281,22,14
0,218,9,0
0,218,9,14
11,163,22,0
3,358,23,14
0,183,34,14
45,316,115,14
0,209,32,14
2,309,32,14
0,337,5,0
9,323,55,0
13,277,29,14
0,347,35,14
4,290,13,14
0,152,9,0
0,100,2,14
0,333,16,14
37,338,90,14
0,190,1,14
5,196,12,14
1,299,64,14
1,159,6,14
0,291,10,14
0,196,5,14
0,218,6,14
0,201,2,14
1,95,6,14
2,195,9,14
0,285,32,14
12,325,14,14
4,157,21,14
7,334,11,14
0,243,8,14
0,283,21,14
2,284,78,14
196,299,9,14
31,349,28,14
0,159,6,14
0,213,5,14
9,291,31,14
2,204,8,14
142,175,24,14
3,189,11,14
1,356,129,14
0,154,5,14
0,161,7,14
0,241,8,14
0,185,4,14
1,284,20,14
1,154,7,14
3,272,16,14
0,147,11,14
2,215,13,14
0,270,5,14
3,294,37,14
0,306,56,14
0,253,20,14
2,134,8,0
0,266,36,0
2,298,26,14
0,306,7,14
0,321,9,14
0,299,7,14
4,332,15,14
236,291,66,14
14,181,34,14
0,196,2,14
17,292,36,14
0,194,7,14
1,107,4,14
23,351,114,14
0,130,6,14
36,312,90,0
7,345,13,14
2,255,20,14
0,149,2,14
0,150,8,14
10,348,114,14
5,307,7,14
0,353,10,14
0,241,18,14
0,87,1,14
1,146,11,14
1,298,9,14
1,175,2,14
4,148,25,14
2,310,7,14
1,281,23,0
1,358,23,14
1,164,10,14
3,294,36,14
1,162,10,14
3,200,11,0
6,344,12,14
1,240,8,14
1,281,22,14
0,207,10,0
4,282,39,14
0,246,8,14
10,144,3,14
0,166,10,14
1,258,13,14
11,348,85,14
0,268,6,14
14,342,28,14
2,220,14,14
1,212,7,14
1,187,7,14
0,139,37,14
2,209,9,14
0,174,0,14
236,299,74,14
0,215,14,14
2,231,10,14
3,294,16,0
1,298,26,14
1,242,8,14
0,256,18,0
0,338,9,14
170,278,90,14
0,374,8,14
0,413,37,0
30,307,45,14
6,367,26,14
0,190,10,14
0,204,10,14
46,333,16,14
0,196,8,14
1,160,2,14
141,259,52,14
2,282,10,0
0,217,5,14
3,283,10,14
0,87,1,14
1,105,4,14
53,302,57,14
16,263,32,0
0,206,7,14
13,354,90,14
0,283,35,14
66,300,8,14
1,124,3,0
9,288,49,0
0,311,21,14
0,238,8,14
1,289,31,14
1,325,9,14
3,266,16,14
7,314,80,14
0,304,32,14
4,188,1,14
9,85,25,14
6,300,11,14
0,284,22,14
40,322,81,14
236,317,52,0
4,154,8,14
1,181,6,14
10,347,56,0
14,296,34,14
0,305,30,14
6,348,28,14
1,194,7,14
4,146,25,14
3,117,6,14
46,330,16,14
1,351,20,14
0,161,1,14
0,285,19,0
1,213,15,14
26,364,90,0
0,245,20,14
2,314,15,14
0,322,53,14
5,354,20,14
0,195,7,14
0,289,23,14
0,145,7,14
1,232,7,14
0,223,9,14
3,272,14,14
0,221,7,14
4,366,10,14
3,109,5,14
13,301,46,0
12,119,29,14
8,335,16,14
2,219,9,14
19,315,33,14
0,298,7,14
2,274,14,0
4,108,5,0
2,234,7,14
5,286,51,14
0,170,1,14
0,298,52,14
2,187,6,14
6,239,13,14
3,264,32,14
2,188,2,14
0,150,1,14
0,134,30,14
2,281,7,14
2,328,9,14
8,331,35,14
5,348,20,14
1,244,8,14
0,39,1,14
0,162,6,14
3,198,32,14
0,68,1,14
2,152,6,14
1,292,29,14
0,229,7,14
2,218,16,14
5,344,84,14
3,371,8,14
1,144,6,0
1,303,7,14
0,299,7,14
1,297,16,14
0,81,1,14
0,174,7,14
7,289,16,14
15,302,46,14
16,298,31,14
3,228,34,14
0,131,7,14
14,323,27,14
2,180,2,14
0,195,6,14
28,276,79,14
1,152,5,0
0,192,4,14
3,201,6,14
53,310,57,14
0,154,1,14
2,315,21,14
0,239,5,14
11,264,31,14
1,211,4,14
1,265,36,14
0,184,7,14
1,331,16,14
0,221,14,14
1,284,20,14
0,196,4,14
0,255,18,14
0,204,8,14
1,208,2,14
0,205,9,14
3,273,40,14
6,368,25,14
0,211,6,14
0,229,13,14
1,235,10,14
0,298,16,14
7,187,4,14
37,312,95,0
3,296,50,0
3,263,34,0
0,157,15,14
1,292,16,14
54,351,95,14
2,338,28,14
0,195,2,14
0,220,2,14
3,255,9,14
1,217,8,14
0,191,6,14
0,240,18,14
12,100,26,0
7,286,51,0
0,188,8,14
24,313,54,14
0,152,5,14
0,130,6,14
0,279,68,14
1,307,7,14
3,310,9,14
2,319,15,0
0,343,10,14
0,304,7,14
0,161,7,14
5,331,12,14
0,189,8,14
31,334,28,14
66,310,8,14
2,174,8,14
0,230,7,14
1,292,22,14
9,327,44,14
21,295,8,14
72,335,33,14
3,264,11,14
7,283,56,0
9,273,29,14
3,351,88,14
83,269,18,14
0,282,20,14
1,189,1,14
0,306,27,14
0,261,11,14
1,276,26,14
2,221,17,14
63,359,104,14
0,243,20,14
0,205,9,14
0,285,31,14
0,307,32,14
0,183,3,14
3,345,13,14
12,96,26,14
8,298,64,14
0,209,6,14
0,171,2,14
0,166,5,14
0,227,7,14
2,140,2,14
6,268,104,14
11,89,29,14
10,352,114,0
0,190,6,14
31,270,16,14
0,351,28,14
1,315,33,14
2,194,5,14
3,277,10,14
1,88,6,14
1,239,17,14
0,316,18,14
3,230,5,14
0,232,5,14
1,317,9,14
1,397,35,0
1,296,18,14
3,152,8,14
18,139,1,14
12,307,20,14
1,272,12,14
0,297,28,14
9,297,53,14
0,121,17,14
6,371,24,14
0,214,6,14
2,218,6,14
0,223,17,14
0,242,8,14
0,266,5,14
0,294,13,0
1,169,7,14
0,212,6,14
21,356,89,14
2,329,10,14
1,188,6,14
0,140,13,14
5,349,20,14
1,160,5,14
1,159,2,14
160,282,26,14
4,144,25,14
0,287,29,14
0,184,1,14
2,199,8,14
10,254,20,14
0,358,102,0
10,346,56,0
1,196,3,14
0,251,19,14
0,153,6,14
1,207,4,14
1,229,5,14
0,324,20,14
0,256,8,14
1,260,13,0
2,135,28,14
2,146,7,14
11,261,32,14
6,241,13,14
40,326,114,14
0,262,13,14
2,162,1,14
2,253,13,14
19,335,34,14
17,101,29,0
0,274,16,14
4,160,21,14
13,293,32,0
1,208,9,14
1,196,7,14
0,253,8,14
1,260,9,0
7,184,7,14
1,154,1,14
10,149,4,14
1,193,5,14
1,160,2,14
6,297,29,14
2,131,8,14
0,132,4,14
0,334,9,14
2,197,7,14
16,327,27,14
2,300,30,14
12,291,36,14
0,339,10,14
0,212,7,14
1,198,9,14
22,275,40,14
0,173,7,14
0,267,38,14
6,330,9,14
0,84,1,14
17,296,39,14
0,215,5,14
1,314,43,14
61,299,75,14
0,376,8,14
1,310,6,14
5,341,12,14
0,212,9,14
8,137,1,14
2,255,32,14
2,270,18,14
0,329,9,14
1,190,6,14
0,215,6,14
0,187,31,14
3,233,34,14
141,166,18,14
239,331,48,14
17,339,36,14
0,188,8,14
0,168,1,14
1,360,10,14
8,180,7,14
62,348,83,14
0,109,4,0
1,298,16,14
0,137,33,14
0,115,3,14
0,218,7,14
142,204,35,14
0,307,7,14
141,230,42,14
0,191,11,14
0,182,5,14
0,286,97,14
0,309,26,14
1,187,8,14
5,388,80,0
13,340,77,14
22,315,42,14
0,212,7,14
1,216,4,14
0,306,7,14
6,204,5,14
1,94,4,14
0,308,9,14
0,201,1,14
0,211,11,14
13,300,79,14
1,164,1,14
0,274,17,14
1,112,29,14
1,154,7,14
1,370,10,14
0,297,8,14
0,193,3,14
16,327,26,14
16,299,31,14
62,284,66,14
0,283,36,0
0,185,1,14
0,252,9,14
1,247,20,14
0,150,6,14
1,281,78,14
13,148,27,14
0,259,9,14
1,278,16,14
0,199,6,14
1,90,6,14
12,311,19,14
1,279,14,14
0,169,4,14
0,83,1,14
0,282,23,14
1,113,3,14
104,277,92,14
1,183,6,14
0,30,1,14
1,89,6,14
46,335,15,14
2,178,7,0
1,292,23,14
1,177,1,14
0,153,5,14
4,207,7,14
3,212,5,0
0,329,27,0
13,344,90,14
12,327,21,14
5,339,75,14
15,107,29,14
2,173,1,14
15,189,30,0
2,361,26,14
2,228,8,14
12,116,29,14
14,321,120,0
1,217,13,14
0,246,8,14
0,324,42,14
1,335,28,14
1,232,5,14
0,163,7,14
0,267,36,14
6,166,5,14
5,334,15,14
1,63,2,14
14,355,128,14
0,168,34,14
37,254,20,0
2,201,7,14
0,111,2,14
2,283,11,14
0,112,2,14
13,122,28,14
5,314,41,14
1,270,20,14
1,347,10,14
1,297,26,0
1,190,10,14
1,315,80,14
141,149,8,14
0,224,13,14
8,337,35,14
0,332,11,14
51,325,39,14
1,187,4,14
5,132,4,14
16,298,31,14
3,338,34,0
4,361,10,14
0,155,1,14
90,310,5,14
13,299,33,14
22,353,97,14
3,309,54,14
1,243,8,14
0,220,9,14
0,219,13,0
3,249,8,14
2,346,37,14
2,167,7,14
128,300,71,14
2,292,13,14
0,211,6,14
1,204,7,14
1,236,9,14
0,224,34,14
0,149,5,14
0,155,5,14
19,162,21,0
0,134,11,14
0,213,14,14
2,181,9,14
10,264,21,14
0,155,6,14
1,148,5,14
5,295,33,14
27,276,54,14
160,282,26,14
0,298,30,14
0,368,9,14
1,173,8,14
0,203,10,14
0,302,30,14
0,318,16,14
4,148,22,14
0,245,8,14
6,192,32,14
30,339,28,14
0,181,9,14
2,286,19,14
9,295,34,14
1,38,1,14
3,178,8,14
0,185,1,14
36,313,105,14
62,331,49,14
0,215,6,14
0,161,1,14
1,286,36,0
0,323,9,14
5,335,8,14
1,116,6,14
2,282,11,14
0,189,8,14
4,372,10,14
0,217,13,14
1,177,7,14
0,91,25,14
40,318,92,14
1,335,12,14
5,339,28,0
138,144,1,14
61,282,13,14
86,286,29,0
3,207,6,14
13,297,20,14
1,295,13,14
1,337,10,14
0,171,4,14
0,73,1,14
0,151,5,14
0,270,6,14
138,141,1,14
0,329,9,14
0,164,7,14
141,179,20,14
0,211,6,14
2,313,32,14
0,91,4,14
0,225,11,14
0,107,2,14
1,278,35,0
0,102,2,14
1,218,16,14
0,304,56,0
59,311,19,14
1,213,14,14
3,303,7,14
50,306,8,14
0,300,20,14
0,350,20,14
0,205,7,14
1,208,9,14
0,187,2,14
14,141,29,14
0,195,7,14
3,367,11,0
0,60,1,14
1,285,23,14
1,241,8,14
9,291,65,14
142,203,33,14
2,174,2,14
31,300,52,14
6,362,28,14
1,263,9,0
236,290,64,14
8,388,73,14
2,317,20,14
3,272,26,14
10,307,31,14
0,338,10,14
0,372,8,14
2,344,35,14
1,154,5,14
0,269,10,14
0,215,4,14
0,171,7,0
1,247,9,14
1,137,37,14
1,109,5,14
0,245,9,14
0,174,0,14
0,243,2,14
0,296,32,14
0,110,29,14
0,163,6,14
2,207,9,14
1,240,9,14
83,265,18,14
1,152,1,14
0,58,3,14
0,229,5,14
0,295,16,14
14,302,47,0
4,314,33,14
6,347,12,14
1,315,5,14
2,284,11,14
0,66,1,14
1,81,3,14
3,286,20,14
7,344,36,14
0,217,6,14
1,319,7,14
4,147,25,14
0,85,1,14
0,188,6,14
0,297,20,14
9,350,83,14
1,305,7,14
0,227,17,14
0,179,8,14
0,145,6,14
0,200,8,14
0,191,5,14
0,179,4,14
2,123,4,14
2,97,29,14
0,176,8,14
1,360,23,14
0,182,1,14
0,160,1,14
1,279,87,14
1,131,10,14
0,188,30,14
0,188,6,14
0,357,90,14
