@relation 'qpid-weka.filters.unsupervised.attribute.Remove-V-R5,6,7,last'

@attribute nissuesbycreatorclosed numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {0,1}


@data
0,132,7,1
2,376,9,1
1,234,8,1
3,266,12,1
2,337,36,1
2,191,6,1
0,206,1,1
61,276,15,1
0,200,2,1
1,97,4,1
0,204,9,1
0,132,11,1
0,370,26,1
3,328,5,1
0,205,1,1
31,312,27,1
6,307,28,1
5,221,15,1
1,152,5,1
4,153,21,1
0,326,34,1
0,352,11,1
6,359,13,1
67,266,18,1
73,336,34,1
31,330,27,1
183,305,6,1
3,297,11,1
6,106,12,1
1,335,11,1
0,197,6,1
0,147,11,1
62,354,92,1
0,154,2,1
4,230,11,1
0,202,1,1
0,184,7,1
159,274,17,1
0,220,17,1
10,250,18,1
53,318,36,1
2,318,15,1
2,296,15,1
2,120,3,1
0,300,58,1
23,349,117,1
3,191,10,1
2,248,8,1
10,302,24,1
0,297,11,1
36,314,106,1
0,164,6,1
0,261,13,1
5,344,84,1
0,133,8,1
0,200,11,1
31,285,51,1
16,308,28,1
0,282,21,1
51,326,39,1
2,210,6,1
0,285,23,1
8,313,55,1
7,299,27,0
0,312,55,1
0,213,9,1
2,283,11,1
0,194,6,1
1,116,10,1
2,316,15,0
0,350,27,1
62,315,52,1
0,306,31,1
10,285,53,1
0,120,15,1
2,99,5,1
0,141,11,1
0,343,56,1
5,219,15,1
1,197,9,1
5,309,21,1
1,376,9,1
0,222,34,1
141,147,6,1
1,235,8,1
0,198,6,1
3,197,8,1
4,311,45,1
3,203,9,1
0,344,18,1
0,274,30,1
4,262,20,1
0,263,14,1
0,249,19,1
0,194,3,1
15,289,59,1
12,342,35,1
0,229,9,1
0,193,11,1
0,316,114,1
0,204,14,1
0,122,17,1
0,175,1,1
2,196,8,1
2,133,8,1
0,242,8,1
0,264,33,1
5,190,5,1
0,67,2,1
0,262,5,1
0,182,7,1
0,98,6,1
0,164,1,1
0,165,7,1
0,215,6,1
1,229,14,1
0,223,14,1
0,300,30,1
4,155,7,1
1,203,9,1
2,280,26,0
0,218,8,1
28,275,78,1
4,145,25,1
4,173,29,1
17,290,35,0
13,290,35,1
59,300,20,1
0,193,9,1
170,271,44,1
1,269,12,1
0,290,24,1
17,355,90,1
27,376,85,1
1,198,5,1
2,221,6,1
0,216,6,1
7,320,53,1
0,88,2,1
6,90,8,1
4,184,7,1
0,148,1,1
3,200,3,1
0,229,5,1
1,92,6,1
1,360,112,1
0,305,8,1
16,327,81,1
30,306,45,1
0,274,20,1
0,329,10,1
0,186,7,1
15,304,46,1
2,204,8,1
10,355,126,1
0,169,2,1
2,290,20,1
0,242,9,1
0,141,13,1
2,226,14,1
0,88,1,1
0,340,56,1
0,217,4,1
0,201,9,1
0,223,14,1
2,208,9,1
0,240,9,1
0,255,7,1
0,156,10,1
31,336,28,1
0,367,25,1
2,198,4,1
0,367,24,1
1,239,18,1
1,302,30,1
1,350,12,1
0,337,11,1
2,285,26,1
0,140,11,1
1,212,3,1
1,228,14,1
1,190,6,1
3,299,8,1
6,363,28,1
0,194,4,1
12,339,35,1
0,147,12,1
0,316,21,1
4,367,9,1
1,286,11,1
3,227,34,1
0,298,50,1
4,296,36,1
0,148,3,1
0,189,7,1
1,170,4,1
2,256,14,1
0,69,1,1
3,129,6,1
6,105,12,1
0,208,32,1
0,265,10,1
1,304,16,1
0,359,11,1
0,294,21,1
1,305,31,1
14,324,27,1
0,211,7,1
0,258,31,1
0,279,18,1
0,189,3,1
0,202,7,1
0,173,1,1
17,302,31,1
0,292,19,1
0,298,20,1
7,200,7,1
0,236,13,1
0,153,2,1
1,192,10,1
0,225,7,1
92,323,43,1
14,272,17,1
0,325,32,1
1,206,9,1
1,357,12,1
3,271,26,1
2,158,5,1
0,238,8,1
0,264,14,1
45,304,8,1
20,267,51,1
7,276,32,1
0,301,6,1
0,371,10,1
0,196,5,1
0,336,16,1
0,216,7,1
141,228,42,1
0,251,9,1
170,275,55,1
15,108,29,1
3,287,51,1
3,350,20,1
1,207,3,1
15,120,29,1
0,154,5,1
0,158,5,1
63,363,108,1
1,351,20,1
0,333,9,1
239,322,41,1
6,210,15,1
12,114,29,1
0,326,20,1
1,242,5,1
5,214,4,1
0,231,14,1
0,349,87,0
1,282,97,1
31,317,27,1
0,295,36,1
6,107,17,1
1,134,29,1
0,98,2,1
6,167,34,1
92,327,44,1
1,186,4,1
8,299,37,1
5,181,31,1
0,230,14,1
0,81,1,1
3,295,33,1
0,319,34,1
2,172,1,1
5,333,15,1
0,261,5,1
4,360,10,1
8,315,32,1
83,329,104,1
0,195,9,1
23,182,35,1
7,222,13,1
0,191,4,1
0,177,7,1
0,164,14,1
1,196,7,1
1,356,89,1
0,197,2,1
5,345,11,1
0,178,1,1
1,342,75,1
1,191,4,1
5,336,10,1
0,344,17,1
2,312,20,1
1,221,7,1
0,165,10,1
1,296,11,1
31,299,53,1
0,350,13,1
0,338,20,1
5,94,14,0
4,170,1,1
0,253,18,1
1,301,31,1
2,198,5,1
11,297,52,0
16,332,82,1
0,206,7,1
0,236,34,1
0,179,5,1
0,370,24,1
0,361,13,1
0,211,7,1
0,205,8,1
0,290,21,1
5,342,17,1
0,213,2,1
1,46,1,1
0,190,8,1
30,297,31,1
12,120,28,1
0,190,11,1
0,207,9,1
195,303,8,1
9,326,55,0
0,167,5,1
0,160,7,1
3,182,9,1
0,308,32,1
2,293,19,1
236,288,66,1
0,135,5,1
0,316,9,1
1,302,7,1
4,175,29,1
0,205,8,1
6,373,22,1
16,337,34,1
2,211,9,1
2,123,28,1
0,4,0,1
0,357,10,1
2,357,28,1
0,120,2,1
0,169,34,1
19,148,37,1
12,97,29,1
0,216,6,1
0,173,1,1
15,299,20,1
0,197,6,1
0,254,10,1
0,281,21,1
10,263,21,1
4,174,29,1
0,129,10,1
1,314,9,1
0,293,28,1
0,368,23,1
0,340,10,1
0,223,9,1
3,155,6,1
6,255,13,1
6,355,12,1
0,272,7,1
0,295,36,1
9,281,22,1
0,218,9,0
0,218,9,1
11,163,22,1
3,358,23,1
0,183,34,1
45,316,115,1
0,209,32,1
2,309,32,1
0,337,5,1
9,323,55,1
13,277,29,1
0,347,35,1
4,290,13,1
0,152,9,1
0,100,2,1
0,333,16,1
37,338,90,1
0,190,1,1
5,196,12,1
1,299,64,1
1,159,6,1
0,291,10,1
0,196,5,1
0,218,6,1
0,201,2,1
1,95,6,1
2,195,9,1
0,285,32,1
12,325,14,1
4,157,21,1
7,334,11,1
0,243,8,1
0,283,21,1
2,284,78,1
196,299,9,1
31,349,28,1
0,159,6,1
0,213,5,1
9,291,31,1
2,204,8,1
142,175,24,1
3,189,11,1
1,356,129,1
0,154,5,1
0,161,7,1
0,241,8,1
0,185,4,1
1,284,20,1
1,154,7,1
3,272,16,1
0,147,11,1
2,215,13,1
0,270,5,1
3,294,37,1
0,306,56,1
0,253,20,1
2,134,8,0
0,266,36,1
2,298,26,1
0,306,7,1
0,321,9,1
0,299,7,1
4,332,15,1
236,291,66,1
14,181,34,1
0,196,2,1
17,292,36,1
0,194,7,1
1,107,4,1
23,351,114,1
0,130,6,1
36,312,90,1
7,345,13,1
2,255,20,1
0,149,2,1
0,150,8,1
10,348,114,1
5,307,7,1
0,353,10,1
0,241,18,1
0,87,1,1
1,146,11,1
1,298,9,1
1,175,2,1
4,148,25,1
2,310,7,1
1,281,23,1
1,358,23,1
1,164,10,1
3,294,36,1
1,162,10,1
3,200,11,1
6,344,12,1
1,240,8,1
1,281,22,1
0,207,10,1
4,282,39,1
0,246,8,1
10,144,3,1
0,166,10,1
1,258,13,1
11,348,85,1
0,268,6,1
14,342,28,1
2,220,14,1
1,212,7,1
1,187,7,1
0,139,37,1
2,209,9,1
0,174,0,1
236,299,74,1
0,215,14,1
2,231,10,1
3,294,16,1
1,298,26,1
1,242,8,1
0,256,18,1
0,338,9,1
170,278,90,1
0,374,8,1
0,413,37,1
30,307,45,1
6,367,26,1
0,190,10,1
0,204,10,1
46,333,16,1
0,196,8,1
1,160,2,1
141,259,52,1
2,282,10,0
0,217,5,1
3,283,10,1
0,87,1,1
1,105,4,1
53,302,57,1
16,263,32,0
0,206,7,1
13,354,90,1
0,283,35,1
66,300,8,1
1,124,3,1
9,288,49,1
0,311,21,1
0,238,8,1
1,289,31,1
1,325,9,1
3,266,16,1
7,314,80,1
0,304,32,1
4,188,1,1
9,85,25,1
6,300,11,1
0,284,22,1
40,322,81,1
236,317,52,0
4,154,8,1
1,181,6,1
10,347,56,1
14,296,34,1
0,305,30,1
6,348,28,1
1,194,7,1
4,146,25,1
3,117,6,1
46,330,16,1
1,351,20,1
0,161,1,1
0,285,19,1
1,213,15,1
26,364,90,0
0,245,20,1
2,314,15,1
0,322,53,1
5,354,20,1
0,195,7,1
0,289,23,1
0,145,7,1
1,232,7,1
0,223,9,1
3,272,14,1
0,221,7,1
4,366,10,1
3,109,5,1
13,301,46,0
12,119,29,1
8,335,16,1
2,219,9,1
19,315,33,1
0,298,7,1
2,274,14,1
4,108,5,0
2,234,7,1
5,286,51,1
0,170,1,1
0,298,52,1
2,187,6,1
6,239,13,1
3,264,32,1
2,188,2,1
0,150,1,1
0,134,30,1
2,281,7,1
2,328,9,1
8,331,35,1
5,348,20,1
1,244,8,1
0,39,1,1
0,162,6,1
3,198,32,1
0,68,1,1
2,152,6,1
1,292,29,1
0,229,7,1
2,218,16,1
5,344,84,1
3,371,8,1
1,144,6,0
1,303,7,1
0,299,7,1
1,297,16,1
0,81,1,1
0,174,7,1
7,289,16,1
15,302,46,1
16,298,31,1
3,228,34,1
0,131,7,1
14,323,27,1
2,180,2,1
0,195,6,1
28,276,79,1
1,152,5,1
0,192,4,1
3,201,6,1
53,310,57,1
0,154,1,1
2,315,21,1
0,239,5,1
11,264,31,1
1,211,4,1
1,265,36,1
0,184,7,1
1,331,16,1
0,221,14,1
1,284,20,1
0,196,4,1
0,255,18,1
0,204,8,1
1,208,2,1
0,205,9,1
3,273,40,1
6,368,25,1
0,211,6,1
0,229,13,1
1,235,10,1
0,298,16,1
7,187,4,1
37,312,95,1
3,296,50,0
3,263,34,0
0,157,15,1
1,292,16,1
54,351,95,1
2,338,28,1
0,195,2,1
0,220,2,1
3,255,9,1
1,217,8,1
0,191,6,1
0,240,18,1
12,100,26,0
7,286,51,1
0,188,8,1
24,313,54,1
0,152,5,1
0,130,6,1
0,279,68,1
1,307,7,1
3,310,9,1
2,319,15,1
0,343,10,1
0,304,7,1
0,161,7,1
5,331,12,1
0,189,8,1
31,334,28,1
66,310,8,1
2,174,8,1
0,230,7,1
1,292,22,1
9,327,44,1
21,295,8,1
72,335,33,1
3,264,11,1
7,283,56,1
9,273,29,1
3,351,88,1
83,269,18,1
0,282,20,1
1,189,1,1
0,306,27,1
0,261,11,1
1,276,26,1
2,221,17,1
63,359,104,1
0,243,20,1
0,205,9,1
0,285,31,1
0,307,32,1
0,183,3,1
3,345,13,1
12,96,26,1
8,298,64,1
0,209,6,1
0,171,2,1
0,166,5,1
0,227,7,1
2,140,2,1
6,268,104,1
11,89,29,1
10,352,114,1
0,190,6,1
31,270,16,1
0,351,28,1
1,315,33,1
2,194,5,1
3,277,10,1
1,88,6,1
1,239,17,1
0,316,18,1
3,230,5,1
0,232,5,1
1,317,9,1
1,397,35,0
1,296,18,1
3,152,8,1
18,139,1,1
12,307,20,1
1,272,12,1
0,297,28,1
9,297,53,1
0,121,17,1
6,371,24,1
0,214,6,1
2,218,6,1
0,223,17,1
0,242,8,1
0,266,5,1
0,294,13,1
1,169,7,1
0,212,6,1
21,356,89,1
2,329,10,1
1,188,6,1
0,140,13,1
5,349,20,1
1,160,5,1
1,159,2,1
160,282,26,1
4,144,25,1
0,287,29,1
0,184,1,1
2,199,8,1
10,254,20,1
0,358,102,1
10,346,56,1
1,196,3,1
0,251,19,1
0,153,6,1
1,207,4,1
1,229,5,1
0,324,20,1
0,256,8,1
1,260,13,1
2,135,28,1
2,146,7,1
11,261,32,1
6,241,13,1
40,326,114,1
0,262,13,1
2,162,1,1
2,253,13,1
19,335,34,1
17,101,29,1
0,274,16,1
4,160,21,1
13,293,32,0
1,208,9,1
1,196,7,1
0,253,8,1
1,260,9,0
7,184,7,1
1,154,1,1
10,149,4,1
1,193,5,1
1,160,2,1
6,297,29,1
2,131,8,1
0,132,4,1
0,334,9,1
2,197,7,1
16,327,27,1
2,300,30,1
12,291,36,1
0,339,10,1
0,212,7,1
1,198,9,1
22,275,40,1
0,173,7,1
0,267,38,1
6,330,9,1
0,84,1,1
17,296,39,1
0,215,5,1
1,314,43,1
61,299,75,1
0,376,8,1
1,310,6,1
5,341,12,1
0,212,9,1
8,137,1,1
2,255,32,1
2,270,18,1
0,329,9,1
1,190,6,1
0,215,6,1
0,187,31,1
3,233,34,1
141,166,18,1
239,331,48,1
17,339,36,1
0,188,8,1
0,168,1,1
1,360,10,1
8,180,7,1
62,348,83,1
0,109,4,1
1,298,16,1
0,137,33,1
0,115,3,1
0,218,7,1
142,204,35,1
0,307,7,1
141,230,42,1
0,191,11,1
0,182,5,1
0,286,97,1
0,309,26,1
1,187,8,1
5,388,80,1
13,340,77,1
22,315,42,1
0,212,7,1
1,216,4,1
0,306,7,1
6,204,5,1
1,94,4,1
0,308,9,1
0,201,1,1
0,211,11,1
13,300,79,1
1,164,1,1
0,274,17,1
1,112,29,1
1,154,7,1
1,370,10,1
0,297,8,1
0,193,3,1
16,327,26,1
16,299,31,1
62,284,66,1
0,283,36,0
0,185,1,1
0,252,9,1
1,247,20,1
0,150,6,1
1,281,78,1
13,148,27,1
0,259,9,1
1,278,16,1
0,199,6,1
1,90,6,1
12,311,19,1
1,279,14,1
0,169,4,1
0,83,1,1
0,282,23,1
1,113,3,1
104,277,92,1
1,183,6,1
0,30,1,1
1,89,6,1
46,335,15,1
2,178,7,0
1,292,23,1
1,177,1,1
0,153,5,1
4,207,7,1
3,212,5,0
0,329,27,1
13,344,90,1
12,327,21,1
5,339,75,1
15,107,29,1
2,173,1,1
15,189,30,0
2,361,26,1
2,228,8,1
12,116,29,1
14,321,120,1
1,217,13,1
0,246,8,1
0,324,42,1
1,335,28,1
1,232,5,1
0,163,7,1
0,267,36,1
6,166,5,1
5,334,15,1
1,63,2,1
14,355,128,1
0,168,34,1
37,254,20,1
2,201,7,1
0,111,2,1
2,283,11,1
0,112,2,1
13,122,28,1
5,314,41,1
1,270,20,1
1,347,10,1
1,297,26,1
1,190,10,1
1,315,80,1
141,149,8,1
0,224,13,1
8,337,35,1
0,332,11,1
51,325,39,1
1,187,4,1
5,132,4,1
16,298,31,1
3,338,34,0
4,361,10,1
0,155,1,1
90,310,5,1
13,299,33,1
22,353,97,1
3,309,54,1
1,243,8,1
0,220,9,1
0,219,13,0
3,249,8,1
2,346,37,1
2,167,7,1
128,300,71,1
2,292,13,1
0,211,6,1
1,204,7,1
1,236,9,1
0,224,34,1
0,149,5,1
0,155,5,1
19,162,21,0
0,134,11,1
0,213,14,1
2,181,9,1
10,264,21,1
0,155,6,1
1,148,5,1
5,295,33,1
27,276,54,1
160,282,26,1
0,298,30,1
0,368,9,1
1,173,8,1
0,203,10,1
0,302,30,1
0,318,16,1
4,148,22,1
0,245,8,1
6,192,32,1
30,339,28,1
0,181,9,1
2,286,19,1
9,295,34,1
1,38,1,1
3,178,8,1
0,185,1,1
36,313,105,1
62,331,49,1
0,215,6,1
0,161,1,1
1,286,36,0
0,323,9,1
5,335,8,1
1,116,6,1
2,282,11,1
0,189,8,1
4,372,10,1
0,217,13,1
1,177,7,1
0,91,25,1
40,318,92,1
1,335,12,1
5,339,28,1
138,144,1,1
61,282,13,1
86,286,29,1
3,207,6,1
13,297,20,1
1,295,13,1
1,337,10,1
0,171,4,1
0,73,1,1
0,151,5,1
0,270,6,1
138,141,1,1
0,329,9,1
0,164,7,1
141,179,20,1
0,211,6,1
2,313,32,1
0,91,4,1
0,225,11,1
0,107,2,1
1,278,35,1
0,102,2,1
1,218,16,1
0,304,56,0
59,311,19,1
1,213,14,1
3,303,7,1
50,306,8,1
0,300,20,1
0,350,20,1
0,205,7,1
1,208,9,1
0,187,2,1
14,141,29,1
0,195,7,1
3,367,11,1
0,60,1,1
1,285,23,1
1,241,8,1
9,291,65,1
142,203,33,1
2,174,2,1
31,300,52,1
6,362,28,1
1,263,9,0
236,290,64,1
8,388,73,1
2,317,20,1
3,272,26,1
10,307,31,1
0,338,10,1
0,372,8,1
2,344,35,1
1,154,5,1
0,269,10,1
0,215,4,1
0,171,7,0
1,247,9,1
1,137,37,1
1,109,5,1
0,245,9,1
0,174,0,1
0,243,2,1
0,296,32,1
0,110,29,1
0,163,6,1
2,207,9,1
1,240,9,1
83,265,18,1
1,152,1,1
0,58,3,1
0,229,5,1
0,295,16,1
14,302,47,0
4,314,33,1
6,347,12,1
1,315,5,1
2,284,11,1
0,66,1,1
1,81,3,1
3,286,20,1
7,344,36,1
0,217,6,1
1,319,7,1
4,147,25,1
0,85,1,1
0,188,6,1
0,297,20,1
9,350,83,1
1,305,7,1
0,227,17,1
0,179,8,1
0,145,6,1
0,200,8,1
0,191,5,1
0,179,4,1
2,123,4,1
2,97,29,1
0,176,8,1
1,360,23,1
0,182,1,1
0,160,1,1
1,279,87,1
1,131,10,1
0,188,30,1
0,188,6,1
0,357,90,1
