@relation 'combined-weka.filters.unsupervised.attribute.Remove-V-R2,6,7,last'

@attribute ncommitsbycreator numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {0,1}


@data
0,276,77,1
1,449,179,1
0,491,104,0
0,483,109,0
0,405,130,1
2,277,43,1
4,406,77,1
5,275,33,0
3,376,68,0
0,404,79,1
0,440,86,1
0,383,85,1
3,394,74,0
0,337,88,1
0,490,111,0
0,526,151,0
0,450,178,1
0,403,131,0
0,388,78,1
0,413,145,0
0,502,182,0
0,334,83,0
5,434,85,0
0,406,79,1
0,363,56,1
0,247,11,1
0,428,163,1
0,465,95,0
6,322,83,1
0,427,163,0
8,462,179,0
5,401,76,1
7,362,74,0
3,317,75,0
0,474,174,0
0,344,31,0
0,374,63,1
1,524,181,0
0,387,111,1
0,341,78,0
0,511,125,1
2,360,59,1
12,392,75,0
0,487,103,0
0,435,171,1
0,315,78,0
9,274,41,0
0,487,177,0
0,410,78,0
0,516,128,0
20,308,76,1
0,524,131,1
4,408,127,1
0,376,68,1
0,512,129,1
0,386,70,1
0,373,76,1
66,443,181,0
2,396,81,1
0,333,83,1
0,399,74,1
48,424,161,0
62,436,170,0
0,545,142,0
0,398,74,0
3,380,68,1
32,374,76,0
0,377,102,1
0,404,79,1
0,310,77,1
0,505,143,0
0,386,68,1
5,488,103,1
0,276,23,1
0,329,77,1
2,272,41,1
0,287,25,0
0,422,89,0
0,440,81,1
3,382,71,1
14,283,49,0
0,426,83,1
0,436,98,1
0,540,137,0
0,350,23,1
0,373,79,0
0,515,130,1
0,552,139,1
0,450,179,0
0,482,108,0
11,273,74,0
37,420,155,0
0,389,78,1
3,326,83,0
0,489,123,1
7,328,76,1
0,505,143,1
2,346,87,0
0,349,89,0
0,433,78,1
0,453,175,0
8,268,73,1
7,407,76,1
0,326,71,1
0,362,72,1
0,288,56,1
0,411,129,1
0,526,183,0
0,384,73,1
0,523,133,1
0,523,151,0
0,409,130,1
0,336,32,0
0,429,160,1
1,286,24,0
1,337,27,1
0,446,182,1
15,386,66,1
2,340,31,1
0,488,136,1
0,482,107,0
0,414,122,0
0,432,169,0
0,447,173,1
1,356,76,1
55,438,167,0
42,420,156,0
0,423,157,0
14,367,62,1
0,553,136,1
0,319,93,1
1,410,78,1
0,324,91,1
4,378,101,0
0,431,166,0
0,498,117,0
3,397,122,1
0,437,168,1
0,341,85,0
7,519,148,0
0,313,27,0
3,502,122,0
1,350,53,0
0,434,80,0
8,274,39,0
0,330,76,0
0,538,135,1
0,317,77,1
0,426,83,0
1,274,32,0
0,312,79,1
0,391,71,1
0,392,108,0
2,396,81,1
0,427,163,0
0,524,151,0
0,423,78,1
0,498,120,0
0,373,102,1
3,324,83,0
0,388,69,1
4,414,125,0
25,328,78,0
0,464,95,1
0,451,182,0
0,393,71,1
0,392,74,1
3,305,30,1
0,401,118,0
0,394,110,0
0,386,73,1
2,436,168,1
0,494,105,1
0,385,107,0
0,447,94,1
0,357,95,0
1,386,66,0
0,382,74,1
1,279,49,1
1,521,178,0
0,278,33,1
0,320,91,0
18,277,57,0
0,330,79,0
0,398,77,0
0,327,23,1
2,352,58,1
0,385,64,1
0,299,18,1
0,335,21,1
0,331,81,1
1,314,80,1
0,407,135,0
0,327,80,0
7,419,152,0
0,386,75,1
13,410,141,0
2,442,179,1
0,414,128,0
0,413,68,1
0,387,66,0
0,370,101,0
50,431,159,0
0,404,125,0
1,276,43,1
0,386,108,0
0,525,129,1
0,493,114,0
0,326,73,0
0,404,123,0
23,311,74,1
0,410,81,0
0,435,80,1
2,396,76,1
1,431,76,0
11,389,70,1
0,511,182,0
0,431,165,0
0,386,107,0
0,342,33,1
3,532,135,1
0,504,122,0
0,354,52,1
0,534,170,0
0,425,161,0
16,489,178,1
2,483,117,0
1,401,78,0
2,374,67,0
7,514,129,0
0,411,143,0
0,259,53,0
1,336,27,0
0,405,125,0
2,524,183,0
0,293,75,1
9,406,126,0
0,275,76,0
0,407,69,1
22,284,50,0
8,415,127,0
0,410,76,0
0,414,68,1
0,458,107,1
26,416,148,0
0,488,111,0
0,515,123,1
7,409,119,1
2,335,88,1
0,385,63,1
3,386,110,0
0,273,75,1
0,274,33,1
6,495,110,1
7,278,72,0
1,412,127,1
12,275,74,0
4,268,70,0
0,301,24,1
0,305,28,1
0,420,88,1
2,414,88,0
0,366,57,1
11,322,88,0
0,409,127,0
0,439,174,0
0,462,96,1
1,437,167,1
2,444,178,1
0,266,42,0
0,321,68,0
0,375,68,0
0,400,79,1
0,419,72,1
0,379,79,1
0,424,157,1
0,291,25,1
0,276,13,1
2,335,81,0
0,401,115,1
1,380,76,0
1,269,41,0
0,522,131,1
1,376,63,1
0,412,67,1
0,410,72,1
0,410,127,1
0,446,180,0
0,347,25,0
0,540,171,0
15,289,76,1
0,375,76,1
0,280,60,1
11,276,44,1
7,405,115,1
2,338,80,1
35,415,150,0
0,402,119,0
0,488,135,0
20,261,55,1
0,435,169,1
0,426,80,1
0,376,101,1
0,447,172,0
20,297,73,0
0,470,103,1
0,302,46,1
7,331,64,1
0,505,181,0
0,383,66,0
0,528,152,0
0,346,33,1
14,273,75,0
0,398,118,0
1,413,121,0
17,286,56,1
0,352,40,1
0,343,65,1
0,271,44,1
0,376,63,1
2,338,21,1
0,466,96,1
3,384,63,0
0,329,79,1
2,387,77,1
1,343,27,0
44,425,159,0
0,433,77,1
0,449,173,0
5,270,71,0
0,427,161,1
0,404,132,0
1,445,181,0
0,258,53,1
0,277,13,1
0,315,21,1
0,413,71,0
0,500,181,0
0,288,25,1
0,385,87,1
6,353,93,0
0,426,157,1
22,308,76,0
0,497,116,0
2,395,75,1
0,315,75,0
0,457,177,0
0,472,103,0
3,400,79,0
0,462,177,1
1,543,135,0
2,409,129,1
0,424,78,1
24,285,52,1
0,337,28,1
0,269,36,0
13,415,80,1
0,355,23,1
0,406,68,1
19,298,72,0
10,407,126,0
3,394,78,0
0,346,76,0
0,397,121,0
1,265,56,0
1,341,26,0
4,327,84,0
0,500,121,0
0,371,78,1
0,525,152,0
0,333,32,0
0,329,70,0
0,284,32,1
27,300,54,0
1,376,69,0
0,420,78,1
0,306,76,0
2,327,76,0
0,282,58,1
6,276,72,0
9,326,87,0
0,331,82,0
2,529,133,0
8,269,72,0
0,444,180,0
5,402,76,1
0,330,68,1
1,359,23,1
0,314,73,0
2,526,183,0
1,336,21,0
1,307,78,1
33,379,76,0
1,344,85,0
13,269,46,0
27,336,77,0
0,290,54,1
0,534,133,0
0,283,49,0
0,448,178,0
0,340,85,0
3,421,76,0
6,266,40,1
0,408,130,1
0,459,175,1
2,324,76,1
2,271,31,0
1,371,61,0
26,322,79,1
1,521,150,0
0,414,149,0
1,331,76,0
0,544,138,0
1,523,131,1
7,406,115,1
15,276,43,0
0,479,104,0
0,294,26,1
0,397,114,1
0,490,124,1
0,377,68,1
24,285,52,1
1,387,66,0
0,497,115,0
0,398,121,1
0,537,135,0
24,312,77,1
0,259,15,1
13,388,72,0
0,324,28,1
3,381,75,0
4,375,69,0
2,385,76,1
0,411,76,0
0,419,78,1
3,481,115,0
0,274,37,0
2,418,129,0
2,350,57,0
0,500,117,0
0,310,43,1
0,323,70,0
0,354,23,1
0,441,179,0
0,472,103,1
0,436,167,0
0,325,78,0
0,543,137,1
0,404,130,1
1,373,63,1
0,409,127,0
0,314,27,1
0,328,77,0
21,301,74,0
3,394,73,0
1,309,18,1
20,260,53,0
0,391,70,1
0,438,175,0
2,396,71,0
0,519,175,0
0,295,41,0
0,278,77,1
20,407,133,0
0,342,85,0
4,486,103,0
0,352,55,1
0,547,143,0
6,457,96,0
0,272,14,1
0,338,29,1
0,482,177,0
0,346,65,1
0,411,84,1
0,552,143,0
10,407,127,0
0,410,76,1
0,448,174,0
0,421,88,0
0,551,139,1
0,527,151,1
0,411,121,1
0,384,66,1
0,223,8,1
0,392,78,1
43,277,75,0
1,526,149,1
0,487,105,1
3,265,69,0
2,344,32,0
10,430,84,1
5,427,82,0
0,268,39,0
0,372,63,0
4,387,68,1
1,388,69,1
2,378,63,1
1,371,102,0
0,286,40,1
0,255,14,1
10,406,126,0
2,266,68,0
0,318,78,0
2,408,127,0
0,471,111,0
1,540,135,1
0,368,62,0
0,392,74,0
1,530,133,0
2,264,67,0
0,402,130,1
0,409,126,1
14,307,78,1
0,298,26,1
0,313,89,1
0,362,72,1
0,377,63,1
1,505,180,0
0,389,78,1
0,449,182,0
0,396,78,1
2,402,76,1
0,500,122,0
2,271,41,0
4,319,76,0
0,403,130,1
1,377,70,0
0,359,74,0
0,383,68,0
0,311,18,1
0,376,80,1
8,412,121,1
0,379,81,1
7,406,128,1
0,349,76,1
0,348,75,1
0,482,176,0
7,272,40,0
3,385,110,0
0,343,31,0
0,446,174,0
17,286,55,0
2,400,78,0
0,531,188,1
3,389,72,1
0,270,13,1
1,316,90,0
0,522,171,0
0,511,182,1
0,279,59,1
2,522,149,0
0,511,129,0
1,288,54,0
0,372,103,1
0,292,50,0
0,522,131,0
0,315,80,0
0,515,183,0
2,325,76,1
0,487,123,0
0,395,74,1
0,324,76,0
0,408,128,1
10,388,75,1
23,284,51,1
7,520,149,0
0,424,161,1
47,425,160,0
0,523,150,1
4,268,43,0
0,270,55,1
0,526,160,1
0,418,88,1
0,386,69,0
3,387,74,0
0,376,102,1
0,392,74,1
0,414,145,0
0,354,23,1
0,264,7,1
345,309,9,1
0,267,8,1
342,256,7,1
0,212,84,1
0,303,8,1
0,316,14,1
0,275,3,1
308,297,9,1
0,289,9,1
320,45,0,1
360,267,8,1
0,270,30,1
248,255,4,1
0,112,0,1
0,225,78,1
0,283,8,1
372,255,10,1
329,305,7,1
0,251,7,1
0,272,43,1
0,235,126,1
0,276,13,1
0,310,10,1
179,207,96,1
0,388,76,0
0,267,4,1
0,303,155,1
0,289,10,1
0,442,86,1
359,303,8,1
0,178,94,1
348,250,8,1
14,403,76,0
0,261,25,1
306,245,9,1
13,325,7,1
0,288,9,1
0,299,7,1
380,289,8,1
0,237,12,0
361,244,1,1
339,287,10,1
370,274,9,1
414,280,11,1
368,304,9,1
0,291,7,1
346,247,9,1
43,299,171,1
0,261,6,1
358,304,8,1
397,263,11,1
387,286,7,1
0,335,83,0
398,272,11,1
268,301,171,1
0,211,84,1
30,333,29,1
0,119,0,1
252,91,0,1
316,254,11,1
0,405,78,1
5,289,6,1
0,274,11,1
308,120,0,1
292,296,7,1
0,297,5,1
0,511,129,1
385,253,3,1
11,424,83,0
2,271,7,1
0,272,11,1
0,234,9,1
0,296,87,1
315,282,6,1
241,58,0,1
0,289,8,1
322,263,11,1
0,273,2,1
325,276,13,1
0,261,2,1
366,271,8,1
245,121,2,1
0,293,14,1
0,264,10,1
221,267,6,1
0,279,3,1
0,288,8,1
0,266,4,1
0,241,2,1
325,257,6,1
215,86,0,1
0,274,40,0
0,280,5,1
91,267,2,1
0,116,3,1
0,110,3,1
0,281,5,1
213,262,5,1
0,329,8,0
235,261,160,0
0,267,4,1
0,241,9,1
339,251,11,1
385,324,6,1
0,269,7,1
0,263,10,1
0,289,8,1
0,292,16,1
364,276,2,1
359,270,8,1
0,174,97,1
0,268,187,1
267,246,2,1
220,262,6,1
45,262,45,1
379,292,8,1
0,224,83,1
0,276,2,1
0,288,8,1
0,267,4,1
0,351,12,1
363,296,10,1
0,277,2,1
73,283,14,0
0,252,10,1
0,243,157,1
0,275,10,1
240,63,0,1
0,103,0,1
52,328,30,1
0,256,8,0
350,272,8,1
0,248,1,1
0,263,10,1
391,318,6,1
0,341,11,1
0,253,8,1
264,246,2,1
0,258,162,1
184,259,45,1
0,293,10,1
268,281,187,1
0,176,9,1
338,268,7,1
0,302,5,1
0,252,164,1
0,266,4,1
0,322,20,0
0,107,3,1
22,359,17,1
93,269,2,1
0,467,96,1
370,289,10,1
0,301,8,1
52,316,29,0
55,223,79,1
0,289,8,1
420,361,13,1
297,286,5,1
278,273,2,1
231,67,0,1
0,280,2,1
0,301,3,1
0,270,13,1
0,29,0,1
0,291,5,1
0,145,7,1
0,350,12,1
269,246,2,1
308,232,10,1
0,301,9,1
0,273,1,1
0,255,8,1
0,276,10,1
0,285,6,1
0,297,42,1
367,267,7,1
0,277,3,1
0,273,2,1
378,271,4,1
0,120,2,1
0,269,4,1
53,272,15,1
296,283,5,1
0,78,0,1
52,318,32,0
0,270,4,1
358,314,8,1
0,312,16,1
0,294,82,1
0,261,70,1
381,300,9,1
0,283,2,1
0,285,50,0
127,175,97,1
0,318,6,1
315,253,11,1
0,262,10,1
0,324,7,1
335,321,25,1
0,272,11,1
0,281,48,0
0,229,126,1
0,104,0,1
385,326,7,1
365,259,3,1
59,270,44,1
0,115,3,1
243,276,40,1
210,229,75,1
0,55,0,1
0,277,2,1
0,332,11,1
340,97,0,1
0,301,126,1
349,312,9,1
283,2,0,1
0,306,9,1
122,107,3,1
0,99,0,1
0,252,8,1
0,289,6,1
345,252,8,1
0,156,7,1
236,265,4,1
0,287,8,1
0,115,3,1
328,314,24,1
317,304,5,1
386,282,7,1
0,15,0,1
0,279,4,1
309,10,0,1
122,201,90,1
0,296,4,1
0,358,12,1
402,360,12,1
393,265,11,1
0,280,10,1
0,257,6,1
0,257,6,1
412,273,12,1
195,265,44,1
0,250,2,1
342,299,8,1
327,317,25,1
0,255,2,1
0,291,8,1
0,344,11,1
0,289,41,0
328,130,0,1
0,254,11,1
0,301,12,1
0,295,53,0
0,300,8,1
0,316,15,1
0,294,4,1
0,245,2,1
0,187,91,1
0,307,7,1
0,320,8,1
0,273,7,1
309,12,0,1
0,299,9,1
0,274,11,1
0,251,7,1
0,261,6,1
310,232,9,1
0,249,7,1
0,274,9,1
0,253,7,1
0,328,13,1
0,261,45,1
0,301,156,1
0,282,9,1
0,275,33,1
0,272,19,1
0,234,8,1
0,429,82,1
35,323,30,1
0,270,11,1
0,285,50,0
0,344,12,1
353,265,7,1
0,361,19,1
58,265,64,1
342,263,6,1
0,270,7,1
330,306,7,1
213,263,5,1
0,107,0,1
0,284,6,1
245,60,0,1
202,230,93,1
22,325,6,1
133,207,90,1
58,249,159,1
223,251,164,1
0,264,171,1
0,275,11,1
0,251,3,1
0,281,5,1
0,113,2,1
261,292,60,1
0,288,10,1
267,247,2,1
0,319,6,1
73,175,10,1
0,321,23,1
0,277,37,1
372,290,9,1
0,285,6,1
254,284,90,1
0,267,11,1
0,289,8,1
0,234,104,1
0,289,9,1
0,98,0,1
0,126,2,1
343,303,6,1
289,297,6,1
215,222,79,1
0,282,3,1
390,297,3,1
0,315,14,1
0,252,9,1
24,319,26,0
75,232,98,1
0,428,82,0
0,296,7,1
354,316,9,1
0,194,91,1
0,300,7,1
0,119,0,1
0,293,3,1
0,267,22,1
0,267,67,1
0,295,69,1
0,252,11,1
358,251,1,1
2,289,7,1
0,280,8,1
0,522,151,0
0,188,94,1
0,278,3,1
66,342,29,1
0,271,8,1
0,287,11,1
14,282,4,1
0,109,2,1
0,262,25,1
317,293,10,1
0,310,10,1
252,274,187,1
0,120,4,1
62,317,24,1
0,287,11,1
0,254,57,0
392,299,3,1
0,100,0,1
0,242,7,1
0,127,2,1
374,291,10,1
0,244,157,1
408,353,12,1
0,265,25,1
0,271,23,0
405,309,4,1
0,257,9,1
0,521,131,1
0,295,8,1
0,111,2,1
0,266,11,1
0,152,7,1
407,264,11,1
0,102,0,1
64,279,43,0
296,283,5,1
0,316,6,1
41,265,6,1
351,292,14,1
0,298,5,1
0,210,96,1
0,300,171,1
0,267,4,1
190,261,25,1
0,176,11,1
0,297,10,1
88,260,2,1
0,284,6,1
378,275,4,1
0,277,10,1
268,297,171,1
379,251,9,1
215,254,6,1
125,176,97,1
0,315,9,1
238,119,2,1
0,121,2,1
18,311,21,1
0,263,17,1
0,269,4,1
385,336,9,1
36,162,7,1
0,279,98,1
0,270,8,1
0,273,7,1
210,229,95,1
0,260,12,1
0,321,25,1
0,276,3,1
52,270,21,1
0,282,9,1
0,323,6,1
202,233,93,1
61,107,2,1
347,294,16,1
331,275,13,1
431,366,13,1
382,259,11,1
353,316,9,1
0,338,29,1
321,233,9,1
0,251,8,1
0,206,90,1
0,209,70,1
409,353,12,1
0,383,79,0
0,97,0,1
19,291,62,1
252,56,0,1
0,267,4,1
0,174,10,1
0,319,13,1
14,308,3,0
0,254,7,1
255,286,90,1
309,115,0,1
317,279,1,1
376,268,4,1
197,265,44,1
0,300,9,1
0,207,84,1
358,321,8,1
0,257,60,1
397,273,11,1
306,301,7,1
356,253,7,1
243,113,0,1
62,264,167,1
348,269,11,1
0,241,2,1
238,265,4,1
0,231,8,1
0,292,9,1
432,366,13,1
0,252,8,1
348,272,11,1
182,254,25,1
0,303,7,1
0,327,64,1
0,252,2,1
0,296,7,1
372,298,10,1
0,143,7,1
0,257,7,0
329,319,23,1
0,343,11,1
194,264,44,1
185,263,49,1
342,264,6,1
0,283,5,1
0,296,87,1
177,205,97,1
334,111,0,1
410,277,11,1
359,280,2,1
0,291,43,1
0,258,11,1
402,277,11,1
21,317,23,0
0,289,7,1
0,123,2,1
0,264,9,1
55,260,68,1
0,240,9,1
0,281,5,1
0,279,7,1
0,289,7,1
0,276,2,1
0,279,11,1
0,269,8,1
209,232,104,1
0,308,6,0
369,275,8,1
48,171,8,1
118,187,92,1
376,247,2,1
350,276,2,1
382,272,4,1
430,366,13,1
0,112,0,1
0,302,10,1
0,311,9,1
0,255,7,1
0,260,6,1
5,270,7,1
0,269,8,1
255,296,74,1
307,296,8,1
0,324,6,1
0,279,1,1
4,378,63,0
0,296,6,1
0,288,43,1
0,259,3,1
125,175,97,1
358,238,1,1
11,289,6,1
7,408,77,1
334,237,9,1
0,254,8,1
0,276,38,1
0,273,11,1
0,30,0,1
0,225,86,1
0,284,27,1
8,359,12,1
0,263,12,1
0,295,16,1
0,318,15,1
0,290,55,1
267,294,150,1
299,286,5,1
349,246,7,1
0,261,68,1
345,308,9,1
0,304,8,1
383,334,9,1
387,269,4,1
0,309,4,1
34,279,13,0
0,148,7,1
370,275,8,1
0,313,25,1
0,273,4,1
384,279,4,1
0,412,141,0
29,321,28,1
0,341,32,1
0,352,12,1
0,246,2,1
352,248,7,1
0,337,17,1
304,247,9,1
0,117,0,1
0,285,5,0
342,304,6,1
389,299,8,1
37,242,11,0
0,287,7,1
264,96,0,1
0,265,4,1
0,311,15,1
382,287,8,1
351,286,10,1
218,267,5,1
324,272,1,1
0,258,27,1
0,271,13,1
341,300,9,1
91,264,2,1
0,359,16,0
0,267,11,1
0,276,2,1
0,254,7,1
0,327,73,1
0,311,19,0
0,257,6,1
0,277,15,1
291,297,7,1
0,284,7,1
333,263,7,1
372,273,9,1
387,338,10,1
0,278,37,1
0,268,19,0
0,106,1,1
0,320,24,1
70,347,34,0
0,114,3,1
0,334,11,1
338,255,6,1
0,327,12,1
95,255,46,1
102,107,2,1
0,118,2,1
34,287,18,0
0,293,113,1
242,59,0,1
0,255,5,1
7,284,5,1
0,278,10,1
0,293,10,1
333,282,14,1
309,9,0,1
13,437,86,1
0,165,7,1
0,304,9,1
5,337,9,1
0,171,10,1
0,125,2,1
0,174,10,1
0,273,9,1
0,327,8,1
0,338,17,1
0,244,1,1
0,339,13,1
0,341,13,1
0,351,13,1
363,315,8,1
305,305,10,1
0,267,7,1
0,277,10,1
0,278,8,1
112,249,2,1
0,156,7,1
0,362,13,1
0,268,19,1
0,289,182,1
0,248,7,1
55,98,2,1
0,83,0,1
304,110,0,1
289,275,2,1
0,217,90,1
0,278,19,1
395,285,27,1
0,303,130,1
253,280,92,1
0,173,10,1
393,266,11,1
0,265,29,1
341,254,7,1
0,259,3,1
122,257,3,1
366,256,9,1
0,293,177,1
0,300,138,1
213,230,77,1
356,277,2,1
366,265,4,1
0,251,7,1
392,297,3,1
0,269,11,1
192,219,90,1
0,361,17,1
0,210,76,1
340,254,7,1
389,290,2,1
232,259,160,1
182,259,25,1
0,303,6,1
409,305,3,1
0,502,126,0
0,248,8,1
347,249,8,1
0,335,17,0
0,297,4,1
232,253,162,1
0,205,84,1
54,266,73,1
392,284,4,1
0,103,2,1
356,283,10,1
39,260,6,1
0,349,12,1
47,304,134,1
0,187,95,1
50,307,167,1
216,226,78,1
81,275,8,1
0,265,7,1
218,259,6,1
0,292,10,1
0,311,4,1
0,479,111,0
0,261,57,1
0,260,6,1
0,265,189,1
359,287,10,1
6,305,9,1
375,281,11,1
0,364,13,1
0,294,3,1
400,299,4,1
0,253,9,1
0,255,8,1
0,320,6,1
344,284,9,1
0,256,9,1
0,253,7,1
0,112,2,1
0,278,2,1
223,242,157,0
371,270,8,1
0,169,9,1
0,262,15,0
217,263,70,1
197,265,17,1
0,527,134,0
320,46,0,1
326,281,3,1
0,274,8,1
235,70,0,1
0,253,7,1
0,270,34,0
347,276,11,1
0,291,10,1
400,293,4,1
0,263,6,1
0,342,16,1
0,268,12,1
64,322,24,1
47,307,134,1
0,260,49,1
347,272,2,1
70,124,2,1
336,268,7,1
356,266,7,1
321,281,10,1
369,277,8,1
0,269,11,1
50,267,15,1
309,6,0,1
111,181,93,1
0,273,11,1
0,289,10,1
