@relation 'qpid-weka.filters.unsupervised.attribute.Remove-V-R5,6,7,last'

@attribute nissuesbycreatorclosed numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {0,90}


@data
0,158,21,90
0,17,1,0
0,224,9,90
19,132,31,90
1,89,3,0
0,260,9,90
0,188,5,0
0,204,7,90
1,320,36,90
54,363,113,90
3,264,15,0
1,298,25,90
0,279,12,0
1,153,2,90
0,363,10,90
58,310,27,90
2,236,17,90
58,312,28,90
2,305,7,0
0,416,36,0
36,305,6,90
1,270,12,90
1,155,2,90
0,177,8,90
3,287,11,90
83,267,19,0
30,308,27,0
0,161,7,90
40,337,90,0
0,206,6,90
0,235,7,90
0,192,4,90
0,298,20,90
6,361,23,90
0,363,23,90
0,146,6,90
0,299,10,90
1,280,39,0
31,333,28,0
13,352,93,90
141,148,6,90
0,171,1,90
2,218,14,90
2,376,9,90
1,166,5,90
5,284,24,90
0,341,18,0
1,356,113,90
0,165,7,90
3,351,81,0
12,315,30,90
2,198,5,0
0,222,13,0
3,333,36,90
0,242,9,90
0,132,8,90
0,247,2,90
9,279,39,90
1,339,12,90
0,189,4,90
0,207,9,90
0,366,26,90
1,190,6,90
0,364,10,90
1,311,55,0
7,221,13,90
0,148,13,90
0,292,19,0
2,215,9,0
91,302,8,0
14,306,44,0
2,287,11,90
14,140,29,0
0,181,7,90
0,116,2,90
1,273,51,90
0,203,7,90
1,259,13,0
12,313,33,90
3,243,8,90
2,198,5,0
0,188,31,90
9,316,32,90
12,330,45,90
0,179,6,90
54,353,96,90
29,353,95,90
0,158,5,90
2,335,6,90
6,301,11,90
0,216,14,90
0,339,19,90
0,203,2,90
2,206,7,90
0,353,127,90
0,169,6,90
0,149,22,90
5,187,6,0
2,248,35,90
0,328,27,0
1,300,57,90
0,342,16,90
2,299,24,90
0,174,1,90
4,330,28,0
0,161,1,90
0,218,6,90
1,219,34,90
0,195,3,90
6,135,6,90
0,347,20,90
0,167,5,90
0,157,10,90
2,247,8,0
0,227,8,0
1,160,7,90
0,333,16,90
0,157,6,90
0,172,8,90
0,176,1,90
1,284,7,0
4,301,28,0
0,342,10,90
239,324,40,90
0,200,1,90
12,117,29,0
0,338,8,0
0,329,20,0
0,132,6,90
0,179,7,90
0,184,4,90
1,217,4,90
2,314,21,90
0,264,37,90
2,300,9,90
0,156,6,90
1,92,4,90
13,150,27,90
0,174,1,90
0,202,6,90
4,181,7,90
0,214,7,0
0,270,20,0
3,161,21,90
11,299,46,0
11,297,51,0
170,277,90,90
1,188,4,0
0,301,6,0
2,92,2,90
3,297,37,90
0,326,5,90
72,347,35,90
2,325,27,90
0,148,1,90
15,320,99,0
0,206,9,90
7,247,20,90
14,137,29,0
6,316,40,90
61,283,13,90
34,314,103,0
0,149,37,90
0,189,6,0
0,246,8,0
0,159,7,0
0,219,14,90
1,105,29,90
31,298,52,90
2,123,3,90
0,288,24,90
0,193,8,90
1,208,9,90
1,170,2,90
0,218,4,90
62,303,22,90
6,150,13,90
0,347,17,90
0,96,6,90
0,179,4,90
0,152,2,0
0,286,29,0
0,218,9,90
2,309,6,90
5,380,80,0
5,335,10,90
18,182,33,90
66,318,5,90
18,300,34,0
5,350,10,90
0,140,32,90
0,184,4,90
8,297,64,90
0,131,6,90
12,343,35,90
0,182,9,90
0,370,9,90
13,90,4,0
0,333,33,90
28,329,81,0
0,348,121,90
3,246,9,90
1,319,20,90
0,200,3,90
0,176,1,90
0,283,23,0
0,295,7,90
0,178,8,90
8,329,39,90
1,260,9,90
1,157,5,90
2,303,41,90
6,356,13,90
1,304,7,0
9,288,19,0
0,137,30,90
0,189,7,0
2,244,20,90
1,158,2,90
0,342,19,90
2,276,77,90
0,243,2,90
0,301,11,90
3,305,31,90
1,337,9,90
10,251,18,90
0,82,6,90
1,149,1,90
1,264,51,90
12,333,34,90
1,156,6,0
0,332,10,90
236,318,52,0
0,289,20,90
8,334,36,90
0,346,91,0
9,297,33,0
0,284,54,90
0,210,4,90
0,170,34,90
12,332,35,90
0,173,8,90
0,244,9,90
0,173,8,90
1,360,27,90
0,145,1,90
0,214,6,90
2,336,11,90
2,280,7,90
0,71,2,90
0,283,35,90
0,186,6,0
2,166,5,90
1,306,6,0
0,291,11,90
71,284,29,0
0,193,9,90
2,198,5,90
0,104,9,90
0,262,32,90
14,323,40,0
0,285,21,0
0,325,20,90
2,57,2,90
3,293,11,90
6,182,34,90
0,181,7,90
3,354,13,90
12,328,83,0
4,370,28,90
1,193,7,90
0,296,8,0
0,182,1,90
5,299,24,0
0,176,1,90
23,352,114,90
2,188,11,90
1,180,6,90
0,316,34,90
0,271,14,0
0,177,9,90
6,353,13,90
13,291,34,0
6,185,7,90
1,338,12,0
6,345,28,90
0,294,10,90
0,144,2,90
0,298,50,90
2,350,28,0
6,206,6,90
1,100,11,90
0,297,8,90
3,332,20,90
1,289,25,0
1,159,6,0
0,181,4,90
62,355,92,90
70,256,18,0
2,196,6,90
1,212,4,90
0,308,26,90
2,282,7,90
2,98,5,90
3,272,44,90
0,175,1,90
54,319,36,90
62,350,88,90
2,290,33,90
8,298,24,0
0,26,1,90
0,166,5,90
0,284,10,90
0,305,45,0
0,203,7,0
0,228,13,90
2,125,4,90
0,287,29,0
2,208,9,90
0,190,3,90
0,185,7,90
3,154,6,90
0,295,10,0
9,357,89,0
14,303,48,0
30,329,27,90
0,117,6,90
0,204,8,90
0,233,11,90
0,81,1,90
0,329,10,90
0,298,20,90
0,162,6,0
0,164,7,90
0,142,11,90
0,187,3,0
10,253,18,90
0,164,1,90
1,369,24,90
2,229,13,90
0,159,1,90
0,195,2,90
0,220,7,0
5,350,13,90
1,244,7,90
0,209,2,90
0,96,26,90
0,200,2,90
0,187,4,90
2,205,8,90
10,307,32,0
0,223,6,90
6,320,9,90
0,36,1,90
3,156,11,90
12,299,37,0
17,331,15,90
0,209,9,90
0,337,10,0
2,228,11,90
1,205,7,90
1,271,20,0
236,299,75,90
0,172,1,90
0,227,17,90
0,207,3,0
170,275,98,90
20,168,22,0
4,156,21,90
5,94,6,0
3,149,5,90
0,362,26,90
34,317,92,0
0,97,6,90
0,188,4,90
1,189,2,90
8,293,33,90
1,272,20,0
0,267,18,0
0,153,10,90
15,186,30,0
0,216,9,90
6,137,6,90
239,329,49,90
1,277,90,90
0,208,7,90
0,217,5,90
0,178,1,90
0,54,1,90
5,304,7,0
0,208,6,90
7,198,7,90
3,159,6,90
10,265,18,90
0,136,1,0
0,273,13,0
0,190,3,90
0,212,6,90
0,201,6,90
0,223,7,90
2,195,4,0
0,311,20,90
0,361,27,0
8,294,64,90
12,319,118,0
0,171,5,90
2,217,15,90
2,358,28,90
0,185,8,90
0,329,35,0
0,268,13,90
1,82,3,90
0,141,6,90
2,183,4,0
0,170,7,90
3,295,50,90
2,348,13,90
36,330,82,90
5,305,6,90
1,337,34,0
8,321,53,0
14,307,30,90
1,206,5,90
13,124,28,0
2,221,11,90
1,352,13,90
36,300,8,90
7,246,20,90
0,243,7,90
5,206,3,90
16,298,29,90
0,198,6,90
15,300,49,90
36,309,89,0
30,354,129,90
0,332,12,90
2,210,8,90
0,339,10,90
1,197,6,90
0,188,31,0
0,333,10,0
0,233,9,90
0,197,1,90
0,188,2,0
19,324,33,0
10,265,21,90
20,328,119,0
0,188,3,90
0,205,5,90
2,223,17,90
0,280,22,90
21,283,41,0
2,237,9,90
0,206,10,90
236,319,52,0
3,320,14,90
0,201,8,90
1,170,4,90
141,233,42,90
0,278,22,90
12,97,26,90
0,337,11,90
0,175,7,90
0,99,2,90
1,150,7,90
236,304,62,90
0,185,1,90
0,177,7,90
15,183,30,90
5,286,31,0
16,305,29,0
0,190,8,90
236,286,65,90
4,154,7,90
0,372,24,0
0,233,7,90
0,174,9,90
2,199,5,0
0,283,14,90
0,352,13,90
3,281,68,90
0,206,7,90
0,62,4,90
3,136,29,90
0,132,7,90
2,376,9,90
1,234,8,90
3,266,12,0
2,337,36,90
2,191,6,90
0,206,1,90
61,276,15,90
0,200,2,90
1,97,4,90
0,204,9,0
0,132,11,90
0,370,26,90
3,328,5,90
0,205,1,90
31,312,27,0
6,307,28,0
5,221,15,90
1,152,5,90
4,153,21,90
0,326,34,90
0,352,11,90
6,359,13,90
67,266,18,0
73,336,34,90
31,330,27,0
183,305,6,90
3,297,11,90
6,106,12,0
1,335,11,90
0,197,6,90
0,147,11,90
62,354,92,90
0,154,2,90
4,230,11,90
0,202,1,90
0,184,7,90
159,274,17,0
0,220,17,90
10,250,18,90
53,318,36,90
2,318,15,90
2,296,15,90
2,120,3,90
0,300,58,90
23,349,117,90
3,191,10,90
2,248,8,90
10,302,24,0
0,297,11,90
36,314,106,0
0,164,6,90
0,261,13,90
5,344,84,90
0,133,8,90
0,200,11,90
31,285,51,90
16,308,28,0
0,282,21,0
51,326,39,90
2,210,6,90
0,285,23,90
8,313,55,90
7,299,27,0
0,312,55,0
0,213,9,90
2,283,11,90
0,194,6,90
1,116,10,90
2,316,15,0
0,350,27,90
62,315,52,90
0,306,31,90
10,285,53,90
0,120,15,90
2,99,5,90
0,141,11,90
0,343,56,0
5,219,15,90
1,197,9,90
5,309,21,90
1,376,9,90
0,222,34,0
141,147,6,90
1,235,8,90
0,198,6,90
3,197,8,90
4,311,45,90
3,203,9,90
0,344,18,90
0,274,30,90
4,262,20,0
0,263,14,0
0,249,19,90
0,194,3,90
15,289,59,90
12,342,35,90
0,229,9,90
0,193,11,90
0,316,114,0
0,204,14,90
0,122,17,0
0,175,1,90
2,196,8,90
2,133,8,90
0,242,8,90
0,264,33,90
5,190,5,90
0,67,2,90
0,262,5,0
0,182,7,90
0,98,6,90
0,164,1,90
0,165,7,90
0,215,6,90
1,229,14,90
0,223,14,90
0,300,30,90
4,155,7,90
1,203,9,90
2,280,26,0
0,218,8,0
28,275,78,90
4,145,25,90
4,173,29,90
17,290,35,0
13,290,35,90
59,300,20,90
0,193,9,90
170,271,44,90
1,269,12,90
0,290,24,90
17,355,90,0
27,376,85,0
1,198,5,90
2,221,6,90
0,216,6,0
7,320,53,90
0,88,2,0
6,90,8,90
4,184,7,90
0,148,1,90
3,200,3,90
0,229,5,90
1,92,6,90
1,360,112,90
0,305,8,90
16,327,81,0
30,306,45,0
0,274,20,90
0,329,10,90
0,186,7,90
15,304,46,90
2,204,8,90
10,355,126,0
0,169,2,90
2,290,20,90
0,242,9,90
0,141,13,90
2,226,14,90
0,88,1,90
0,340,56,0
0,217,4,90
0,201,9,0
0,223,14,90
2,208,9,0
0,240,9,90
0,255,7,90
0,156,10,90
31,336,28,0
0,367,25,90
2,198,4,0
0,367,24,90
1,239,18,90
1,302,30,0
1,350,12,90
0,337,11,90
2,285,26,0
0,140,11,90
1,212,3,90
1,228,14,90
1,190,6,90
3,299,8,90
6,363,28,90
0,194,4,90
12,339,35,0
0,147,12,90
0,316,21,90
4,367,9,90
1,286,11,90
3,227,34,90
0,298,50,90
4,296,36,0
0,148,3,90
0,189,7,90
1,170,4,90
2,256,14,90
0,69,1,90
3,129,6,90
6,105,12,0
0,208,32,90
0,265,10,90
1,304,16,90
0,359,11,90
0,294,21,90
1,305,31,90
14,324,27,90
0,211,7,90
0,258,31,90
0,279,18,0
0,189,3,90
0,202,7,90
0,173,1,90
17,302,31,90
0,292,19,90
0,298,20,90
7,200,7,90
0,236,13,90
0,153,2,0
1,192,10,90
0,225,7,90
92,323,43,90
14,272,17,90
0,325,32,0
1,206,9,90
1,357,12,90
3,271,26,0
2,158,5,90
0,238,8,90
0,264,14,90
45,304,8,90
20,267,51,90
7,276,32,90
0,301,6,0
0,371,10,90
0,196,5,90
0,336,16,0
0,216,7,90
141,228,42,90
0,251,9,90
170,275,55,90
15,108,29,0
3,287,51,90
3,350,20,90
1,207,3,0
15,120,29,90
0,154,5,0
0,158,5,90
63,363,108,90
1,351,20,90
0,333,9,90
239,322,41,0
6,210,15,90
12,114,29,90
0,326,20,90
1,242,5,90
5,214,4,90
0,231,14,90
0,349,87,0
1,282,97,90
31,317,27,0
0,295,36,90
6,107,17,0
1,134,29,90
0,98,2,90
6,167,34,0
92,327,44,90
1,186,4,0
8,299,37,0
5,181,31,90
0,230,14,90
0,81,1,0
3,295,33,0
0,319,34,90
2,172,1,90
5,333,15,90
0,261,5,90
4,360,10,0
8,315,32,90
83,329,104,0
0,195,9,90
23,182,35,90
7,222,13,90
0,191,4,90
0,177,7,90
0,164,14,90
1,196,7,90
1,356,89,0
0,197,2,90
5,345,11,0
0,178,1,90
1,342,75,90
1,191,4,0
5,336,10,90
0,344,17,90
2,312,20,90
1,221,7,90
0,165,10,90
1,296,11,90
31,299,53,90
0,350,13,90
0,338,20,90
5,94,14,0
4,170,1,90
0,253,18,0
1,301,31,90
2,198,5,0
11,297,52,0
16,332,82,0
0,206,7,90
0,236,34,90
0,179,5,90
0,370,24,90
0,361,13,90
0,211,7,90
0,205,8,90
0,290,21,90
5,342,17,90
0,213,2,90
1,46,1,90
0,190,8,90
30,297,31,0
12,120,28,90
0,190,11,90
0,207,9,90
195,303,8,90
9,326,55,0
0,167,5,90
0,160,7,0
3,182,9,90
0,308,32,0
2,293,19,90
236,288,66,90
0,135,5,0
0,316,9,90
1,302,7,90
4,175,29,90
0,205,8,90
6,373,22,90
16,337,34,0
2,211,9,0
2,123,28,90
0,4,0,90
0,357,10,90
2,357,28,0
0,120,2,90
0,169,34,90
19,148,37,90
12,97,29,90
0,216,6,90
0,173,1,90
15,299,20,90
0,197,6,90
0,254,10,0
0,281,21,0
10,263,21,90
4,174,29,90
0,129,10,90
1,314,9,90
0,293,28,90
0,368,23,90
0,340,10,0
0,223,9,90
3,155,6,90
6,255,13,90
6,355,12,90
0,272,7,0
0,295,36,90
9,281,22,0
0,218,9,0
0,218,9,90
11,163,22,0
3,358,23,90
0,183,34,0
45,316,115,0
0,209,32,0
2,309,32,90
0,337,5,0
9,323,55,0
13,277,29,90
0,347,35,90
4,290,13,90
0,152,9,0
0,100,2,90
0,333,16,0
37,338,90,0
0,190,1,90
5,196,12,90
1,299,64,90
1,159,6,90
0,291,10,0
0,196,5,90
0,218,6,0
0,201,2,90
1,95,6,90
2,195,9,90
0,285,32,90
12,325,14,90
4,157,21,90
7,334,11,90
0,243,8,90
0,283,21,90
2,284,78,90
196,299,9,90
31,349,28,90
0,159,6,90
0,213,5,90
9,291,31,90
2,204,8,90
142,175,24,90
3,189,11,90
1,356,129,90
0,154,5,90
0,161,7,90
0,241,8,90
0,185,4,90
1,284,20,90
1,154,7,90
3,272,16,0
0,147,11,90
2,215,13,90
0,270,5,90
3,294,37,90
0,306,56,90
0,253,20,90
2,134,8,0
0,266,36,0
2,298,26,0
0,306,7,90
0,321,9,90
0,299,7,90
4,332,15,90
236,291,66,90
14,181,34,90
0,196,2,90
17,292,36,90
0,194,7,90
1,107,4,90
23,351,114,90
0,130,6,90
36,312,90,0
7,345,13,90
2,255,20,90
0,149,2,90
0,150,8,90
10,348,114,90
5,307,7,90
0,353,10,90
0,241,18,90
0,87,1,90
1,146,11,90
1,298,9,90
1,175,2,90
4,148,25,90
2,310,7,0
1,281,23,0
1,358,23,90
1,164,10,90
3,294,36,0
1,162,10,90
3,200,11,0
6,344,12,0
1,240,8,90
1,281,22,90
0,207,10,0
4,282,39,90
0,246,8,90
10,144,3,90
0,166,10,90
1,258,13,0
11,348,85,0
0,268,6,90
14,342,28,90
2,220,14,90
1,212,7,90
1,187,7,90
0,139,37,90
2,209,9,90
0,174,0,90
236,299,74,90
0,215,14,90
2,231,10,90
3,294,16,0
1,298,26,0
1,242,8,90
0,256,18,0
0,338,9,0
170,278,90,90
0,374,8,90
0,413,37,0
30,307,45,0
6,367,26,90
0,190,10,90
0,204,10,90
46,333,16,90
0,196,8,90
1,160,2,90
141,259,52,90
2,282,10,0
0,217,5,90
3,283,10,90
0,87,1,90
1,105,4,90
53,302,57,90
16,263,32,0
0,206,7,90
13,354,90,0
0,283,35,90
66,300,8,90
1,124,3,0
9,288,49,0
0,311,21,90
0,238,8,90
1,289,31,0
1,325,9,90
3,266,16,0
7,314,80,0
0,304,32,90
4,188,1,90
9,85,25,90
6,300,11,90
0,284,22,90
40,322,81,0
236,317,52,0
4,154,8,90
1,181,6,90
10,347,56,0
14,296,34,0
0,305,30,90
6,348,28,90
1,194,7,90
4,146,25,90
3,117,6,90
46,330,16,90
1,351,20,90
0,161,1,90
0,285,19,0
1,213,15,90
26,364,90,0
0,245,20,90
2,314,15,90
0,322,53,0
5,354,20,90
0,195,7,90
0,289,23,0
0,145,7,90
1,232,7,90
0,223,9,90
3,272,14,0
0,221,7,90
4,366,10,90
3,109,5,90
13,301,46,0
12,119,29,90
8,335,16,90
2,219,9,90
19,315,33,0
0,298,7,90
2,274,14,0
4,108,5,0
2,234,7,90
5,286,51,90
0,170,1,90
0,298,52,90
2,187,6,90
6,239,13,90
3,264,32,90
2,188,2,90
0,150,1,90
0,134,30,90
2,281,7,90
2,328,9,90
8,331,35,0
5,348,20,90
1,244,8,90
0,39,1,90
0,162,6,90
3,198,32,90
0,68,1,90
2,152,6,90
1,292,29,90
0,229,7,90
2,218,16,90
5,344,84,90
3,371,8,90
1,144,6,0
1,303,7,90
0,299,7,0
1,297,16,90
0,81,1,90
0,174,7,90
7,289,16,90
15,302,46,90
16,298,31,0
3,228,34,90
0,131,7,90
14,323,27,90
2,180,2,90
0,195,6,90
28,276,79,90
1,152,5,0
0,192,4,90
3,201,6,90
53,310,57,90
0,154,1,90
2,315,21,90
0,239,5,90
11,264,31,90
1,211,4,90
1,265,36,0
0,184,7,90
1,331,16,90
0,221,14,90
1,284,20,90
0,196,4,90
0,255,18,90
0,204,8,90
1,208,2,90
0,205,9,90
3,273,40,90
6,368,25,90
0,211,6,90
0,229,13,90
1,235,10,90
0,298,16,90
7,187,4,90
37,312,95,0
3,296,50,0
3,263,34,0
0,157,15,90
1,292,16,90
54,351,95,90
2,338,28,90
0,195,2,90
0,220,2,90
3,255,9,90
1,217,8,90
0,191,6,90
0,240,18,90
12,100,26,0
7,286,51,0
0,188,8,90
24,313,54,90
0,152,5,90
0,130,6,90
0,279,68,0
1,307,7,0
3,310,9,90
2,319,15,0
0,343,10,0
0,304,7,90
0,161,7,90
5,331,12,90
0,189,8,90
31,334,28,0
66,310,8,90
2,174,8,90
0,230,7,90
1,292,22,90
9,327,44,90
21,295,8,90
72,335,33,90
3,264,11,0
7,283,56,0
9,273,29,0
3,351,88,0
83,269,18,0
0,282,20,90
1,189,1,90
0,306,27,90
0,261,11,90
1,276,26,90
2,221,17,90
63,359,104,90
0,243,20,90
0,205,9,90
0,285,31,0
0,307,32,90
0,183,3,0
3,345,13,90
12,96,26,0
8,298,64,90
0,209,6,90
0,171,2,90
0,166,5,0
0,227,7,90
2,140,2,90
6,268,104,90
11,89,29,90
10,352,114,0
0,190,6,0
31,270,16,90
0,351,28,90
1,315,33,90
2,194,5,0
3,277,10,90
1,88,6,90
1,239,17,90
0,316,18,90
3,230,5,90
0,232,5,90
1,317,9,90
1,397,35,0
1,296,18,90
3,152,8,90
18,139,1,90
12,307,20,90
1,272,12,90
0,297,28,90
9,297,53,90
0,121,17,90
6,371,24,90
0,214,6,90
2,218,6,90
0,223,17,90
0,242,8,90
0,266,5,90
0,294,13,0
1,169,7,90
0,212,6,90
21,356,89,0
2,329,10,90
1,188,6,90
0,140,13,90
5,349,20,90
1,160,5,90
1,159,2,90
160,282,26,0
4,144,25,90
0,287,29,0
0,184,1,90
2,199,8,90
10,254,20,90
0,358,102,0
10,346,56,0
1,196,3,90
0,251,19,90
0,153,6,90
1,207,4,90
1,229,5,90
0,324,20,90
0,256,8,90
1,260,13,0
2,135,28,90
2,146,7,90
11,261,32,90
6,241,13,90
40,326,114,0
0,262,13,90
2,162,1,90
2,253,13,90
19,335,34,90
17,101,29,0
0,274,16,90
4,160,21,90
13,293,32,0
1,208,9,90
1,196,7,90
0,253,8,0
1,260,9,0
7,184,7,90
1,154,1,90
10,149,4,0
1,193,5,90
1,160,2,90
6,297,29,0
2,131,8,90
0,132,4,90
0,334,9,0
2,197,7,90
16,327,27,0
2,300,30,90
12,291,36,0
0,339,10,90
0,212,7,90
1,198,9,90
22,275,40,90
0,173,7,90
0,267,38,90
6,330,9,90
0,84,1,90
17,296,39,90
0,215,5,90
1,314,43,90
61,299,75,90
0,376,8,90
1,310,6,0
5,341,12,90
0,212,9,90
8,137,1,0
2,255,32,90
2,270,18,90
0,329,9,90
1,190,6,90
0,215,6,90
0,187,31,90
3,233,34,90
141,166,18,90
239,331,48,90
17,339,36,90
0,188,8,90
0,168,1,90
1,360,10,90
8,180,7,90
62,348,83,90
0,109,4,0
1,298,16,90
0,137,33,0
0,115,3,90
0,218,7,90
142,204,35,90
0,307,7,90
141,230,42,90
0,191,11,90
0,182,5,90
0,286,97,90
0,309,26,90
1,187,8,90
5,388,80,0
13,340,77,90
22,315,42,90
0,212,7,90
1,216,4,90
0,306,7,90
6,204,5,90
1,94,4,90
0,308,9,90
0,201,1,90
0,211,11,90
13,300,79,90
1,164,1,90
0,274,17,90
1,112,29,90
1,154,7,90
1,370,10,90
0,297,8,90
0,193,3,90
16,327,26,0
16,299,31,0
62,284,66,90
0,283,36,0
0,185,1,90
0,252,9,90
1,247,20,90
0,150,6,90
1,281,78,90
13,148,27,90
0,259,9,90
1,278,16,90
0,199,6,90
1,90,6,90
12,311,19,90
1,279,14,90
0,169,4,0
0,83,1,90
0,282,23,90
1,113,3,90
104,277,92,0
1,183,6,90
0,30,1,90
1,89,6,90
46,335,15,90
2,178,7,0
1,292,23,90
1,177,1,90
0,153,5,90
4,207,7,90
3,212,5,0
0,329,27,0
13,344,90,0
12,327,21,90
5,339,75,90
15,107,29,90
2,173,1,90
15,189,30,0
2,361,26,90
2,228,8,90
12,116,29,90
14,321,120,0
1,217,13,90
0,246,8,0
0,324,42,90
1,335,28,0
1,232,5,90
0,163,7,0
0,267,36,90
6,166,5,90
5,334,15,90
1,63,2,90
14,355,128,90
0,168,34,0
37,254,20,0
2,201,7,90
0,111,2,90
2,283,11,0
0,112,2,90
13,122,28,0
5,314,41,90
1,270,20,0
1,347,10,0
1,297,26,0
1,190,10,0
1,315,80,90
141,149,8,90
0,224,13,90
8,337,35,90
0,332,11,90
51,325,39,90
1,187,4,90
5,132,4,90
16,298,31,0
3,338,34,0
4,361,10,90
0,155,1,90
90,310,5,90
13,299,33,90
22,353,97,90
3,309,54,90
1,243,8,90
0,220,9,90
0,219,13,0
3,249,8,90
2,346,37,90
2,167,7,90
128,300,71,90
2,292,13,90
0,211,6,90
1,204,7,90
1,236,9,90
0,224,34,90
0,149,5,90
0,155,5,90
19,162,21,0
0,134,11,90
0,213,14,90
2,181,9,90
10,264,21,90
0,155,6,90
1,148,5,90
5,295,33,90
27,276,54,90
160,282,26,90
0,298,30,0
0,368,9,90
1,173,8,90
0,203,10,90
0,302,30,90
0,318,16,90
4,148,22,90
0,245,8,90
6,192,32,90
30,339,28,0
0,181,9,90
2,286,19,90
9,295,34,0
1,38,1,90
3,178,8,90
0,185,1,90
36,313,105,0
62,331,49,90
0,215,6,90
0,161,1,90
1,286,36,0
0,323,9,90
5,335,8,0
1,116,6,90
2,282,11,90
0,189,8,90
4,372,10,90
0,217,13,90
1,177,7,90
0,91,25,90
40,318,92,0
1,335,12,90
5,339,28,0
138,144,1,90
61,282,13,90
86,286,29,0
3,207,6,90
13,297,20,90
1,295,13,0
1,337,10,90
0,171,4,90
0,73,1,90
0,151,5,90
0,270,6,90
138,141,1,90
0,329,9,90
0,164,7,90
141,179,20,90
0,211,6,90
2,313,32,90
0,91,4,90
0,225,11,90
0,107,2,90
1,278,35,0
0,102,2,90
1,218,16,90
0,304,56,0
59,311,19,90
1,213,14,90
3,303,7,90
50,306,8,90
0,300,20,90
0,350,20,90
0,205,7,90
1,208,9,90
0,187,2,90
14,141,29,0
0,195,7,90
3,367,11,0
0,60,1,90
1,285,23,90
1,241,8,90
9,291,65,90
142,203,33,90
2,174,2,90
31,300,52,90
6,362,28,90
1,263,9,0
236,290,64,90
8,388,73,0
2,317,20,90
3,272,26,90
10,307,31,0
0,338,10,90
0,372,8,90
2,344,35,0
1,154,5,90
0,269,10,90
0,215,4,90
0,171,7,0
1,247,9,90
1,137,37,90
1,109,5,90
0,245,9,90
0,174,0,90
0,243,2,90
0,296,32,90
0,110,29,90
0,163,6,90
2,207,9,90
1,240,9,90
83,265,18,0
1,152,1,90
0,58,3,90
0,229,5,90
0,295,16,90
14,302,47,0
4,314,33,90
6,347,12,90
1,315,5,90
2,284,11,90
0,66,1,90
1,81,3,90
3,286,20,0
7,344,36,90
0,217,6,90
1,319,7,0
4,147,25,90
0,85,1,90
0,188,6,90
0,297,20,90
9,350,83,0
1,305,7,90
0,227,17,90
0,179,8,90
0,145,6,90
0,200,8,90
0,191,5,90
0,179,4,90
2,123,4,90
2,97,29,90
0,176,8,90
1,360,23,90
0,182,1,90
0,160,1,90
1,279,87,90
1,131,10,90
0,188,30,90
0,188,6,90
0,357,90,0
