@relation 'hive-weka.filters.unsupervised.attribute.Remove-V-R2,3,5,6,7,last'

@attribute ncommitsbycreator numeric
@attribute ncommitsinproject numeric
@attribute nissuesbycreatorclosed numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {0,1}


@data
0,563,2,812,9,1
0,489,0,826,4,1
0,616,0,868,13,1
0,502,0,846,0,1
0,669,1,949,10,1
0,429,0,677,5,1
0,123,0,228,0,1
0,149,49,326,5,1
0,762,11,1020,194,1
0,627,2,884,13,1
0,126,0,302,0,1
0,465,2,644,1,1
0,92,0,225,0,1
0,709,6,997,3,1
0,131,0,198,0,1
0,126,1,224,1,1
0,286,7,502,28,1
0,208,0,458,0,1
57,153,0,269,0,1
0,92,0,164,0,1
0,79,0,146,0,1
0,552,15,847,4,1
14,287,29,507,0,1
0,289,0,511,0,1
85,124,0,222,0,1
0,745,0,1012,175,1
0,575,2,839,11,1
0,108,0,214,0,1
0,133,0,235,0,1
0,636,2,920,12,1
0,167,2,327,0,1
0,348,0,555,1,1
0,546,8,845,4,1
0,115,0,205,0,1
0,122,3,260,2,1
0,537,0,808,2,1
0,159,25,307,12,1
0,493,3,809,3,1
0,400,0,564,20,1
0,505,0,825,3,1
0,361,0,597,1,1
0,449,0,699,1,1
0,146,2,293,0,1
0,121,0,321,0,1
0,69,0,161,0,1
0,138,0,244,0,1
0,776,0,1048,1,1
0,108,0,225,0,1
0,127,0,225,0,1
0,386,0,622,1,1
0,93,0,157,1,1
0,142,0,264,0,1
0,672,14,923,76,1
0,296,0,549,63,1
0,429,1,681,5,1
0,73,0,167,0,1
0,116,0,191,0,1
0,592,0,843,26,1
20,351,3,531,19,1
0,102,0,176,1,1
0,139,0,242,0,1
89,120,0,204,0,1
0,112,1,232,2,1
0,83,0,163,0,1
0,298,6,545,66,1
0,770,1,1060,1,1
0,115,0,195,0,1
0,549,0,844,8,1
0,130,0,222,0,1
51,136,0,211,0,1
0,635,3,889,110,1
0,45,0,125,0,1
0,466,0,644,1,1
0,131,0,323,0,1
0,121,0,198,0,1
0,122,2,308,0,1
40,445,3,632,2,1
15,556,36,799,5,1
0,749,0,1022,3,1
0,484,3,814,4,1
0,85,0,153,1,1
0,439,0,671,5,1
6,490,0,807,2,1
0,450,0,647,1,1
0,54,0,148,0,1
0,99,1,231,0,1
0,178,43,437,0,1
27,108,1,186,1,1
0,124,0,250,0,1
0,165,0,338,0,1
0,379,0,611,1,1
0,565,0,823,29,1
0,128,0,259,0,1
0,130,0,295,0,1
0,114,0,235,0,1
0,609,8,848,14,1
0,772,2,1031,1,1
0,626,1,881,13,1
0,677,0,980,1,1
0,156,0,304,0,1
0,589,0,854,2,1
0,146,0,325,0,1
0,89,0,156,1,1
0,144,0,252,0,1
0,103,0,202,0,1
0,457,0,711,4,1
0,659,0,880,156,1
0,115,0,329,0,1
0,150,9,375,1,1
0,473,0,656,1,1
0,493,0,809,3,1
0,106,0,217,0,1
0,276,0,492,1,1
0,84,0,161,0,1
0,457,1,796,3,1
0,149,0,255,0,1
0,111,0,233,0,1
0,125,1,302,2,1
0,388,4,686,7,1
0,105,1,214,6,1
34,767,9,1047,216,1
0,504,1,858,0,1
0,109,0,208,0,1
0,149,0,326,0,1
0,109,4,219,2,1
0,538,14,835,4,1
0,110,0,236,0,1
0,80,0,161,0,1
9,534,5,834,4,1
0,714,15,950,124,1
0,111,0,306,2,1
0,599,19,857,21,1
0,115,0,225,0,1
0,150,19,313,10,1
0,123,1,304,2,1
0,535,0,801,2,1
0,615,0,854,14,1
0,69,0,158,0,1
0,101,0,198,0,1
0,850,0,1113,1,1
0,241,0,485,0,1
0,749,6,1005,163,1
0,471,0,671,1,1
0,94,0,178,0,1
0,122,0,237,0,1
0,516,1,831,0,1
0,48,0,131,0,1
0,636,2,921,12,1
0,462,0,764,6,1
0,476,0,830,2,1
0,368,1,537,19,1
0,93,0,224,0,1
0,87,0,153,1,1
78,108,0,213,0,1
0,82,0,158,0,1
0,612,0,859,14,1
0,557,0,786,4,1
16,568,3,798,4,1
0,21,0,26,0,1
0,771,0,1050,235,1
0,456,0,791,3,1
0,447,0,669,1,1
0,718,0,1005,1,1
0,126,0,199,0,1
0,537,10,828,4,1
0,502,1,754,3,1
0,526,1,814,4,1
0,102,0,210,0,1
0,327,0,532,0,1
0,491,3,832,2,1
0,715,1,989,4,1
0,113,0,196,0,1
0,556,0,796,28,1
0,157,0,336,0,1
0,287,0,527,52,1
0,782,6,1055,1,1
0,619,0,918,2,1
0,107,0,221,0,1
0,515,1,847,0,1
0,668,0,956,11,1
0,385,5,630,6,1
0,290,0,535,100,1
23,85,1,151,1,1
0,598,0,891,2,1
0,98,0,220,2,1
0,559,0,796,29,1
0,748,0,1032,1,1
0,320,0,516,8,1
0,769,2,1060,229,1
0,469,0,694,1,1
0,496,0,871,0,1
0,96,0,214,0,1
0,565,5,824,27,1
0,392,5,640,6,1
6,763,0,1026,1,1
6,523,2,831,1,1
0,760,17,1041,222,1
0,555,9,795,28,1
0,590,0,857,2,1
0,755,8,1036,1,1
0,481,1,815,2,1
0,691,1,950,10,1
0,485,0,716,117,1
0,481,1,784,3,1
0,109,0,189,1,1
0,328,5,509,17,1
0,846,1,1108,1,1
0,95,0,214,0,1
0,159,4,323,6,1
0,481,0,698,1,1
0,550,10,844,8,1
0,842,1,1097,1,1
0,271,7,484,1,1
0,599,4,851,26,1
0,522,1,807,3,1
0,504,2,739,89,1
0,448,0,655,1,1
0,263,0,542,139,1
0,101,14,213,9,1
0,113,0,266,2,1
60,156,0,270,0,1
0,87,0,153,1,1
0,100,0,173,1,1
0,90,0,179,0,1
0,128,0,195,0,1
0,168,9,315,38,1
0,466,6,730,4,1
0,124,0,206,0,1
0,774,0,1060,1,1
0,159,0,324,0,1
0,493,0,709,1,1
0,563,0,821,2,1
0,134,0,207,0,1
0,633,0,914,13,1
0,150,49,381,1,1
0,132,0,316,0,1
0,522,2,824,1,1
0,130,0,223,0,1
0,589,0,856,2,1
0,98,0,176,1,1
3,18,0,17,0,1
0,470,0,669,1,1
0,493,3,838,2,1
0,256,12,509,12,1
0,392,1,642,6,1
0,771,0,1060,1,1
0,379,0,656,4,1
0,289,0,536,99,1
0,124,0,215,0,1
0,715,0,1009,1,1
0,483,2,825,2,1
0,389,0,687,7,1
0,690,2,950,9,1
0,137,0,245,0,1
0,183,19,304,25,1
0,798,51,1027,313,1
150,845,0,1111,1,1
0,596,0,879,2,1
0,672,6,922,77,1
0,143,0,247,0,1
0,433,0,654,1,1
62,163,0,272,0,1
0,745,2,1007,161,1
0,657,0,942,12,1
0,348,1,585,6,1
0,504,2,849,0,1
0,384,1,631,6,1
0,296,0,502,12,1
0,150,0,377,1,1
0,768,7,1030,1,1
0,117,6,244,2,1
0,113,2,323,0,1
0,637,1,904,13,1
0,835,0,1102,1,1
0,520,2,822,1,1
0,116,0,204,1,1
0,780,2,1067,233,1
0,496,2,805,6,1
3,21,0,36,0,1
0,439,0,636,4,1
0,575,2,827,24,1
2,489,0,808,3,1
0,645,2,931,12,1
17,257,32,509,8,1
0,149,26,390,0,1
0,475,0,692,1,1
49,134,0,235,0,1
0,485,2,801,6,1
52,141,0,255,0,1
0,370,3,593,1,1
0,124,0,307,0,1
0,114,3,243,2,1
0,700,12,933,102,1
0,122,13,205,43,1
0,416,1,583,21,1
0,392,1,623,1,1
0,666,0,957,11,1
0,81,0,155,0,1
0,97,88,215,0,1
0,461,1,797,3,1
0,268,0,538,0,1
0,86,0,179,0,1
0,654,34,868,143,1
0,699,0,971,8,1
0,383,1,548,20,1
0,698,1,969,8,1
0,848,0,1102,1,1
0,268,0,545,0,1
0,640,0,928,2,1
0,326,0,534,1,1
0,639,0,946,2,1
0,606,0,852,22,1
0,82,0,173,0,1
0,31,0,74,0,1
0,138,0,244,0,1
0,491,3,829,3,1
0,759,3,1052,225,1
0,486,2,803,3,1
0,242,0,486,0,1
33,710,0,972,5,1
0,499,0,832,3,1
0,111,0,229,0,1
0,126,0,215,1,1
0,473,0,799,6,1
48,113,0,197,1,1
0,157,19,311,6,1
0,283,0,500,22,1
0,104,0,205,0,1
0,424,0,618,4,1
0,468,1,814,3,1
0,799,0,1082,1,1
0,126,0,197,0,1
0,752,0,1028,2,1
55,145,0,243,0,1
0,515,1,803,3,1
0,89,0,205,0,1
0,460,1,781,3,1
0,165,0,337,0,1
0,122,6,323,0,1
0,755,0,1030,1,1
0,155,50,308,45,1
0,557,1,802,28,1
0,467,1,818,3,1
0,526,3,817,4,1
0,124,0,294,2,1
0,467,1,777,6,1
0,99,0,177,1,1
0,785,0,1045,207,1
0,147,0,256,0,1
0,276,0,491,1,1
0,497,2,854,0,1
0,561,0,799,4,1
0,104,0,232,0,1
0,107,0,234,0,1
0,766,0,1039,1,1
0,264,12,533,128,1
0,168,0,310,39,1
0,124,0,305,0,1
0,146,0,252,0,1
0,612,1,844,22,1
0,127,0,220,1,1
0,126,0,187,0,1
0,161,9,420,0,1
0,435,0,621,4,1
0,126,1,319,0,1
0,441,0,638,4,1
0,383,1,552,20,1
0,667,0,904,65,1
0,108,0,203,0,1
0,86,0,173,0,1
0,120,0,213,0,1
0,606,0,873,33,1
0,99,2,233,0,1
0,372,0,589,1,1
0,301,0,506,12,1
12,386,0,558,1,1
0,128,0,258,0,1
0,754,2,1029,1,1
0,652,47,879,134,1
0,480,0,782,3,1
0,125,0,302,0,1
0,589,12,847,15,1
0,53,0,146,0,1
0,403,1,570,21,1
0,131,0,249,0,1
0,609,0,905,2,1
0,621,0,918,2,1
0,146,0,320,0,1
0,707,6,999,3,1
0,528,1,813,4,1
0,496,2,834,3,1
0,604,2,846,22,1
0,754,9,966,241,1
0,127,87,204,49,1
0,116,13,221,30,1
0,498,3,838,0,1
0,137,0,207,0,1
0,499,3,840,0,1
0,699,9,957,6,1
0,41,0,120,0,1
0,617,8,856,14,1
0,745,15,1002,158,1
0,141,0,283,0,1
0,730,0,1027,1,1
48,123,0,214,0,1
0,118,0,343,0,1
0,114,0,196,0,1
0,248,0,497,0,1
0,116,0,243,0,1
0,750,0,1027,3,1
0,300,4,518,0,1
0,91,0,207,0,1
0,485,2,826,2,1
0,138,0,217,0,1
0,558,0,816,2,1
0,784,0,1056,1,1
0,805,1,1082,1,1
0,123,0,194,0,1
0,52,0,135,0,1
0,604,0,854,26,1
0,525,2,825,4,1
0,186,9,443,0,1
0,612,0,846,14,1
0,412,1,647,2,1
0,184,19,304,25,1
0,320,1,527,8,1
0,110,0,209,0,1
0,750,2,1022,179,1
0,82,0,163,0,1
0,569,1,837,10,1
0,769,9,1038,203,1
0,139,0,239,0,1
0,121,0,334,0,1
51,135,0,219,0,1
0,645,0,947,2,1
0,290,23,519,44,1
112,721,1,1018,1,1
0,535,0,803,2,1
0,386,0,606,1,1
0,517,8,805,3,1
0,473,3,801,2,1
0,584,0,835,27,1
0,615,1,854,14,1
0,264,0,500,17,1
0,795,1,1074,1,1
0,105,1,182,1,1
0,848,0,1110,2,1
0,180,0,439,0,1
0,560,39,798,5,1
0,120,0,230,0,1
0,122,0,214,0,1
0,572,2,811,11,1
0,159,50,313,43,1
0,166,0,336,0,1
0,126,0,200,0,1
0,495,0,841,2,1
0,507,1,815,2,1
0,126,0,207,43,1
0,119,0,327,0,1
0,137,0,283,0,1
0,543,8,838,4,1
0,111,0,196,0,1
0,115,0,199,0,1
0,500,0,871,0,1
0,115,0,178,0,1
50,138,0,212,0,1
0,497,2,842,0,1
0,478,2,830,2,1
0,774,11,1049,230,1
0,453,0,644,1,1
0,593,2,861,2,1
0,290,0,494,14,1
0,132,7,216,56,1
114,712,1,997,1,1
0,549,8,846,4,1
0,68,0,160,0,1
0,546,20,844,4,1
0,125,0,200,0,1
0,122,0,210,0,1
56,149,0,255,0,1
0,217,3,463,0,1
0,117,0,222,1,1
0,108,0,198,0,1
0,453,2,796,3,1
0,699,9,954,6,1
0,604,1,848,18,1
0,119,2,342,0,1
0,495,2,836,2,1
0,494,0,871,0,1
0,154,0,269,0,1
0,159,2,330,0,1
0,494,0,753,3,1
0,296,5,502,13,1
0,127,0,224,0,1
0,117,6,339,0,1
0,113,0,198,1,1
0,705,7,936,111,1
0,378,0,657,4,1
0,501,0,867,0,1
0,34,0,103,0,1
0,112,0,198,0,1
0,775,0,1061,1,1
0,281,0,490,0,1
0,98,0,182,1,1
0,119,0,223,1,1
0,59,0,165,0,1
0,108,0,228,0,1
0,493,0,807,3,1
0,106,0,203,0,1
0,416,0,599,3,1
0,747,20,968,243,1
0,495,2,844,0,1
0,723,0,982,4,1
0,132,0,256,0,1
8,494,1,706,1,1
0,261,28,492,5,1
0,109,0,204,0,1
0,559,1,811,29,1
0,95,88,209,1,1
0,499,0,810,2,1
0,270,12,498,16,1
0,609,0,867,35,1
0,716,6,990,3,1
0,330,0,510,19,1
0,302,12,516,47,1
0,95,0,177,1,1
0,697,1,953,6,1
0,145,26,384,0,1
0,110,0,211,0,1
0,127,87,202,49,1
0,107,0,206,0,1
0,753,34,965,256,1
0,128,0,185,0,1
0,688,2,962,8,1
0,251,0,507,8,1
0,126,0,219,1,1
0,645,18,891,108,1
0,265,0,501,17,1
0,265,0,542,144,1
0,754,1,1029,2,1
0,271,12,483,1,1
0,129,0,329,0,1
0,574,16,824,24,1
0,481,0,730,29,1
0,599,38,825,50,1
0,104,0,232,0,1
0,810,0,1077,1,1
0,601,0,830,48,1
0,481,0,699,1,1
0,134,0,216,0,1
0,574,2,840,11,1
0,497,2,844,0,1
0,34,0,85,0,1
28,115,0,204,0,1
0,675,0,913,83,1
0,161,0,277,0,1
0,159,2,323,0,1
0,774,0,1046,229,1
0,114,0,178,0,1
0,121,0,194,0,1
0,525,1,828,4,1
0,96,0,174,0,1
0,112,0,198,0,1
0,122,0,207,0,1
0,284,0,495,0,1
0,702,15,941,119,1
0,410,0,584,21,1
0,68,0,162,0,1
0,462,2,807,3,1
0,139,0,210,0,1
8,36,0,110,0,1
0,116,13,221,31,1
0,296,1,549,62,1
0,163,2,338,0,1
0,376,0,618,6,1
0,393,1,702,7,1
0,85,0,150,0,1
0,492,0,835,2,1
0,706,1,1000,3,1
0,496,0,835,3,1
0,111,0,192,0,1
14,325,1,536,0,1
0,249,0,504,0,1
0,133,0,214,0,1
0,669,1,972,1,1
0,478,0,833,2,1
0,627,0,885,13,1
0,152,0,258,0,1
0,128,0,250,0,1
0,168,0,336,0,1
0,88,1,186,3,1
0,134,0,295,0,1
0,123,0,195,0,1
0,504,2,821,4,1
0,496,0,829,3,1
0,554,0,801,28,1
0,790,0,1074,1,1
0,290,0,493,14,1
0,295,3,498,13,1
0,434,1,739,7,1
0,114,0,224,0,1
0,124,0,213,0,1
0,344,1,571,6,1
89,120,0,219,0,1
0,87,0,175,0,1
0,727,1,1026,1,1
0,100,0,166,1,1
0,112,0,238,0,1
14,286,29,510,0,1
0,481,1,702,1,1
5,33,0,102,0,1
0,112,0,221,0,1
0,159,0,264,0,1
0,266,7,490,3,1
0,469,3,692,1,1
0,146,0,294,0,1
0,611,44,838,63,1
0,124,1,292,2,1
0,34,0,81,0,1
0,389,1,669,7,1
0,263,0,543,139,1
0,135,0,215,0,1
0,76,0,160,0,1
0,405,1,572,1,1
0,782,5,1054,199,1
0,699,1,955,6,1
0,477,1,785,3,1
0,82,0,163,0,1
0,166,50,314,42,1
0,592,16,854,16,1
0,109,10,307,1,1
0,748,0,1023,2,1
0,102,0,207,0,1
0,634,18,897,113,1
0,78,0,170,0,1
0,132,0,209,0,1
0,78,0,174,0,1
0,703,15,938,114,1
0,102,0,177,1,1
0,114,14,218,33,1
0,107,0,199,0,1
0,446,0,646,1,1
0,156,0,343,5,1
0,115,4,230,2,1
0,155,1,415,0,1
0,773,0,1034,1,1
0,613,2,853,14,1
0,673,0,970,1,1
50,129,0,228,0,1
0,727,2,983,4,1
0,147,2,321,0,1
0,522,1,806,3,1
0,243,0,477,0,1
14,285,31,525,103,1
0,489,1,826,2,1
0,768,8,1044,1,1
0,337,0,555,7,1
0,112,0,223,0,1
0,638,0,927,2,1
0,347,0,573,6,1
0,507,0,831,4,1
2,415,1,586,21,1
49,127,0,221,0,1
14,287,29,510,0,1
0,133,0,214,0,1
0,613,0,849,22,1
0,557,0,797,28,1
0,152,0,358,4,1
0,26,0,69,0,1
0,110,0,322,0,1
0,614,1,857,13,1
0,472,1,807,2,1
0,797,0,1078,1,1
0,762,1,1034,1,1
0,262,0,488,3,1
0,268,0,538,0,1
0,133,0,213,0,1
0,277,4,489,1,1
0,784,0,1047,1,1
55,158,0,267,0,1
0,614,0,913,2,1
0,123,0,191,0,1
0,677,0,975,1,1
0,762,1,1037,1,1
0,292,6,533,100,1
0,87,0,155,0,1
0,854,0,1112,2,1
0,162,0,338,0,1
0,504,0,850,0,1
0,605,0,904,2,1
50,128,0,230,0,1
0,524,0,775,2,1
0,90,0,158,1,1
0,509,2,841,0,1
0,795,1,1077,1,1
0,325,0,535,0,1
0,616,5,857,14,1
0,389,3,632,1,1
0,750,10,1020,179,1
0,762,10,1022,190,1
0,87,0,154,1,1
0,120,0,227,1,1
0,795,0,1078,1,1
0,115,0,204,0,1
0,780,0,1044,229,1
0,153,0,325,6,1
0,605,2,856,19,1
0,166,0,336,0,1
