@relation kafka

@attribute issuecleanedbodylen numeric
@attribute ncommitsbycreator numeric
@attribute ncommitsinproject numeric
@attribute nissuesbycreator numeric
@attribute nissuesbycreatorclosed numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {1,7,14,30,90,180,365,1000}

@data
175,0,282,1,0,751,303,1
18,20,164,57,24,486,132,7
13,0,341,2,0,908,374,1
22,0,329,2,1,864,342,7
27,0,309,22,7,781,325,1
7,0,273,8,4,739,292,1
7,0,116,1,0,266,7,1
11,0,386,73,47,895,396,1
15,26,343,59,28,873,362,30
6,0,322,36,16,791,333,7
9,49,306,91,50,773,321,1
8,0,354,26,25,890,373,1
113,0,385,28,27,889,394,7
1,0,136,3,2,421,99,1
15,13,251,16,13,653,254,1
12,9,193,12,10,561,182,1
7,0,343,2,0,883,353,30
25,0,183,10,4,527,165,1
10,29,251,56,30,642,250,7
25,0,331,16,10,918,356,7
8,7,358,26,10,844,367,180
16,41,357,68,49,893,376,1
47,23,171,63,27,511,152,7
2,0,65,1,0,117,22,7
38,0,337,3,2,891,350,7
8,12,237,17,14,617,237,1
11,0,315,33,30,817,330,1
86,2,282,8,4,703,288,1
45,30,287,75,36,799,301,7
14,0,339,27,25,867,355,1
52,0,381,1,0,907,397,14
26,1,338,2,1,903,355,1
26,5,118,1,0,294,42,90
6,18,343,22,19,911,378,7
38,10,237,16,12,613,238,14
8,22,347,24,24,816,354,14
45,0,366,2,0,898,382,1
36,0,295,3,2,748,307,1
49,0,317,32,30,816,331,1
7,0,341,29,27,870,357,1
11,0,288,37,21,762,305,1
6,0,133,20,7,343,61,90
7,2,375,2,2,902,393,1
12,38,365,65,44,885,381,1
39,0,282,1,0,753,300,1
6,10,293,17,11,784,307,30
36,22,197,58,24,574,187,1
15,34,287,60,42,755,299,7
18,0,343,12,7,884,353,7
74,6,332,13,7,914,352,7
19,4,273,11,6,741,292,14
8,0,286,30,14,719,296,30
28,0,272,39,38,749,292,1
115,0,392,1,0,899,402,1
8,17,383,52,19,899,393,1
4,0,367,1,0,890,385,7
20,32,336,76,38,907,359,1
5,22,335,26,25,807,346,7
10,6,186,18,4,537,169,1
16,3,289,8,7,780,302,7
4,5,140,6,4,427,105,14
5,0,289,31,14,726,299,1
23,33,270,51,40,745,296,7
10,0,279,40,24,764,302,1
30,7,103,22,8,245,17,7
63,2,343,4,2,912,376,1
33,0,351,10,7,939,382,7
22,0,161,6,0,479,128,7
5,0,294,35,19,799,305,90
19,1,341,7,1,927,372,7
1,0,87,1,0,180,12,1
50,0,277,25,5,744,293,1
9,0,271,2,0,752,297,7
89,4,272,12,6,749,293,7
7,13,140,9,5,436,106,7
54,7,128,26,4,314,56,14
8,11,185,12,8,549,175,30
26,0,308,1,0,781,319,1
7,0,357,25,23,888,379,1
18,2,287,6,5,770,299,1
52,0,130,6,0,316,55,90
53,38,379,62,44,902,395,7
10,0,312,27,7,804,312,1
13,0,78,3,0,190,5,1
68,0,138,18,6,369,69,14
6,8,293,23,8,731,305,1
39,0,130,1,0,317,55,7
26,0,78,1,0,128,17,90
39,42,350,85,50,924,384,14
12,3,292,4,3,767,307,1
36,0,352,18,13,887,370,7
5,0,352,5,3,940,382,1
7,0,290,36,21,766,302,14
9,1,278,24,0,747,293,7
7,22,353,28,24,924,384,7
9,0,288,35,35,789,302,1
37,10,133,2,0,347,62,7
59,0,83,1,0,184,10,365
8,5,139,16,12,366,71,7
4,0,68,1,0,185,6,365
21,3,289,9,7,784,301,7
13,7,339,12,12,894,358,7
9,27,339,32,31,868,355,1
19,0,327,1,0,851,339,90
87,0,105,13,4,276,25,1
28,31,284,73,35,762,297,1
9,10,360,14,13,835,367,1
21,0,396,6,0,912,408,14
4,0,309,12,10,806,314,7
5,33,325,72,39,836,335,1
40,49,363,99,57,947,384,1
10,0,269,27,12,679,273,1
17,0,358,1,0,846,368,90
10,0,84,1,0,123,10,1
5,21,323,23,23,803,336,1
9,51,336,98,53,814,349,1
9,0,164,37,17,488,132,14
12,17,157,53,21,461,124,1
22,3,328,8,6,855,341,14
12,0,396,31,12,914,408,30
6,9,203,9,8,580,194,7
87,1,211,7,2,577,203,7
7,0,329,58,32,917,348,1
7,4,167,4,3,498,142,1
109,10,305,28,10,761,318,7
14,0,210,24,3,582,201,7
16,46,317,84,54,811,322,1
5,19,305,21,21,765,320,1
7,2,147,3,1,394,84,30
127,0,336,4,0,897,366,1
6,10,330,20,11,869,343,90
34,4,292,13,7,765,307,7
22,0,93,1,0,221,7,1
8,0,103,1,0,246,15,365
26,0,97,8,0,233,6,1
51,1,238,5,2,620,240,1
9,10,333,21,11,878,347,7
10,0,150,30,13,450,116,1
35,0,184,4,3,543,172,1
5,26,363,31,30,886,378,1
9,0,379,2,0,897,386,7
8,0,129,1,0,315,54,1
10,0,352,67,38,936,382,1
40,11,330,29,12,804,342,14
10,43,311,78,51,811,318,7
24,35,377,62,40,890,383,1
10,38,380,63,44,906,396,1
9,0,327,60,34,915,351,1
9,22,276,25,25,751,296,1
3,0,348,1,0,825,359,90
36,0,128,13,4,317,55,7
16,0,399,7,3,931,412,1
25,52,343,95,62,893,356,7
20,0,287,2,0,790,302,1
29,38,351,66,45,885,368,1
7,5,179,5,4,524,162,7
8,41,346,85,49,921,380,1
25,2,287,7,6,771,300,1
328,0,61,1,0,115,19,1000
28,22,399,72,24,933,409,7
52,0,136,15,5,360,67,1
27,16,368,16,17,900,386,1
7,0,273,41,36,738,292,7
6,0,205,36,18,579,195,7
43,38,353,63,43,890,369,1
8,0,364,11,8,861,374,7
29,0,375,15,13,900,387,90
12,43,318,70,51,821,334,1
36,47,366,99,56,942,394,7
26,0,287,10,8,754,296,1
33,0,295,33,14,748,307,1
34,3,361,12,6,841,369,1
19,0,360,16,14,887,379,180
11,1,299,4,1,774,313,14
27,0,334,16,11,808,347,7
56,0,247,21,12,640,252,7
7,27,358,27,28,938,387,1
9,8,292,9,7,727,301,1
9,0,273,2,1,755,297,7
5,8,205,10,8,582,197,1
19,0,387,14,11,900,398,14
9,16,377,19,18,897,393,7
23,0,330,1,0,907,349,1
15,48,329,86,58,862,341,1
7,3,129,2,0,314,54,7
7,12,340,20,13,908,358,90
103,0,386,13,11,904,399,7
8,50,354,95,58,930,374,1
15,0,327,12,7,899,349,30
38,46,364,95,54,949,395,1
8,12,128,36,14,317,55,180
6,31,289,71,36,782,301,1
6,12,254,16,14,652,254,1
20,0,239,4,1,628,242,1
4,0,291,1,1,762,304,1
8,0,323,43,23,827,331,90
10,19,198,57,20,578,189,7
7,0,150,1,0,415,92,1
33,0,287,1,0,799,302,90
11,0,355,9,8,829,364,30
11,34,330,76,40,876,344,7
10,9,301,27,9,757,314,1
29,34,329,74,40,866,342,14
8,1,270,2,1,743,297,7
23,0,103,9,0,176,14,1000
102,0,283,13,10,778,307,30
24,0,347,32,15,876,364,1
28,11,121,26,12,292,41,7
9,0,185,37,18,536,169,1
7,0,328,59,33,913,347,7
68,1,357,3,1,943,390,1
9,0,325,5,2,928,348,14
9,0,359,64,40,833,366,1
11,0,324,1,0,826,330,7
5,0,237,29,5,618,237,7
75,50,337,90,58,888,347,1
92,0,331,3,0,878,345,14
6,11,325,16,15,923,348,7
10,0,121,7,3,294,41,180
6,0,367,13,11,946,394,1
13,0,384,70,46,900,396,7
120,0,193,1,0,557,180,180
12,0,380,66,41,908,396,1
6,0,291,51,34,727,301,1
18,0,140,1,0,432,105,1
20,28,373,65,30,886,391,7
1,0,147,1,0,398,84,7
84,0,293,14,10,732,305,1
4,0,145,3,1,376,79,1
7,0,340,42,40,889,355,1
26,0,340,6,1,865,358,7
6,0,275,49,32,695,280,1
9,16,280,18,17,700,285,7
33,0,367,1,0,884,383,90
4,31,284,72,35,761,297,1
5,10,117,27,11,299,37,1
14,0,285,27,7,763,298,1
10,8,329,22,8,913,348,1
39,29,251,54,30,640,250,1
28,0,334,16,12,916,362,14
17,0,345,8,7,823,358,7
9,0,245,39,22,640,250,1
21,30,256,58,31,663,261,1
9,2,164,8,1,485,130,90
16,0,168,1,0,502,147,1
31,41,396,78,46,906,406,7
6,17,282,19,18,706,290,1
35,0,273,12,7,757,297,14
25,0,320,14,10,819,335,7
7,24,365,28,28,880,380,1
8,0,164,1,0,489,132,30
15,17,370,17,18,902,388,30
11,33,282,69,38,749,302,30
17,24,364,27,26,860,374,7
15,0,289,7,5,785,301,90
5,0,257,43,26,658,261,7
9,13,246,14,13,640,251,7
5,10,237,15,12,612,238,1
120,5,340,11,6,896,359,7
72,1,352,2,1,926,382,7
59,0,77,2,0,129,27,1000
7,25,358,31,30,896,377,7
10,0,266,44,26,679,271,1
39,47,366,98,56,945,397,1
18,39,390,76,44,897,400,1
5,0,351,25,24,882,367,1
68,0,298,1,0,774,316,7
14,0,247,32,7,641,249,1
16,11,155,47,9,459,122,1
16,0,291,1,0,755,302,1
12,4,99,14,2,229,7,1
26,0,226,9,5,592,227,1
17,0,270,1,0,745,293,1
8,41,337,80,48,908,370,1
4,0,322,37,36,823,330,1
5,1,392,9,2,930,406,7
23,0,142,4,0,441,108,1
32,0,320,1,0,916,344,1
9,0,291,12,9,782,302,14
15,0,323,37,16,792,334,7
7,9,288,16,10,775,301,1
22,9,325,14,9,927,348,7
34,0,318,2,0,812,324,1
9,0,237,42,22,611,238,7
13,0,185,3,1,535,168,7
12,36,272,75,37,692,276,1
47,0,149,4,1,415,92,14
4,4,117,8,0,295,37,1
6,6,189,6,5,545,173,1
6,0,320,59,37,792,331,7
40,0,150,2,1,413,92,180
47,29,319,62,31,786,329,180
4,22,373,28,26,884,391,1
11,29,314,63,31,788,329,7
19,1,211,6,1,576,202,1
5,0,357,64,40,831,364,7
6,27,339,33,31,869,356,30
77,0,171,2,0,515,153,14
8,21,396,59,23,913,408,30
39,0,172,3,0,501,140,14
43,0,342,2,0,863,356,1
10,24,298,58,26,753,311,1
18,11,171,9,8,501,141,14
8,0,365,10,6,944,395,7
4,0,238,28,4,616,236,1
119,0,159,3,0,472,126,30
5,2,398,6,5,931,412,1
27,0,324,1,0,828,330,1
22,0,171,1,0,510,152,90
8,14,340,17,14,926,371,7
21,5,332,12,5,912,352,7
187,0,140,13,8,414,97,14
33,1,273,5,4,755,297,1
4,9,334,14,14,902,356,7
19,0,239,3,0,627,241,1
30,51,336,91,61,882,351,7
9,0,273,48,31,694,278,1
6,0,71,2,0,143,9,1000
6,0,117,6,1,294,37,1
30,0,77,4,0,183,7,1000
23,0,334,39,18,806,347,7
29,9,193,13,11,563,183,7
5,31,309,67,37,808,314,1
11,0,211,40,18,575,202,7
7,0,335,55,29,897,355,7
7,3,119,9,2,297,42,7
18,25,204,61,27,579,196,1
149,32,330,66,35,803,342,1
36,9,295,25,9,740,306,7
12,0,119,10,1,266,9,90
33,0,354,24,8,828,364,7
3,0,289,34,9,729,301,1
29,24,298,59,26,754,311,180
49,40,294,74,48,798,304,1
10,0,320,49,25,821,334,7
9,9,280,18,8,699,285,1
24,0,138,1,0,373,74,1
6,0,357,60,37,890,380,14
17,17,177,54,16,520,160,7
5,0,392,29,27,896,402,1
62,0,340,2,1,907,359,7
9,0,345,63,37,918,379,7
13,0,324,1,0,796,335,1
5,0,371,1,0,883,382,1
103,4,293,13,5,768,308,14
29,6,276,9,7,761,300,90
13,0,339,61,36,922,369,7
19,0,398,17,13,925,411,7
9,3,330,8,4,920,349,30
19,0,321,36,35,822,329,1
5,18,196,54,18,559,183,1
84,0,300,2,1,770,314,14
94,1,140,5,0,365,71,180
7,0,251,41,24,644,250,1
29,0,360,1,0,847,370,1
9,0,356,1,0,837,364,1
6,0,343,64,37,912,376,1
9,0,129,9,6,324,57,90
16,0,379,1,0,901,395,1
21,33,271,52,40,750,297,7
48,4,338,8,4,898,351,7
100,0,211,8,4,574,202,7
15,0,294,1,0,736,305,14
8,20,272,24,23,748,295,1
5,39,372,66,45,888,387,1
9,31,355,69,33,891,374,14
36,46,367,97,54,944,392,1
34,0,102,6,0,268,8,90
9,27,340,34,31,869,356,30
5,0,241,13,12,621,239,1
11,5,329,9,5,906,350,1
33,0,100,4,1,236,11,1
6,0,294,3,3,784,307,7
7,0,276,37,22,753,298,14
11,16,280,17,17,698,285,1
17,4,288,4,4,762,305,14
6,3,370,4,3,897,384,7
9,32,348,74,34,876,364,7
5,0,317,36,33,805,332,7
8,0,152,32,14,452,118,1
7,8,331,20,9,916,352,1
20,0,349,1,0,880,367,7
12,0,357,26,23,891,380,1
6,8,334,14,13,897,351,7
73,37,359,60,42,892,380,1
25,0,241,10,6,617,240,7
17,49,305,89,49,762,319,1
19,0,378,37,18,894,390,1
18,9,183,11,10,546,172,30
9,0,344,61,36,916,379,1
22,0,377,26,25,892,390,1
54,42,399,77,47,926,409,30
38,24,350,32,29,883,367,1
8,0,381,2,1,908,397,30
7,31,339,32,32,902,352,14
22,0,331,39,37,871,344,1
1,0,351,1,0,885,367,1
38,0,332,4,2,903,363,1
12,2,280,10,3,749,298,1
119,0,396,15,12,918,408,7
123,5,283,13,7,776,307,14
9,29,337,30,30,887,352,1
29,0,107,7,3,246,15,14
23,43,287,84,44,723,297,1
8,0,231,41,22,604,231,7
104,32,305,76,38,803,312,90
33,2,189,12,4,556,178,14
20,41,304,75,49,799,311,1
6,0,106,2,0,278,26,14
26,0,359,38,17,848,369,1
8,0,306,56,36,769,320,1
37,34,288,62,41,754,299,1
16,4,327,11,6,916,353,1
9,33,319,69,39,815,327,14
7,0,335,53,26,879,350,7
152,0,205,6,5,583,197,7
4,0,102,9,3,266,21,7
46,0,387,1,0,907,400,7
4,1,349,2,1,921,382,1
47,2,183,10,4,533,166,7
12,0,383,1,0,900,388,1
15,0,171,1,0,514,153,1
108,0,355,6,2,885,369,7
28,32,279,76,37,763,302,14
9,33,339,81,39,924,369,1
55,18,185,53,18,551,175,14
13,43,287,83,44,721,297,1
6,21,398,67,23,931,412,7
13,8,390,10,8,895,400,90
7,14,331,18,14,901,362,1
7,0,239,12,11,621,239,1
7,23,370,28,27,896,384,1
125,0,137,17,9,424,103,90
10,33,266,63,34,678,271,7
44,0,316,23,15,810,330,1
21,0,185,3,2,534,168,1
7,31,340,34,32,906,358,7
6,0,168,2,1,499,143,365
6,23,336,25,23,906,370,7
28,0,102,8,3,245,15,30
20,3,374,10,4,898,386,1
27,3,291,11,3,799,305,14
49,0,384,1,0,897,386,1
6,12,179,11,8,526,164,30
9,45,316,83,53,810,321,1
6,42,347,69,50,879,363,1
6,8,275,17,7,696,280,1
37,0,399,2,0,928,408,90
28,0,332,11,8,879,345,1
9,31,257,60,32,666,262,1
8,7,290,13,8,760,303,1
101,0,399,8,4,932,413,90
20,0,238,4,2,624,240,7
10,50,334,96,52,812,347,1
29,0,123,8,4,305,46,30
29,1,270,2,1,740,291,30
3,8,105,23,9,249,19,7
8,30,341,31,31,896,359,90
52,0,377,1,0,894,390,1
21,12,131,39,14,331,58,1
18,0,329,1,0,859,342,14
6,25,210,65,27,572,201,7
13,0,78,4,1,191,6,365
31,0,231,1,0,605,231,14
6,23,224,43,24,592,225,7
20,30,293,75,36,799,303,1
15,4,291,6,4,801,303,7
52,0,58,3,1,116,20,1000
30,47,365,96,55,948,393,7
4,8,365,27,11,860,374,30
6,1,385,3,2,890,395,7
5,24,364,30,28,887,383,1
19,0,365,2,0,861,375,1
8,4,359,9,7,888,379,1
31,6,186,15,4,535,169,1
112,0,364,37,19,888,383,1
45,0,340,30,27,871,359,7
25,0,363,1,0,891,379,1
6,23,198,56,25,568,185,1
6,12,239,13,12,625,241,1
9,0,396,77,47,926,410,7
5,39,351,67,47,889,370,1
14,0,99,7,0,173,14,1000
5,1,383,8,1,900,391,90
118,0,386,30,9,901,398,7
26,0,319,16,15,788,330,1
13,41,282,80,42,709,290,1
6,0,339,58,30,905,357,7
8,0,359,66,42,847,369,7
9,21,350,27,22,923,385,1
15,7,373,30,9,894,389,7
58,0,329,8,3,915,349,1
53,0,366,1,0,946,393,1
40,34,288,65,42,757,300,1
48,30,287,75,35,759,304,30
9,12,193,13,9,557,180,7
82,50,337,92,59,890,348,1
11,21,166,59,25,496,134,7
43,19,198,55,19,560,185,7
11,0,212,42,19,582,209,1
51,5,280,12,8,740,297,90
8,0,351,26,24,882,367,1
32,22,399,68,24,929,408,30
12,4,99,15,4,230,9,1
110,0,313,15,14,783,328,7
21,45,289,86,46,725,299,1
12,1,341,2,1,887,353,7
74,0,230,11,10,601,230,7
65,0,338,2,0,905,371,7
85,25,353,30,29,888,369,7
17,6,281,10,6,751,301,14
13,37,287,69,44,794,303,1
10,16,338,20,16,905,370,1
16,30,324,65,32,798,335,1
24,0,333,1,0,807,345,1
115,3,342,11,5,822,353,180
11,37,287,72,44,796,302,7
6,0,330,7,3,905,351,14
13,9,316,10,8,791,330,1
5,0,330,48,25,869,343,7
9,0,366,1,0,892,384,7
11,10,133,3,0,350,62,14
4,0,376,5,1,892,393,30
21,32,270,51,39,742,292,7
44,0,337,2,2,907,370,7
14,0,149,17,8,397,87,7
20,48,324,85,57,827,330,1
6,0,373,31,30,895,389,1
8,0,142,10,6,374,78,1
10,19,198,56,19,577,188,1
23,0,119,1,0,298,42,365
48,0,370,1,0,897,384,7
53,0,329,2,0,857,342,7
14,13,253,15,13,647,252,1
7,1,199,4,2,569,186,14
8,0,363,25,23,886,376,1
7,40,281,77,41,705,289,1
8,0,319,17,15,789,330,7
14,9,329,13,9,922,349,7
10,0,370,67,41,890,384,90
8,4,309,13,5,808,316,7
13,8,396,30,11,905,406,30
13,9,225,21,8,592,226,14
28,0,400,1,0,932,409,1
6,11,145,5,2,385,81,1
477,4,96,22,0,267,19,30
4,0,279,50,32,697,284,1
12,5,140,5,2,362,71,14
11,28,380,71,30,904,396,7
17,0,140,19,6,374,76,1
35,0,138,1,0,368,69,30
19,1,289,4,3,779,302,90
58,0,71,1,0,179,5,1
9,6,101,22,7,245,14,7
5,49,330,95,51,807,343,1
8,11,230,12,11,600,230,7
19,39,376,74,42,892,387,1
5,28,378,69,30,898,394,7
8,0,338,29,16,864,354,1
14,0,314,29,9,807,314,1
8,17,260,22,19,673,265,7
9,26,350,32,31,881,365,1
5,27,330,30,28,921,349,7
60,0,341,30,18,872,360,1
61,9,106,26,10,279,26,1
10,0,358,32,10,843,368,14
7,32,336,70,35,818,349,1
9,0,336,62,35,908,370,1
19,25,245,51,26,636,249,1
25,0,348,19,12,822,355,7
24,37,359,61,42,893,380,1
