@relation combined

@attribute issuecleanedbodylen numeric
@attribute ncommitsbycreator numeric
@attribute ncommitsinproject numeric
@attribute nissuesbycreator numeric
@attribute nissuesbycreatorclosed numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {1,7,14,30,90,180,365,1000}

@data
19,0,854,1,0,408,83,7
89,0,674,1,0,314,84,14
17,28,760,29,28,355,74,30
12,52,1035,23,22,433,166,1
8,0,830,1,0,398,114,1
7,0,800,4,0,387,108,1
20,0,1064,3,0,438,174,1
38,0,795,1,0,326,89,7
18,0,443,2,0,270,36,14
6,0,803,2,1,421,92,7
58,0,589,1,0,275,43,1
30,1,705,2,1,320,93,30
209,12,469,7,5,271,42,1
9,6,927,6,4,408,126,1
8,1,1003,4,3,384,76,1
59,0,736,3,2,320,94,90
82,0,683,1,0,323,79,180
8,0,833,2,0,404,79,1
19,0,1335,1,0,515,147,7
5,20,966,14,13,404,132,1
33,1,846,1,0,393,76,1
10,5,1006,4,3,383,76,1
30,0,1080,38,36,441,179,90
16,2,1320,2,1,531,153,1
9,0,430,4,1,283,57,14
8,0,516,1,0,286,77,30
67,0,1043,1,0,557,143,7
12,5,491,8,5,272,44,14
7,0,1038,2,0,449,94,1
10,25,614,27,24,318,78,1
15,0,1195,2,0,517,175,14
33,0,1117,2,1,452,175,1
116,0,1070,1,0,468,96,30
6,44,1037,23,21,426,159,1
5,0,1186,3,2,524,185,1
25,0,587,1,0,276,43,180
9,0,435,3,0,284,56,7
11,0,1317,1,0,487,135,7
6,0,642,6,0,271,24,90
5,6,455,4,3,271,38,14
112,0,669,1,0,334,23,90
64,1,667,1,0,327,78,90
34,0,998,1,0,381,74,7
20,0,802,11,10,427,84,1
30,0,798,1,0,389,78,1
45,1,636,2,1,347,25,365
16,5,1066,8,4,464,96,7
3,1,746,2,0,350,76,1
89,0,488,5,2,289,56,90
5,0,891,4,2,406,125,7
106,3,973,9,4,375,83,1
6,3,1028,6,2,423,79,1
45,0,973,1,0,372,75,1
4,9,934,10,9,416,129,1
26,0,1214,1,0,522,150,1
7,0,1070,35,34,442,181,1
10,0,546,1,0,302,74,1
19,0,596,1,0,280,25,180
17,0,983,1,0,376,82,1
40,0,974,1,0,481,110,14
18,1,758,2,1,367,102,30
30,3,754,4,0,356,75,30
48,0,944,1,0,336,77,1
33,2,826,5,3,398,81,30
17,0,1066,4,3,463,95,7
13,0,867,2,0,327,69,1
4,25,984,16,15,412,145,1
15,0,1042,2,1,380,64,180
29,0,1120,2,1,453,174,1
77,2,492,2,0,302,29,1
4,0,713,4,0,320,93,1
60,0,953,2,1,385,70,7
29,0,912,1,0,336,84,7
13,11,1217,11,4,521,151,1
29,0,1033,1,0,484,103,7
19,0,978,33,31,542,137,1
106,0,980,1,0,513,130,14
22,0,854,1,0,384,79,14
64,0,1062,4,3,436,168,1
10,16,500,18,15,272,73,1
10,10,462,12,8,271,73,1
11,0,869,2,0,326,71,1
47,0,1049,1,0,384,66,7
12,0,937,4,0,414,121,30
32,2,1037,6,4,481,104,1
11,0,837,1,1,396,76,365
18,0,509,2,0,289,50,90
34,2,544,9,4,318,27,30
31,3,685,1,0,316,85,1
8,0,938,2,0,411,126,90
7,0,794,10,4,389,112,1
40,0,780,1,0,390,77,180
7,12,687,12,11,393,77,90
62,0,1265,1,0,544,171,1
13,0,832,2,1,393,116,1
155,0,1330,5,0,504,143,7
6,0,975,2,0,376,83,1
6,2,971,1,2,366,59,7
20,0,978,1,0,376,76,14
19,0,992,31,29,536,134,7
25,0,1080,37,36,440,179,7
71,0,785,4,1,387,76,14
27,0,942,2,0,525,131,7
29,3,1321,3,2,531,153,1
29,0,568,8,6,313,76,7
9,3,535,8,2,295,74,90
11,0,1048,29,26,440,169,1
37,3,1046,7,3,565,141,7
17,1,1013,2,0,386,66,7
9,0,1047,4,0,402,79,30
27,0,774,1,0,413,67,1
9,0,555,1,0,287,14,30
69,0,816,3,1,423,89,1
4,0,825,10,6,398,115,7
11,24,507,17,15,282,49,1
33,0,638,1,0,334,21,7
15,5,990,10,4,379,70,1
7,2,949,9,3,354,58,1
10,17,501,19,16,274,74,1
17,0,938,1,0,414,126,1
85,0,1003,2,0,535,133,1
9,0,837,13,11,395,117,7
7,0,955,1,2,371,76,1
144,0,1053,2,0,376,63,30
127,13,560,1,0,309,80,1
2,0,611,2,2,273,23,7
9,12,948,7,6,356,58,14
6,3,830,5,2,399,76,1
2,0,1047,10,0,408,79,30
20,0,679,1,0,416,78,365
40,14,495,10,9,275,44,7
21,0,907,1,0,325,80,14
5,0,1264,1,0,538,168,1
19,0,751,1,0,365,101,1
6,5,1026,23,11,444,85,1
6,12,945,13,12,408,129,1
6,14,479,9,8,266,43,1
11,7,811,26,9,329,76,1
38,1,838,3,1,484,115,365
7,0,692,2,1,312,87,1
42,1,976,2,1,374,67,1
34,0,740,6,5,432,80,7
121,0,880,1,0,326,77,7
68,0,568,1,0,293,15,365
10,1,1177,3,2,480,177,1
26,1,875,3,2,407,125,1
23,2,823,3,2,387,78,90
6,0,545,1,0,315,27,365
197,0,585,1,0,334,27,7
17,0,816,8,7,426,83,1
27,0,445,1,0,265,34,7
67,0,1075,36,35,445,181,1
18,0,990,14,13,494,113,1
7,5,1135,12,5,449,172,1
28,13,497,15,12,275,75,1
18,0,1192,49,48,507,181,1
10,0,852,7,2,379,82,1
88,0,972,3,2,531,135,30
56,0,1203,1,0,520,170,7
24,4,651,2,1,339,24,365
13,1,623,3,1,316,80,1
10,0,1090,1,0,445,178,7
32,0,900,4,1,513,125,1
10,0,583,3,1,280,44,7
37,0,987,1,0,532,134,1
6,0,1035,24,20,428,159,1
27,0,699,1,0,326,29,7
84,0,626,2,1,310,79,7
5,2,654,5,2,322,77,1
22,0,1032,2,0,423,79,14
41,0,741,5,4,440,81,1
19,12,771,11,11,388,70,7
7,0,1049,1,0,407,77,14
36,0,871,1,0,323,70,1
7,0,1021,26,23,425,162,1
10,6,848,8,4,402,79,1
16,0,595,2,1,282,13,1
8,1,1010,11,6,380,68,14
23,0,1074,3,1,453,183,7
30,0,975,11,10,484,110,1
101,0,861,1,0,406,124,1
15,0,1066,32,30,440,174,1
15,0,812,2,1,394,122,7
74,0,805,2,2,423,76,14
39,0,882,1,0,407,124,1
25,13,492,12,9,281,47,1
13,1,971,3,1,365,59,1
6,6,996,21,6,383,75,1
9,0,936,6,5,413,128,1
21,0,971,35,33,552,141,1
10,0,1079,1,0,451,180,7
3,2,1078,4,3,448,182,1
22,22,449,19,16,280,56,1
3,0,842,17,15,402,123,1
10,0,966,12,11,407,132,1
35,0,641,1,0,348,24,365
9,7,766,8,4,410,71,90
9,1,1244,4,1,531,170,7
21,0,997,20,18,501,118,1
7,0,671,2,1,328,85,1
5,3,1086,8,3,446,178,1
8,0,690,7,3,311,87,1
8,0,983,13,12,411,143,1
34,0,847,2,1,409,82,7
5,3,693,7,6,393,75,7
15,1,675,2,0,330,78,1
9,8,990,29,14,507,127,1
12,1,1185,4,1,525,186,1
7,0,1290,1,0,525,151,1
77,0,472,2,1,283,32,14
18,2,818,2,1,384,76,1
27,0,637,4,3,275,24,7
75,0,1309,6,3,488,136,1
6,0,1187,2,1,526,185,1
8,2,1253,3,2,529,160,1
23,0,694,2,1,325,77,7
23,0,491,3,1,289,53,1
23,0,680,2,0,420,78,90
7,0,503,1,0,299,55,365
7,6,1129,14,6,451,174,1
9,2,1033,10,4,420,154,1
53,0,504,1,0,300,55,1
33,0,822,5,4,414,129,7
19,0,690,1,0,318,23,365
11,37,473,5,1,273,72,1
19,0,974,27,26,517,130,1
105,2,523,3,0,294,54,90
25,0,631,1,0,317,25,365
10,0,1041,23,20,428,157,7
45,0,1039,1,0,427,162,1
25,19,455,23,16,272,55,1
51,1,662,4,1,283,25,90
10,9,460,11,8,270,73,1
6,0,660,1,0,309,23,30
26,0,1065,1,0,442,175,1
5,6,455,5,3,272,38,1
8,6,905,16,6,332,63,1
22,3,687,5,3,334,87,7
50,0,1032,1,0,421,157,1
8,7,1034,27,13,469,102,1
7,0,869,2,0,327,70,14
4,7,848,24,9,323,76,7
25,0,620,1,0,324,26,30
20,0,818,1,0,448,104,7
26,1,892,2,1,381,73,1
4,0,1148,45,44,469,172,1
28,0,851,1,0,387,78,365
7,8,783,6,1,363,75,1
88,0,695,1,0,336,83,7
26,0,831,3,2,425,76,1
91,5,873,6,3,386,69,7
62,0,844,2,0,396,74,30
61,4,1047,8,3,566,141,1
40,0,832,1,0,429,82,14
8,0,1009,6,4,541,135,7
11,0,807,2,0,424,76,180
10,15,499,17,14,270,72,1
85,0,1246,2,1,535,169,1
17,0,1169,1,0,473,174,1
2,1,676,1,0,335,25,1
17,0,513,1,0,299,29,1
4,0,573,3,1,339,29,180
30,1,1003,4,1,388,66,7
10,0,750,1,0,354,75,1
31,0,678,1,0,410,77,1
7,28,1006,18,17,413,149,1
4,0,823,6,4,395,114,1
15,0,520,1,0,297,51,90
7,0,811,2,0,416,88,7
17,0,840,11,6,407,115,7
10,0,798,1,0,400,121,7
6,0,1318,2,0,488,135,1
75,0,975,5,3,378,83,1
66,0,503,2,1,300,56,14
12,0,733,2,0,356,94,1
20,0,1041,1,0,426,159,1
4,50,1018,21,20,424,161,1
111,0,792,3,1,384,76,30
28,0,556,1,0,285,14,90
28,3,790,6,3,385,110,7
4,3,443,6,2,268,70,180
7,0,986,15,14,411,145,1
7,0,830,1,0,425,83,30
41,0,639,3,3,274,24,7
42,0,1037,21,20,421,161,30
123,0,940,2,1,337,84,180
62,0,836,3,2,401,119,1
3,0,1079,2,0,452,179,1
22,0,970,36,35,552,142,1
7,7,906,22,7,332,64,7
56,0,1028,1,0,418,152,1
10,0,1165,46,45,470,174,1
11,0,832,1,0,417,85,1
15,0,1055,4,2,407,77,1
20,0,982,26,25,512,129,1
41,0,1219,1,0,523,152,30
18,0,816,9,8,427,84,1
12,1,637,1,0,319,79,1
10,0,839,3,1,407,125,1
14,15,520,15,9,296,51,1
33,15,494,16,11,296,56,7
8,0,1018,6,3,413,76,1
27,5,982,10,4,382,75,1
28,0,758,7,6,404,67,7
15,0,562,4,2,310,78,365
61,4,972,10,4,372,75,7
7,9,1019,18,9,553,140,1
13,0,1185,3,1,519,184,7
71,0,587,1,0,274,44,180
40,0,1328,2,1,518,149,7
7,31,788,31,29,368,75,1
87,0,1056,2,1,439,169,1
8,16,493,12,11,280,45,7
34,0,702,1,0,388,75,90
3,0,445,2,0,283,57,14
6,0,912,1,0,344,64,7
57,0,1010,1,0,381,68,7
10,21,501,14,13,282,47,1
8,1,1169,1,0,475,177,1
36,0,688,1,0,316,85,7
38,2,768,7,2,434,80,7
10,0,813,1,0,391,119,1
19,0,981,25,24,507,128,1
197,0,673,1,0,321,78,1
8,4,935,4,3,409,127,7
10,18,502,20,16,278,74,1
19,0,972,28,27,520,131,1
42,0,477,6,4,276,77,90
21,1,1083,3,1,449,179,7
16,0,1037,8,6,491,104,1
18,0,981,10,9,483,109,1
2,0,960,24,19,405,130,7
55,2,488,7,2,277,43,90
8,4,1049,17,8,406,77,14
18,5,433,3,2,275,33,1
4,3,988,16,3,376,68,1
7,0,1047,6,0,404,79,30
27,0,1030,1,0,440,86,7
27,0,849,1,0,383,85,90
8,3,827,3,1,394,74,1
30,0,686,1,0,337,88,14
16,0,978,13,11,490,111,1
17,0,1232,9,0,526,151,1
8,0,1084,2,0,450,178,7
9,0,966,10,9,403,131,1
3,0,851,1,0,388,78,14
16,0,988,16,14,413,145,1
46,0,1205,2,0,502,182,1
6,0,914,1,0,334,83,1
4,5,1026,21,10,434,85,1
9,0,1047,8,0,406,79,30
27,0,963,7,8,363,56,7
58,0,562,1,0,247,11,180
19,0,1034,27,24,428,163,7
7,0,1070,2,0,465,95,1
11,6,661,23,10,322,83,14
15,0,1031,3,0,427,163,1
6,8,1137,18,8,462,179,1
6,5,1053,12,0,401,76,30
7,7,767,5,0,362,74,1
119,3,862,1,0,317,75,1
11,0,1170,47,45,474,174,1
5,0,580,2,0,344,31,1
10,0,1051,2,0,374,63,7
17,1,1190,5,1,524,181,1
28,0,793,2,0,387,111,14
24,0,724,1,0,341,78,1
24,0,896,5,2,511,125,7
9,2,949,11,4,360,59,14
6,12,695,11,9,392,75,1
110,0,1027,7,6,487,103,1
35,0,1060,1,0,435,171,7
21,0,568,7,5,315,78,1
25,9,487,11,7,274,41,1
11,0,1169,48,47,487,177,1
10,0,671,1,0,410,78,1
55,0,937,1,0,516,128,1
39,20,562,2,0,308,76,30
37,0,942,1,0,524,131,7
6,4,934,16,8,408,127,7
73,0,1011,1,0,376,68,30
31,0,930,1,0,512,129,7
5,0,864,1,0,386,70,7
62,0,973,2,1,373,76,30
11,66,1071,28,27,443,181,1
18,2,827,4,3,396,81,365
40,0,694,1,0,333,83,7
14,0,848,3,2,399,74,7
3,48,1049,24,23,424,161,1
11,62,1067,26,25,436,170,1
24,0,1006,2,0,545,142,1
24,0,851,1,0,398,74,1
19,3,1016,5,4,380,68,14
10,32,798,32,30,374,76,1
9,0,769,2,0,377,102,7
31,0,844,1,0,404,79,90
95,0,552,1,0,310,77,14
2,0,1325,1,0,505,143,1
60,0,992,1,0,386,68,90
20,5,1036,8,5,488,103,7
85,0,610,1,0,276,23,365
29,0,840,4,1,329,77,7
68,2,487,5,0,272,41,90
10,0,679,1,0,287,25,1
27,0,816,2,1,422,89,1
4,0,743,1,1,440,81,90
18,3,815,5,2,382,71,7
16,14,488,13,10,283,49,1
11,0,830,2,0,426,83,30
12,0,809,1,0,436,98,14
20,0,976,32,31,540,137,1
15,0,661,2,0,350,23,365
18,0,962,1,0,373,79,1
10,0,974,2,0,515,130,7
31,0,1007,1,0,552,139,7
6,0,1079,40,37,450,179,1
18,0,981,9,8,482,108,1
10,11,467,13,10,273,74,1
5,37,1028,20,19,420,155,1
44,0,797,1,0,389,78,90
13,3,667,5,2,326,83,1
30,0,837,3,2,489,123,90
11,7,811,25,9,328,76,7
18,0,1330,6,0,505,143,7
16,2,707,3,2,346,87,1
5,0,711,2,0,349,89,1
18,0,808,6,5,433,78,7
9,0,1133,1,0,453,175,1
10,8,457,10,8,268,73,90
6,7,1031,17,0,407,76,30
71,0,871,2,1,326,71,7
29,0,958,4,1,362,72,7
69,0,490,1,0,288,56,1000
6,0,841,1,0,411,129,7
22,0,1182,5,4,526,183,1
58,0,840,2,0,384,73,7
156,0,978,7,4,523,133,7
11,0,1213,2,1,523,151,1
9,0,958,9,7,409,130,7
139,0,572,5,4,336,32,1
42,0,1029,25,21,429,160,14
12,1,673,6,5,286,24,1
17,1,586,5,2,337,27,7
37,0,1072,1,0,446,182,7
9,15,1008,6,9,386,66,7
30,2,565,7,4,340,31,30
249,0,1319,1,0,488,136,7
20,0,987,8,7,482,107,1
17,0,937,2,1,414,122,1
13,0,1059,30,29,432,169,1
23,0,1105,2,0,447,173,7
10,1,751,2,0,356,76,30
14,55,1045,25,24,438,167,1
6,42,1030,21,20,420,156,1
13,0,1036,19,18,423,157,1
8,14,987,8,7,367,62,7
59,0,1033,1,0,553,136,30
3,0,715,2,0,319,93,90
20,1,676,6,2,410,78,7
32,0,778,1,0,324,91,7
5,4,763,8,4,378,101,1
11,0,1034,2,1,431,166,1
19,0,997,18,17,498,117,1
155,3,838,4,3,397,122,14
15,0,1042,1,0,437,168,7
10,0,699,3,0,341,85,1
10,7,1326,15,7,519,148,1
4,0,527,2,0,313,27,1
9,3,981,8,3,502,122,1
44,1,969,2,1,350,53,1
21,0,733,4,3,434,80,1
6,8,450,6,4,274,39,1
7,0,937,4,0,330,76,1
15,0,999,2,0,538,135,365
12,0,557,1,0,317,77,7
16,0,802,10,9,426,83,1
23,1,435,1,0,274,32,1
21,0,636,1,0,312,79,7
93,0,744,4,1,391,71,180
6,0,820,1,0,392,108,1
24,2,833,3,2,396,81,30
7,0,1043,28,25,427,163,1
65,0,1286,2,1,524,151,1
9,0,689,2,0,423,78,30
18,0,997,21,20,498,120,1
2,0,765,1,0,373,102,7
10,3,662,4,2,324,83,1
11,0,1000,5,0,388,69,7
6,4,928,13,8,414,125,1
22,25,672,3,0,328,78,1
15,0,1066,5,3,464,95,7
9,0,1104,41,39,451,182,1
18,0,738,3,2,393,71,14
28,0,830,2,1,392,74,7
26,3,502,10,4,305,30,7
8,0,830,1,0,401,118,1
6,0,822,5,0,394,110,1
80,0,782,1,0,386,73,180
7,2,1061,3,0,436,168,7
7,0,1037,2,0,494,105,7
2,0,790,7,1,385,107,1
5,0,1038,2,0,447,94,7
28,0,738,1,0,357,95,1
87,1,998,3,1,386,66,1
10,0,860,2,0,382,74,7
8,1,499,3,2,279,49,365
6,1,1186,2,1,521,178,1
6,0,433,1,0,278,33,7
22,0,750,1,0,320,91,1
23,18,458,22,15,277,57,1
36,0,945,1,0,330,79,1
28,0,842,1,0,398,77,1
18,0,690,2,0,327,23,7
8,2,958,7,3,352,58,7
35,0,1061,1,0,385,64,7
152,0,601,2,0,299,18,1000
7,0,641,1,0,335,21,7
8,0,911,1,0,331,81,7
69,1,627,2,1,314,80,7
5,0,971,25,19,407,135,1
9,0,915,1,0,327,80,1
20,7,1028,7,5,419,152,1
62,0,705,1,0,386,75,365
5,13,975,11,10,410,141,1
16,2,1080,6,2,442,179,7
32,0,937,1,0,414,128,1
5,0,778,4,0,413,68,14
8,0,998,1,0,387,66,1
24,0,757,2,0,370,101,1
8,50,1053,23,24,431,159,1
14,0,903,5,3,404,125,1
8,1,609,2,0,276,43,90
6,0,798,2,0,386,108,1
5,0,934,2,0,525,129,7
17,0,993,15,14,493,114,1
53,0,931,1,0,326,73,1
6,0,838,14,12,404,123,1
11,23,570,25,22,311,74,7
6,0,844,1,0,410,81,1
21,0,786,1,0,435,80,14
2,2,845,4,3,396,76,7
25,1,800,3,0,431,76,1
17,11,962,9,5,389,70,7
5,0,1180,2,0,511,182,1
11,0,1033,1,0,431,165,1
2,0,791,8,1,386,107,1
4,0,578,1,0,342,33,90
101,3,968,3,2,532,135,7
21,0,981,24,22,504,122,1
75,0,984,1,0,354,52,7
47,0,1247,1,0,534,170,1
35,0,1047,1,0,425,161,1
36,16,1176,12,6,489,178,7
54,2,827,2,1,483,117,1
25,1,866,1,0,401,78,1
6,2,983,14,2,374,67,1
5,7,930,26,10,514,129,1
7,0,983,14,12,411,143,1
20,0,433,4,2,259,53,1
34,1,586,4,0,336,27,1
9,0,905,18,16,405,125,1
6,2,1192,6,2,524,183,1
15,0,539,3,1,293,75,90
5,9,842,9,8,406,126,1
31,0,476,5,3,275,76,1
23,0,764,6,0,407,69,90
9,22,489,15,14,284,50,1
8,8,932,9,7,415,127,1
88,0,1014,1,0,410,76,1
60,0,778,5,0,414,68,14
14,0,830,1,0,458,107,7
7,26,991,17,16,416,148,1
19,0,978,12,11,488,111,1
103,0,911,1,0,515,123,365
5,7,937,8,7,409,119,7
5,2,682,4,2,335,88,7
34,0,1060,1,0,385,63,365
4,3,788,5,3,386,110,1
4,0,495,7,4,273,75,90
10,0,434,2,0,274,33,365
44,6,1026,10,7,495,110,7
9,7,473,8,5,278,72,1
28,1,810,3,1,412,127,7
10,12,468,14,10,275,74,1
15,4,467,5,3,268,70,1
26,0,637,2,0,301,24,180
17,0,492,1,0,305,28,180
4,0,811,6,0,420,88,7
8,2,805,15,2,414,88,1
15,0,1028,1,3,366,57,7
8,11,781,30,14,322,88,1
6,0,842,16,13,409,127,1
13,0,1063,31,30,439,174,1
7,0,1062,2,0,462,96,7
20,1,1044,2,0,437,167,7
19,2,1090,8,2,444,178,7
10,0,459,1,0,266,42,1
7,0,865,1,0,321,68,1
5,0,942,1,2,375,68,1
10,0,1047,2,0,400,79,30
30,0,794,1,0,419,72,14
13,0,993,1,0,379,79,7
7,0,1037,20,18,424,157,7
16,0,670,2,0,291,25,90
10,0,616,2,0,276,13,90
10,2,951,7,2,335,81,1
28,0,833,2,1,401,115,30
26,1,817,1,0,380,76,1
33,1,490,1,0,269,41,1
78,0,941,1,0,522,131,90
11,1,1040,4,1,376,63,14
20,0,766,4,0,412,67,7
35,0,768,2,0,410,72,7
4,0,934,20,17,410,127,7
13,0,1093,41,40,446,180,1
3,0,636,2,0,347,25,1
7,0,1262,1,0,540,171,1
4,15,528,13,13,289,76,90
35,0,973,2,0,375,76,30
68,0,461,2,0,280,60,30
47,11,497,12,8,276,44,7
15,7,840,7,6,405,115,7
15,2,954,5,1,338,80,7
4,35,1024,19,18,415,150,1
15,0,836,4,2,402,119,1
10,0,1315,3,1,488,135,1
16,20,439,25,18,261,55,7
15,0,1061,2,0,435,169,7
34,0,688,3,0,426,80,30
8,0,765,1,0,376,101,7
8,0,1135,3,2,447,172,1
10,20,543,22,19,297,73,1
8,0,1036,1,0,470,103,7
18,0,536,1,0,302,46,180
7,7,906,21,7,331,64,7
42,0,1200,1,0,505,181,1
38,0,1049,2,0,383,66,1
2,0,1305,1,0,528,152,1
182,0,577,4,3,346,33,7
10,14,498,16,13,273,75,1
31,0,828,1,0,398,118,1
53,1,937,3,0,413,121,1
24,17,471,20,13,286,56,7
5,0,635,1,0,352,40,1000
57,0,918,1,0,343,65,7
20,0,491,1,0,271,44,90
80,0,1053,1,0,376,63,30
26,2,646,1,0,338,21,7
27,0,1070,3,1,466,96,30
25,3,1057,8,2,384,63,1
84,0,895,2,0,329,79,14
10,2,1011,13,6,387,77,7
13,1,626,4,1,343,27,1
5,44,1037,22,21,425,159,1
16,0,807,7,5,433,77,7
9,0,1106,44,42,449,173,1
10,5,471,6,4,270,71,1
11,0,1044,2,0,427,161,7
9,0,967,11,10,404,132,1
5,1,1069,3,2,445,181,1
27,0,430,1,0,258,53,7
78,0,601,1,0,277,13,14
7,0,630,1,0,315,21,90
16,0,792,1,0,413,71,1
10,0,1213,2,1,500,181,1
9,0,667,5,4,288,25,14
11,0,883,1,0,385,87,30
13,6,729,7,6,353,93,1
7,0,1041,22,20,426,157,7
12,22,557,24,21,308,76,1
19,0,997,17,16,497,116,1
26,2,855,5,3,395,75,7
15,0,566,10,9,315,75,1
7,0,1128,2,0,457,177,1
20,0,1034,6,5,472,103,1
10,3,830,7,3,400,79,1
27,0,1137,2,0,462,177,7
12,1,996,3,1,543,135,1
5,2,946,1,0,409,129,7
4,0,688,7,0,424,78,30
16,24,497,19,16,285,52,90
175,0,580,2,0,337,28,7
11,0,443,1,0,269,36,1
14,13,678,14,11,415,80,7
53,0,647,1,0,355,23,365
88,0,763,1,0,406,68,14
10,19,535,21,18,298,72,1
3,10,927,12,10,407,126,1
9,3,1039,15,7,394,78,1
15,0,742,7,9,346,76,1
26,0,836,2,0,397,121,1
32,1,451,2,0,265,56,1
25,1,627,2,0,341,26,1
11,4,670,6,3,327,84,1
20,0,995,22,21,500,121,1
13,0,965,1,0,371,78,7
76,0,1254,1,0,525,152,1
14,0,556,1,0,333,32,1
56,0,869,4,0,329,70,1
11,0,472,1,0,284,32,1000
10,27,518,20,17,300,54,1
7,1,986,6,3,376,69,1
16,0,680,2,1,420,78,30
28,0,555,6,4,306,76,1
10,2,841,5,2,327,76,1
10,0,442,2,1,282,58,30
10,6,472,7,5,276,72,1
10,9,807,28,12,326,87,1
10,0,832,1,0,331,82,1
76,2,978,2,1,529,133,1
10,8,453,9,7,269,72,1
14,0,1093,4,1,444,180,1
6,5,1052,14,0,402,76,30
18,0,902,1,0,330,68,7
33,1,640,1,0,359,23,7
16,0,565,9,7,314,73,1
34,2,1181,3,2,526,183,1
14,1,656,1,0,336,21,1
39,1,556,1,0,307,78,30
19,33,816,33,31,379,76,1
11,1,705,2,0,344,85,1
17,13,469,8,7,269,46,1
12,27,713,28,27,336,77,1
45,0,491,4,2,290,54,7
20,0,989,30,29,534,133,1
13,0,502,2,0,283,49,1
5,0,1079,39,36,448,178,1
10,0,699,2,0,340,85,1
6,3,805,9,0,421,76,1
13,6,493,10,5,266,40,7
12,0,958,8,7,408,130,7
52,0,1133,1,0,459,175,7
20,2,846,3,2,324,76,7
39,2,440,1,0,271,31,1
89,1,990,3,1,371,61,1
10,26,674,28,26,322,79,7
21,1,1214,3,1,521,150,1
10,0,1008,18,17,414,149,1
150,1,938,2,1,331,76,1
12,0,979,3,0,544,138,1
24,1,939,2,1,523,131,7
14,7,840,8,6,406,115,7
18,15,487,11,9,276,43,1
22,0,1036,2,0,479,104,1
9,0,653,3,0,294,26,365
4,0,824,8,4,397,114,7
5,0,831,1,0,490,124,30
8,0,990,2,3,377,68,7
8,24,497,18,16,285,52,90
35,1,1003,3,1,387,66,1
17,0,997,16,15,497,115,1
26,0,835,1,0,398,121,7
222,0,999,1,0,537,135,1
10,24,553,26,23,312,77,7
65,0,608,4,0,259,15,7
6,13,774,11,10,388,72,1
15,0,692,4,0,324,28,365
9,3,1003,3,2,381,75,1
7,4,988,18,4,375,69,1
4,2,1007,8,4,385,76,7
4,0,1015,2,0,411,76,1
6,0,680,1,0,419,78,7
27,3,821,7,3,481,115,1
