@relation qpid

@attribute issuecleanedbodylen numeric
@attribute ncommitsbycreator numeric
@attribute ncommitsinproject numeric
@attribute nissuesbycreator numeric
@attribute nissuesbycreatorclosed numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {1,7,14,30,90,180,365,1000}

@data
85,0,980,14,0,363,23,1000
104,0,278,4,0,146,6,1000
120,0,638,15,0,299,10,1000
22,0,590,18,1,280,39,30
81,0,902,37,31,333,28,90
88,0,1231,13,13,352,93,180
145,0,621,55,141,148,6,1000
64,0,550,52,0,171,1,1000
80,0,403,15,2,218,14,1000
8,0,706,12,2,376,9,180
45,0,652,11,1,166,5,1000
19,0,650,12,5,284,24,180
265,0,692,1,0,341,18,90
81,0,1209,11,1,356,113,1000
46,0,301,5,0,165,7,1000
30,0,676,12,3,351,81,90
282,0,692,12,12,315,30,1000
29,0,702,31,2,198,5,30
74,0,605,4,0,222,13,1
35,0,717,45,3,333,36,180
40,0,620,8,0,242,9,365
62,0,719,39,0,132,8,1000
20,0,935,54,0,247,2,1000
6,0,587,33,9,279,39,1000
50,0,734,16,1,339,12,180
36,0,377,2,0,189,4,1000
86,0,781,30,0,207,9,1000
51,0,965,10,0,366,26,1000
35,0,682,8,1,190,6,1000
160,0,660,18,0,364,10,1000
69,0,679,7,1,311,55,30
98,0,603,25,7,221,13,1000
35,0,590,10,0,148,13,1000
54,0,472,1,0,292,19,1
14,0,630,20,2,215,9,7
63,0,617,3,91,302,8,90
110,0,742,20,14,306,44,90
92,0,520,14,2,287,11,180
22,0,447,37,14,140,29,30
20,0,371,15,0,181,7,1000
47,0,865,7,0,116,2,1000
414,0,684,3,1,273,51,1000
124,0,826,1,0,203,7,180
127,0,1140,28,1,259,13,90
31,0,771,11,12,313,33,1000
46,0,822,11,3,243,8,1000
56,0,639,36,2,198,5,30
151,0,515,4,0,188,31,1000
67,0,783,4,9,316,32,180
34,0,650,4,12,330,45,180
72,0,375,1,0,179,6,1000
80,0,1232,61,54,353,96,180
221,0,1238,17,29,353,95,1000
27,0,658,6,0,158,5,1000
92,0,782,19,2,335,6,1000
19,0,636,17,6,301,11,1000
293,0,362,14,0,216,14,1000
152,0,603,6,0,339,19,1000
21,0,741,9,0,203,2,1000
49,0,658,10,2,206,7,1000
396,0,1074,1,0,353,127,1000
107,0,554,14,0,169,6,1000
88,0,432,9,0,149,22,180
138,0,366,23,5,187,6,14
24,0,563,33,2,248,35,1000
45,0,875,1,0,328,27,7
50,0,587,5,1,300,57,180
26,0,700,2,0,342,16,180
50,0,649,53,2,299,24,180
190,0,536,2,0,174,1,1000
62,0,898,12,4,330,28,90
223,0,610,7,0,161,1,1000
291,0,618,7,0,218,6,1000
78,0,555,5,1,219,34,1000
35,0,340,2,0,195,3,1000
21,0,368,20,6,135,6,1000
113,0,694,2,0,347,20,365
215,0,653,6,0,167,5,365
26,0,682,3,0,157,10,1000
33,0,903,14,2,247,8,90
9,0,894,2,0,227,8,14
63,0,584,17,1,160,7,1000
62,0,686,1,0,333,16,1000
108,0,592,8,0,157,6,365
84,0,362,11,0,172,8,1000
210,0,549,1,0,176,1,1000
59,0,703,13,1,284,7,90
77,0,681,15,4,301,28,14
45,0,727,28,0,342,10,1000
77,0,651,58,239,324,40,180
55,0,741,69,0,200,1,1000
19,0,496,24,12,117,29,90
50,0,674,1,0,338,8,90
51,0,589,1,0,329,20,30
38,0,726,3,0,132,6,1000
9,0,719,7,0,179,7,1000
70,0,665,1,0,184,4,1000
62,0,763,21,1,217,4,1000
31,0,539,18,2,314,21,1000
202,0,909,1,0,264,37,365
33,0,646,6,2,300,9,1000
50,0,921,1,0,156,6,1000
45,0,346,9,1,92,4,1000
64,0,450,36,13,150,27,180
182,0,594,13,0,174,1,1000
43,0,569,2,0,202,6,180
172,0,380,23,4,181,7,1000
19,0,841,17,0,214,7,90
111,0,1295,1,0,270,20,30
13,0,443,21,3,161,21,1000
55,0,734,27,11,299,46,90
99,0,712,16,11,297,51,7
43,0,1337,27,170,277,90,365
43,0,799,7,1,188,4,90
57,0,677,7,0,301,6,90
763,0,753,6,2,92,2,1000
99,0,567,23,3,297,37,180
53,0,606,1,0,326,5,1000
63,0,716,20,72,347,35,180
48,0,885,7,2,325,27,365
47,0,511,23,0,148,1,1000
232,0,494,37,15,320,99,30
56,0,827,10,0,206,9,1000
68,0,521,4,7,247,20,1000
39,0,468,36,14,137,29,30
78,0,1111,18,6,316,40,1000
64,0,1101,43,61,283,13,365
188,0,513,63,34,314,103,7
108,0,499,1,0,149,37,1000
24,0,696,11,0,189,6,90
84,0,902,5,0,246,8,90
108,0,280,3,0,159,7,14
225,0,600,5,0,219,14,1000
151,0,474,5,1,105,29,180
57,0,713,20,31,298,52,180
63,0,332,9,2,123,3,1000
34,0,650,10,0,288,24,180
38,0,347,8,0,193,8,1000
26,0,856,13,1,208,9,1000
85,0,670,50,1,170,2,1000
64,0,784,6,0,218,4,1000
90,0,1084,53,62,303,22,180
23,0,596,40,6,150,13,1000
40,0,700,13,0,347,17,365
84,0,344,1,0,96,6,1000
7,0,694,8,0,179,4,1000
148,0,235,1,0,152,2,90
20,0,680,19,0,286,29,90
31,0,895,27,0,218,9,1000
63,0,572,3,2,309,6,365
6,0,657,19,5,380,80,90
174,0,763,15,5,335,10,1000
64,0,476,39,18,182,33,1000
66,0,604,21,66,318,5,1000
54,0,650,8,18,300,34,90
20,0,736,28,5,350,10,365
118,0,501,1,0,140,32,1000
16,0,691,8,0,184,4,1000
22,0,544,14,8,297,64,180
32,0,442,5,0,131,6,1000
72,0,720,22,12,343,35,365
36,0,718,2,0,182,9,1000
215,0,686,3,0,370,9,1000
53,0,348,4,13,90,4,7
38,0,704,1,0,333,33,180
35,0,485,30,28,329,81,30
137,0,1113,2,0,348,121,1000
9,0,604,13,3,246,9,180
10,0,569,17,1,319,20,1000
139,0,694,14,0,200,3,1000
18,0,563,6,0,176,1,1000
51,0,630,16,0,283,23,90
359,0,711,1,0,295,7,1000
86,0,368,2,0,178,8,1000
50,0,674,21,8,329,39,180
30,0,637,19,1,260,9,1000
119,0,626,6,1,157,5,1000
163,0,586,5,2,303,41,1000
9,0,764,34,6,356,13,180
37,0,668,26,1,304,7,90
50,0,625,48,9,288,19,7
19,0,481,1,0,137,30,1000
31,0,540,1,0,189,7,1
323,0,524,28,2,244,20,365
28,0,579,53,1,158,2,1000
32,0,603,7,0,342,19,1000
318,0,1250,2,2,276,77,1000
16,0,934,50,0,243,2,1000
38,0,638,6,0,301,11,1000
66,0,765,50,3,305,31,180
33,0,725,28,1,337,9,365
142,0,728,28,10,251,18,365
61,0,276,30,0,82,6,365
36,0,614,23,1,149,1,1000
47,0,683,9,1,264,51,1000
148,0,711,17,12,333,34,180
83,0,280,20,1,156,6,1
57,0,693,24,0,332,10,1000
177,0,642,49,236,318,52,1
33,0,486,9,0,289,20,1000
176,0,729,13,8,334,36,180
26,0,590,4,0,346,91,90
136,0,645,8,9,297,33,90
157,0,716,2,0,284,54,1000
59,0,756,1,0,210,4,1000
73,0,555,29,0,170,34,1000
74,0,712,15,12,332,35,180
135,0,718,7,0,173,8,1000
25,0,620,1,0,244,9,180
12,0,719,8,0,173,8,1000
95,0,971,17,1,360,27,1000
62,0,604,3,0,145,1,1000
120,0,740,14,0,214,6,1000
77,0,720,9,2,336,11,1000
29,0,703,16,2,280,7,1000
61,0,314,18,0,71,2,1000
17,0,645,4,0,283,35,1000
94,0,930,3,0,186,6,7
41,0,633,8,2,166,5,1000
80,0,571,2,1,306,6,30
73,0,647,4,0,291,11,180
157,0,1402,20,71,284,29,7
106,0,736,8,0,193,9,1000
17,0,701,33,2,198,5,1000
11,0,445,4,0,104,9,1000
72,0,568,11,0,262,32,1000
133,0,650,11,14,323,40,1
22,0,608,5,0,285,21,90
56,0,578,20,0,325,20,1000
65,0,541,7,2,57,2,1000
13,0,526,50,3,293,11,180
76,0,490,57,6,182,34,1000
25,0,359,6,0,181,7,1000
140,0,750,15,3,354,13,1000
117,0,534,42,12,328,83,14
130,0,960,23,4,370,28,365
64,0,646,22,1,193,7,1000
188,0,543,3,0,296,8,1
230,0,687,7,0,182,1,1000
57,0,678,35,5,299,24,7
52,0,554,11,0,176,1,1000
51,0,1196,25,23,352,114,180
25,0,695,28,2,188,11,1000
24,0,378,4,1,180,6,1000
30,0,784,3,0,316,34,180
99,0,1217,6,0,271,14,90
8,0,708,4,0,177,9,1000
43,0,749,33,6,353,13,180
119,0,578,14,13,291,34,1
43,0,366,23,6,185,7,1000
106,0,752,18,1,338,12,90
318,0,937,19,6,345,28,365
89,0,530,14,0,294,10,180
223,0,629,2,0,144,2,1000
79,0,693,8,0,298,50,180
124,0,943,4,2,350,28,1
15,0,433,31,6,206,6,1000
67,0,404,8,1,100,11,1000
114,0,538,1,0,297,8,180
22,0,590,16,3,332,20,1000
20,0,641,5,1,289,25,90
101,0,548,19,1,159,6,30
48,0,690,13,0,181,4,1000
191,0,1264,65,62,355,92,180
46,0,697,29,70,256,18,90
19,0,580,13,2,196,6,1000
45,0,751,23,1,212,4,1000
70,0,679,9,0,308,26,180
25,0,703,18,2,282,7,1000
124,0,341,17,2,98,5,1000
81,0,941,3,3,272,44,365
44,0,641,29,0,175,1,1000
103,0,1113,40,54,319,36,180
129,0,1248,63,62,350,88,180
37,0,740,10,2,290,33,1000
183,0,723,22,8,298,24,14
194,0,96,7,0,26,1,1000
103,0,618,10,0,166,5,1000
186,0,643,3,0,284,10,180
294,0,742,5,0,305,45,1
30,0,572,6,0,203,7,1
179,0,931,9,0,228,13,1000
49,0,346,18,2,125,4,1000
46,0,683,1,0,287,29,1
31,0,857,20,2,208,9,180
11,0,910,16,0,190,3,1000
47,0,720,11,0,185,7,1000
80,0,600,9,3,154,6,1000
70,0,524,4,0,295,10,1
43,0,615,13,9,357,89,90
98,0,735,20,14,303,48,90
11,0,891,22,30,329,27,365
33,0,400,4,0,117,6,1000
35,0,654,15,0,204,8,1000
179,0,574,8,0,233,11,1000
123,0,606,30,0,81,1,180
14,0,589,41,0,329,10,1000
41,0,492,4,0,298,20,1000
49,0,672,4,0,162,6,14
46,0,283,3,0,164,7,1000
39,0,677,18,0,142,11,1000
81,0,627,12,0,187,3,14
76,0,728,30,10,253,18,365
55,0,533,17,0,164,1,1000
222,0,966,9,1,369,24,365
27,0,913,20,2,229,13,1000
36,0,603,24,0,159,1,1000
46,0,714,22,0,195,2,1000
38,0,887,9,0,220,7,7
53,0,749,22,5,350,13,1000
27,0,625,19,1,244,7,365
19,0,747,2,0,209,2,1000
22,0,539,9,0,96,26,365
384,0,681,50,0,200,2,1000
142,0,739,28,0,187,4,365
44,0,627,12,2,205,8,365
160,0,693,61,10,307,32,90
29,0,619,15,0,223,6,1000
15,0,672,28,6,320,9,180
59,0,128,8,0,36,1,1000
9,0,651,22,3,156,11,1000
117,0,746,30,12,299,37,90
76,0,671,24,17,331,15,180
32,0,872,20,0,209,9,1000
235,0,708,12,0,337,10,90
10,0,574,10,2,228,11,1000
57,0,837,5,1,205,7,1000
87,0,507,31,1,271,20,30
41,0,540,34,236,299,75,180
120,0,581,13,0,172,1,1000
80,0,529,6,0,227,17,365
22,0,684,8,0,207,3,1
8,0,1395,29,170,275,98,365
42,0,461,13,20,168,22,1
151,0,440,45,4,156,21,1000
43,0,308,10,5,94,6,1
129,0,927,32,3,149,5,1000
47,0,965,6,0,362,26,1000
184,0,472,76,34,317,92,7
20,0,345,17,0,97,6,1000
32,0,739,29,0,188,4,365
220,0,867,49,1,189,2,1000
27,0,612,2,8,293,33,365
78,0,505,18,1,272,20,14
51,0,1251,17,0,267,18,7
39,0,682,8,0,153,10,1000
49,0,515,18,15,186,30,1
44,0,892,1,0,216,9,180
26,0,366,22,6,137,6,1000
17,0,653,52,239,329,49,180
51,0,1344,3,1,277,90,365
4,0,788,32,0,208,7,1000
68,0,757,15,0,217,5,1000
62,0,688,26,0,178,1,1000
145,0,170,13,0,54,1,1000
29,0,667,32,5,304,7,90
155,0,424,19,0,208,6,180
59,0,458,10,7,198,7,1000
316,0,604,2,3,159,6,1000
93,0,691,32,10,265,18,365
61,0,624,3,0,136,1,90
110,0,1196,11,0,273,13,90
46,0,913,1,0,190,3,1000
41,0,449,2,0,212,6,1000
94,0,606,4,0,201,6,1000
63,0,895,12,0,223,7,1000
18,0,751,22,2,195,4,90
606,0,533,4,0,311,20,1000
35,0,970,13,0,361,27,30
25,0,544,11,8,294,64,180
63,0,508,22,12,319,118,90
292,0,631,4,0,171,5,1000
79,0,444,7,2,217,15,1000
45,0,961,53,2,358,28,365
38,0,589,1,0,185,8,1000
28,0,693,2,0,329,35,90
26,0,1126,11,0,268,13,1000
23,0,396,28,1,82,3,1000
74,0,273,4,0,141,6,1000
16,0,611,35,2,183,4,14
135,0,710,4,0,170,7,1000
372,0,696,10,3,295,50,180
139,0,779,34,2,348,13,365
114,0,487,75,36,330,82,180
53,0,575,30,5,305,6,365
109,0,779,7,1,337,34,7
70,0,662,17,8,321,53,90
32,0,683,13,14,307,30,1000
89,0,408,9,1,206,5,1000
24,0,467,32,13,124,28,7
27,0,597,23,2,221,11,1000
82,0,763,24,1,352,13,1000
13,0,541,20,36,300,8,180
48,0,521,3,7,246,20,1000
165,0,612,1,0,243,7,1000
48,0,681,8,5,206,3,1000
26,0,752,43,16,298,29,365
26,0,807,17,0,198,6,1000
84,0,738,17,15,300,49,1000
94,0,462,73,36,309,89,90
7,0,1049,20,30,354,129,180
68,0,746,20,0,332,12,1000
67,0,662,27,2,210,8,365
85,0,708,25,0,339,10,1000
33,0,645,11,1,197,6,1000
63,0,515,5,0,188,31,90
15,0,699,21,0,333,10,90
18,0,888,2,0,233,9,365
42,0,725,3,0,197,1,1000
498,0,799,1,0,188,2,90
31,0,697,12,19,324,33,90
38,0,507,27,10,265,21,1000
104,0,494,14,20,328,119,90
74,0,699,9,0,188,3,1000
70,0,410,17,0,205,5,1000
18,0,546,16,2,223,17,1000
61,0,517,2,0,280,22,365
101,0,569,27,21,283,41,1
115,0,579,16,2,237,9,180
138,0,355,1,0,206,10,1000
177,0,642,50,236,319,52,1
13,0,682,4,3,320,14,1000
76,0,578,14,0,201,8,1000
113,0,640,12,1,170,4,1000
76,0,668,38,141,233,42,1000
54,0,516,5,0,278,22,1000
19,0,474,19,12,97,26,1000
54,0,784,20,0,337,11,365
88,0,423,12,0,175,7,1000
40,0,807,1,0,99,2,1000
53,0,897,8,1,150,7,1000
71,0,581,44,236,304,62,1000
51,0,689,3,0,185,1,1000
13,0,431,1,0,177,7,1000
30,0,495,17,15,183,30,1000
88,0,687,12,5,286,31,30
136,0,800,48,16,305,29,90
129,0,543,11,0,190,8,1000
91,0,534,33,236,286,65,180
80,0,903,30,4,154,7,1000
50,0,968,7,0,372,24,7
265,0,788,29,0,233,7,1000
32,0,706,22,0,174,9,1000
22,0,701,34,2,199,5,90
62,0,1113,2,0,283,14,1000
163,0,744,4,0,352,13,365
48,0,1136,1,3,281,68,365
60,0,838,30,0,206,7,1000
91,0,427,3,0,62,4,1000
10,0,470,14,3,136,29,1000
85,0,688,38,0,132,7,365
582,0,702,11,2,376,9,1000
35,0,608,18,1,234,8,180
34,0,868,19,3,266,12,90
151,0,754,5,2,337,36,1000
39,0,574,25,2,191,6,1000
36,0,711,23,0,206,1,1000
104,0,1103,43,61,276,15,180
229,0,683,49,0,200,2,1000
73,0,345,12,1,97,4,1000
167,0,639,8,0,204,9,90
48,0,543,11,0,132,11,1000
48,0,965,14,0,370,26,1000
6,0,607,7,3,328,5,1000
59,0,719,14,0,205,1,1000
11,0,838,22,31,312,27,90
66,0,810,14,6,307,28,90
104,0,498,31,5,221,15,1000
48,0,629,7,1,152,5,1000
56,0,439,44,4,153,21,180
91,0,698,1,0,326,34,1000
38,0,650,50,0,352,11,1000
85,0,765,35,6,359,13,180
50,0,1308,30,67,266,18,7
28,0,781,16,73,336,34,180
77,0,880,32,31,330,27,90
70,0,575,38,183,305,6,365
4,0,522,53,3,297,11,180
18,0,727,16,6,106,12,30
13,0,620,8,1,335,11,1000
131,0,595,4,0,197,6,1000
95,0,705,14,0,147,11,1000
58,0,1264,64,62,354,92,180
50,0,590,11,0,154,2,1000
61,0,580,25,4,230,11,1000
67,0,757,69,0,202,1,1000
54,0,359,7,0,184,7,1000
267,0,1231,16,159,274,17,90
31,0,571,3,0,220,17,365
48,0,728,27,10,250,18,365
42,0,1106,39,53,318,36,180
177,0,530,17,2,318,15,1000
41,0,749,22,2,296,15,180
67,0,336,11,2,120,3,1000
26,0,589,5,0,300,58,1000
52,0,1132,22,23,349,117,180
185,0,592,25,3,191,10,1000
46,0,911,15,2,248,8,365
16,0,696,25,10,302,24,7
61,0,535,17,0,297,11,180
60,0,506,64,36,314,106,30
26,0,549,5,0,164,6,1000
26,0,1158,11,0,261,13,365
129,0,1231,15,5,344,84,1000
47,0,673,40,0,133,8,1000
108,0,331,4,0,200,11,1000
30,0,691,17,31,285,51,180
72,0,812,50,16,308,28,90
22,0,609,1,0,282,21,14
28,0,671,11,51,326,39,180
58,0,434,9,2,210,6,1000
174,0,489,3,0,285,23,1000
52,0,623,17,8,313,55,180
85,0,681,23,7,299,27,1
267,0,679,1,0,312,55,90
23,0,895,22,0,213,9,365
57,0,510,57,2,283,11,180
40,0,925,2,0,194,6,1000
22,0,458,7,1,116,10,1000
97,0,529,5,2,316,15,1
20,0,941,4,0,350,27,1000
65,0,639,42,62,315,52,1000
121,0,694,1,0,306,31,180
123,0,723,24,10,285,53,180
231,0,455,1,0,120,15,1000
41,0,342,18,2,99,5,1000
77,0,677,17,0,141,11,1000
77,0,680,1,0,343,56,90
56,0,448,31,5,219,15,1000
66,0,745,16,1,197,9,1000
89,0,543,14,5,309,21,1000
26,0,710,13,1,376,9,1000
9,0,555,11,0,222,34,90
82,0,621,54,141,147,6,1000
302,0,610,12,1,235,8,1000
184,0,595,5,0,198,6,1000
46,0,558,5,3,197,8,1000
35,0,1118,9,4,311,45,1000
67,0,637,28,3,203,9,1000
21,0,683,22,0,344,18,1000
50,0,718,1,0,274,30,1000
58,0,502,28,4,262,20,14
59,0,861,12,0,263,14,90
18,0,494,8,0,249,19,1000
212,0,627,25,0,194,3,1000
97,0,735,14,15,289,59,1000
72,0,716,22,12,342,35,365
47,0,553,7,0,229,9,1000
313,0,335,5,0,193,11,1000
24,0,507,2,0,316,114,7
49,0,358,10,0,204,14,1000
64,0,466,4,0,122,17,90
38,0,659,2,0,175,1,1000
221,0,582,16,2,196,8,1000
39,0,670,8,2,133,8,365
145,0,619,11,0,242,8,365
204,0,572,1,0,264,33,1000
113,0,378,23,5,190,5,1000
74,0,264,15,0,67,2,1000
42,0,1048,10,0,262,5,90
18,0,371,16,0,182,7,1000
126,0,318,1,0,98,6,1000
272,0,540,18,0,164,1,1000
71,0,286,8,0,165,7,1000
69,0,746,14,0,215,6,1000
117,0,439,13,1,229,14,1000
173,0,905,3,0,223,14,1000
21,0,760,3,0,300,30,1000
199,0,903,31,4,155,7,1000
75,0,635,24,1,203,9,1000
66,0,1390,9,2,280,26,1
31,0,895,30,0,218,8,90
48,0,1258,12,28,275,78,365
63,0,444,35,4,145,25,180
22,0,465,51,4,173,29,1000
51,0,565,9,17,290,35,1
108,0,574,13,13,290,35,365
12,0,664,74,59,300,20,180
96,0,740,7,0,193,9,1000
60,0,941,33,170,271,44,365
72,0,1136,24,1,269,12,1000
74,0,662,19,0,290,24,365
80,0,626,42,17,355,90,30
195,0,653,89,27,376,85,90
162,0,361,19,1,198,5,1000
30,0,618,9,2,221,6,1000
26,0,848,20,0,216,6,90
229,0,640,6,7,320,53,180
46,0,739,31,0,88,2,90
6,0,410,36,6,90,8,1000
68,0,420,14,4,184,7,1000
29,0,511,22,0,148,1,1000
88,0,688,51,3,200,3,1000
30,0,780,7,0,229,5,1000
35,0,345,33,1,92,6,1000
13,0,1204,12,1,360,112,1000
136,0,571,16,0,305,8,1000
68,0,485,34,16,327,81,30
50,0,734,21,30,306,45,90
197,0,511,10,0,274,20,1000
128,0,694,25,0,329,10,1000
19,0,371,20,0,186,7,1000
24,0,741,20,15,304,46,1000
79,0,646,15,2,204,8,1000
94,0,1077,18,10,355,126,7
65,0,672,19,0,169,2,1000
33,0,487,31,2,290,20,1000
11,0,591,5,0,242,9,1000
64,0,576,2,0,141,13,1000
160,0,904,17,2,226,14,180
13,0,674,12,0,88,1,1000
208,0,679,2,0,340,56,90
116,0,784,20,0,217,4,1000
77,0,350,5,0,201,9,30
76,0,377,1,0,223,14,1000
30,0,630,13,2,208,9,90
9,0,620,22,0,240,9,1000
31,0,892,4,0,255,7,365
15,0,682,2,0,156,10,1000
88,0,902,40,31,336,28,90
62,0,991,6,0,367,25,1000
44,0,807,23,2,198,4,90
120,0,981,1,0,367,24,365
113,0,522,27,1,239,18,1000
84,0,681,9,1,302,30,7
14,0,735,33,1,350,12,1000
14,0,625,13,0,337,11,1000
95,0,1363,7,2,285,26,30
257,0,685,1,0,140,11,1000
73,0,748,24,1,212,3,1000
38,0,904,23,1,228,14,1000
41,0,672,4,1,190,6,1000
45,0,524,16,3,299,8,1000
24,0,963,58,6,363,28,365
14,0,740,34,0,194,4,1000
