@relation hadoop

@attribute issuecleanedbodylen numeric
@attribute ncommitsbycreator numeric
@attribute ncommitsinproject numeric
@attribute nissuesbycreator numeric
@attribute nissuesbycreatorclosed numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {1,7,14,30,90,180,365,1000}

@data
62,0,1104,9,0,690,0,90
25,0,32,6,6,568,28,1000
67,0,635,24,2,699,39,90
91,0,1320,12,32,1112,253,90
41,0,0,35,1,595,4,180
28,0,0,15,1,345,22,30
41,0,1131,18,29,941,7,180
20,0,924,18,0,963,6,30
43,0,0,17,2,330,17,365
48,0,906,42,0,943,6,180
136,0,1086,21,4,773,31,180
108,0,857,2,0,841,6,1000
130,64,1182,14,4,928,4,90
100,0,1441,9,3,1019,53,90
140,0,1445,2,0,1025,51,1000
25,0,1460,23,0,1139,95,1000
39,0,880,34,0,626,5,365
89,0,846,5,0,886,6,90
53,0,1100,10,10,741,6,1000
112,0,1356,95,54,1035,13,1000
26,0,1318,2,0,778,3,365
19,0,834,34,2,616,4,365
350,0,0,6,0,79,0,180
152,0,1092,13,20,786,10,1000
41,0,0,9,1,234,40,1000
146,0,955,2,6,920,10,180
84,14,1180,4,3,924,4,1000
48,0,0,45,12,269,39,1000
199,0,968,2,0,958,6,180
122,0,1390,9,1,1046,12,1000
23,0,774,16,0,581,3,365
40,0,1316,16,1,800,6,180
44,0,734,7,0,546,2,365
43,0,1122,17,0,723,0,1000
15,0,0,18,2,388,17,365
62,0,0,28,11,546,79,1000
78,0,836,36,43,1007,167,90
42,0,470,1,0,335,4,180
95,0,1439,31,0,883,59,365
27,0,1156,5,0,951,66,1000
207,0,0,11,0,159,0,1000
212,0,954,1,0,732,0,1000
27,0,1140,6,2,740,0,30
274,0,0,12,1,289,63,14
67,0,1122,1,0,961,0,1000
72,0,0,27,1,564,41,1000
60,0,0,19,0,92,0,1000
35,0,794,1,0,813,113,180
17,0,0,6,0,281,25,1000
29,0,0,17,0,563,37,365
53,0,586,16,1,614,0,365
34,0,0,2,0,567,40,1000
72,0,1052,1,0,987,6,90
70,0,0,2,0,19,0,1000
82,0,948,6,12,773,8,1000
29,0,883,5,1,760,7,180
119,0,0,1,0,257,33,1000
128,0,958,14,0,710,45,180
33,0,536,45,0,716,0,180
117,0,1184,1,0,783,27,365
103,0,0,28,12,565,40,1000
37,0,0,12,0,372,18,1000
145,0,592,8,0,586,0,1000
64,0,0,7,0,343,23,1000
213,0,1108,1,0,725,7,1000
65,0,1328,20,1,1101,197,1000
106,0,0,29,4,537,36,1000
30,0,1248,12,0,985,15,1000
169,0,1182,2,0,918,33,180
22,0,720,5,0,534,2,365
20,0,0,1,0,224,42,1000
280,0,0,5,0,332,15,1000
19,0,0,28,0,358,24,1000
34,0,0,6,4,632,16,365
77,0,998,15,0,901,0,1000
86,0,1322,22,10,1096,222,1000
5,0,842,6,0,679,7,180
208,0,0,2,0,322,21,1000
104,0,490,7,0,438,0,365
8,0,638,10,12,697,39,90
116,0,0,19,1,363,52,1000
37,0,1386,1,0,1123,5,365
29,80,1448,24,11,1011,31,90
28,0,1256,4,1,1070,45,30
93,0,854,24,6,668,7,180
108,0,844,29,6,679,7,180
116,0,889,15,7,818,172,180
18,0,0,17,4,532,39,90
90,0,0,18,1,292,53,1000
7,0,1260,3,0,808,43,1000
107,0,1090,6,0,956,0,1000
153,0,0,3,0,333,14,1000
39,50,1124,24,0,742,5,365
82,0,1524,62,27,811,30,180
93,0,885,9,0,755,7,180
17,0,1228,22,1,737,1,90
41,0,1370,17,17,1034,12,365
14,0,1070,5,3,785,33,1000
69,0,0,41,29,240,36,90
30,0,612,13,0,579,0,1000
78,0,0,1,0,590,30,365
31,0,0,25,1,556,44,180
35,0,0,45,12,628,13,1000
55,0,0,26,7,630,36,365
14,0,0,14,1,568,6,180
27,0,1006,2,0,726,14,180
86,0,1034,13,0,956,6,180
14,0,480,12,4,594,1,1000
133,0,0,27,2,505,6,365
22,0,1008,47,0,982,6,365
78,0,588,30,0,694,0,1000
28,0,1334,24,51,1098,191,90
48,0,0,3,0,547,0,1000
71,0,1368,1,0,763,54,365
40,0,1388,3,7,1118,104,1000
37,0,1426,16,1,754,51,365
43,0,1094,7,21,786,11,180
44,0,1446,15,1,1019,55,1000
160,0,0,2,0,279,57,1
47,0,0,19,0,218,0,1000
89,0,809,8,19,968,121,365
35,0,1092,4,0,881,22,90
73,0,0,9,3,633,46,365
36,30,1090,9,2,785,14,1000
52,0,594,2,0,511,22,1000
28,0,1010,46,2,977,6,90
32,0,0,25,4,562,85,180
37,0,1292,18,12,1092,271,180
46,0,768,1,0,828,9,90
19,0,1066,20,2,935,87,365
41,0,622,11,0,628,0,365
50,0,0,1,0,599,39,365
80,0,992,3,0,696,7,180
31,0,1381,24,1,898,1,180
50,0,1080,12,0,780,9,180
40,0,1104,8,8,837,6,90
19,0,952,13,1,871,0,1000
51,0,0,15,4,565,47,365
38,0,770,19,3,827,9,90
153,0,0,13,4,293,9,1000
84,0,890,1,0,684,53,90
62,0,0,1,0,85,0,1000
20,0,622,10,0,658,0,365
52,0,0,1,0,221,32,1000
86,0,1370,19,1,765,54,90
38,0,926,1,0,695,49,365
24,0,1384,7,0,825,76,180
55,114,1214,60,0,750,1,1000
39,0,842,13,0,891,6,365
19,0,1094,10,3,736,1,1000
76,0,1266,10,0,726,0,365
70,0,0,48,7,275,57,1000
155,0,1520,2,2,800,36,180
55,0,0,12,1,633,16,180
30,0,0,71,0,218,0,90
112,0,1010,49,3,900,19,180
49,0,0,4,0,504,8,365
35,0,1379,1,0,1041,16,1000
8,0,1282,25,19,999,110,90
42,0,626,8,0,650,0,1000
76,4,1194,7,3,742,71,30
54,0,572,1,0,648,0,180
62,0,0,22,1,592,7,180
9,0,608,7,0,673,0,1000
80,0,760,1,0,546,3,365
61,0,1066,19,1,773,33,1000
84,0,854,1,0,693,7,365
13,0,448,22,0,336,2,7
19,0,952,55,0,766,8,1000
66,0,0,17,0,367,43,1000
26,0,885,29,7,720,6,180
90,0,1488,123,5,1163,30,1000
33,0,1357,9,1,894,1,365
22,0,690,12,75,634,1,1000
122,0,328,5,0,565,5,1000
307,0,0,10,0,596,10,1000
61,0,0,46,8,279,63,1000
87,0,1064,19,0,916,0,180
85,0,1408,29,32,819,89,180
49,0,896,22,101,667,0,1000
46,0,0,4,1,498,8,1000
41,0,1288,82,82,1075,283,365
57,0,1140,23,7,791,33,90
40,0,974,9,0,709,0,365
216,0,1292,22,2,765,8,90
16,0,0,4,0,362,41,1000
343,0,0,20,1,336,14,1000
88,0,1244,4,2,911,3,365
36,0,0,25,1,340,37,1000
31,0,1142,10,3,928,26,180
14,0,1154,3,0,794,38,90
68,0,0,21,5,348,17,1000
164,0,1280,76,47,1000,80,90
78,0,1278,82,82,1081,271,1000
16,0,0,1,0,343,25,1000
89,0,1437,46,11,994,32,90
80,28,1312,15,7,765,20,1000
53,0,1104,105,26,937,94,1000
50,0,938,1,0,711,46,365
20,0,588,13,0,591,0,1000
49,0,1308,83,13,1072,44,1000
100,0,1052,1,1,755,10,1000
39,0,0,2,0,313,18,1
32,0,482,15,1,592,0,1000
14,0,0,41,13,635,16,180
132,0,1144,56,0,1022,44,30
28,0,610,11,5,711,3,90
48,0,0,1,0,236,42,1000
18,0,1448,50,11,1012,31,90
60,0,974,7,3,667,0,365
40,0,1184,3,0,742,68,365
117,0,571,3,0,803,15,180
17,0,0,15,0,265,39,1000
71,0,0,36,6,561,49,1000
50,0,0,50,0,180,0,1000
101,0,770,25,0,824,9,90
59,0,0,10,0,620,34,365
34,0,558,1,0,674,0,180
95,0,1354,28,6,1036,118,365
51,0,1010,57,1,904,19,180
68,0,1118,22,2,798,33,1000
84,0,1358,23,0,1012,9,1000
171,0,924,2,0,692,50,1000
193,0,0,1,0,216,0,1000
28,0,0,42,0,163,0,1000
377,0,1256,3,0,813,47,1000
15,0,600,15,18,689,4,90
43,0,0,13,1,620,19,365
14,0,976,9,0,710,0,365
18,0,0,1,0,579,39,365
26,0,1532,11,2,809,34,1000
359,0,0,14,1,331,19,30
42,0,1178,23,0,740,1,1000
16,0,482,52,0,333,4,365
42,0,0,12,0,233,37,1000
82,0,1306,6,1,778,9,1000
29,0,486,3,0,347,5,365
42,0,0,9,5,242,33,14
124,0,0,18,4,297,14,1000
48,0,702,18,1,628,1,1000
62,0,0,68,0,219,0,90
78,0,0,2,0,25,0,1000
50,0,0,11,1,505,6,365
37,0,0,8,5,234,40,1000
29,0,1396,88,0,1126,5,1000
127,0,1422,19,4,765,47,365
52,0,1431,5,0,1044,20,365
57,0,1128,7,3,939,7,1000
11,0,1316,56,0,1069,45,180
228,0,0,2,0,568,50,1000
22,0,1134,9,8,888,27,180
42,0,1248,24,6,811,47,180
3,0,872,9,0,930,6,365
64,0,888,43,0,698,63,1000
139,0,0,4,5,569,49,30
52,0,0,51,0,192,0,90
41,0,988,22,0,892,13,1000
92,0,1139,7,0,863,5,180
12,0,626,4,0,622,2,1000
103,0,594,3,0,512,8,1000
28,0,1344,17,0,1038,13,180
12,0,798,14,0,874,9,1000
65,0,656,20,12,729,2,90
41,0,1020,7,7,741,38,180
71,0,1252,3,1,741,1,1000
57,0,686,5,0,766,2,180
70,0,1179,6,3,924,4,180
95,0,0,14,4,536,34,1000
31,0,422,14,0,432,2,1000
180,0,0,7,1,509,6,1000
35,0,0,23,7,362,50,1000
89,0,0,16,3,565,49,1000
32,0,478,52,0,332,4,1000
64,0,988,15,0,687,0,365
48,0,0,26,1,329,56,1000
5,0,905,40,4,819,7,180
95,0,1246,17,1,916,3,365
36,0,0,3,0,569,14,180
29,0,0,34,6,364,36,1000
30,0,0,2,0,110,0,1000
14,0,770,36,0,659,0,365
61,0,0,1,0,98,0,1000
39,0,990,29,9,890,10,90
25,0,1240,20,5,907,3,180
18,0,990,23,3,888,13,180
45,0,998,32,8,890,17,180
35,0,556,19,0,666,0,1000
47,0,1310,3,0,777,9,1000
33,0,0,11,0,365,36,1000
32,0,666,14,0,600,0,365
60,0,1252,8,4,982,15,30
44,0,759,20,4,808,9,90
94,0,1388,2,0,809,83,1000
22,0,1200,3,0,876,3,365
69,0,614,7,0,629,0,365
43,0,1139,12,0,920,7,180
53,0,1336,94,0,1078,10,1000
34,0,1224,19,28,952,44,90
18,0,850,53,2,834,150,180
68,0,0,31,0,615,24,1000
59,0,0,19,4,264,35,14
67,0,0,1,0,377,22,180
117,0,0,47,8,280,63,1000
75,0,0,29,11,556,83,1000
52,0,0,2,0,221,39,1000
235,0,1108,2,0,822,9,365
145,0,604,11,30,686,3,90
22,0,0,6,0,279,28,90
52,0,612,15,1,632,0,1000
9,0,747,7,1,805,9,1000
71,0,0,14,0,187,0,1000
46,0,1566,10,6,1180,65,180
29,0,1104,3,0,751,44,1000
81,0,0,1,0,555,83,1000
54,0,1016,41,0,739,38,1000
24,0,590,15,0,620,2,1000
35,0,950,2,0,677,7,1000
93,0,0,41,6,288,44,1000
200,0,1308,5,3,1015,13,30
17,0,486,10,0,357,5,180
92,0,0,2,0,298,56,1000
43,0,0,4,0,567,52,1000
30,0,0,3,1,634,58,1000
78,0,0,3,0,597,38,365
70,0,0,11,1,639,17,1000
40,0,1116,20,0,972,0,1000
161,0,0,7,0,626,11,180
64,0,1422,10,0,1002,37,90
139,0,0,1,1,485,55,1000
111,0,0,14,3,222,32,1000
143,0,0,1,0,495,8,1000
78,0,1214,87,38,916,44,1000
61,0,644,31,8,680,46,1000
13,0,670,20,0,567,0,1000
39,0,1118,3,0,788,9,1000
100,0,661,1,0,718,68,365
26,0,1218,40,11,925,44,180
39,0,970,10,5,787,8,180
27,0,782,17,67,661,0,365
121,0,1284,21,10,1070,277,1000
22,0,0,1,0,336,14,1000
42,0,0,11,2,273,59,1000
72,63,1169,15,4,917,4,90
46,0,1120,22,2,877,17,180
14,0,0,21,0,549,0,365
48,0,1110,9,8,724,7,90
24,0,1130,20,7,803,15,1000
25,0,1334,39,40,1098,192,1000
35,0,0,18,3,629,42,365
91,0,1182,40,3,961,29,180
39,0,640,9,12,693,38,90
30,0,0,3,0,616,2,1000
33,0,1172,33,41,958,23,90
65,0,1518,64,27,808,30,180
21,0,1292,22,10,1096,271,1000
35,0,1018,74,1,919,0,90
24,0,1264,78,13,1063,45,30
22,0,1426,52,8,1068,6,1000
7,0,128,33,1,526,16,1000
101,0,1440,2,0,1078,135,90
75,0,0,5,0,215,0,1000
24,0,984,20,219,685,0,365
16,0,624,11,1,706,30,90
33,0,468,3,1,333,4,365
11,0,1514,6,5,1169,87,1000
69,0,0,32,11,473,55,180
73,0,904,3,1,877,0,90
97,0,0,1,0,225,0,1000
58,0,1449,14,2,910,58,180
13,0,720,10,1,532,3,365
61,0,952,18,0,716,0,365
31,0,862,3,0,669,7,365
38,0,1112,2,0,796,32,180
71,0,0,16,0,598,4,1000
30,0,852,1,3,665,0,365
50,0,0,1,0,564,44,180
38,0,648,6,0,567,0,1000
223,0,1124,22,2,734,47,1000
115,0,1034,37,16,856,11,90
33,0,903,10,0,825,7,1000
53,0,985,33,1,1078,74,180
9,0,1291,1,0,920,3,180
128,0,652,46,0,580,0,365
77,0,0,14,1,591,9,1000
70,0,512,1,0,609,0,1000
27,0,1372,35,2,1036,13,1000
90,0,0,7,0,637,16,1000
116,0,0,6,3,450,62,90
21,0,0,8,2,551,4,1000
99,0,0,13,0,292,7,1000
48,0,0,1,0,551,0,180
8,0,1086,8,10,726,1,1000
100,0,0,1,0,281,42,1000
14,0,1144,61,7,1042,45,365
121,0,0,16,0,518,2,365
13,0,0,5,2,294,55,14
27,0,974,32,3,747,6,90
132,0,612,3,2,712,23,365
213,0,1368,14,0,1108,12,1000
31,0,748,9,30,772,93,180
143,0,0,10,0,215,0,90
19,0,0,9,1,574,40,1000
44,0,774,8,0,539,3,365
32,0,984,10,2,890,17,180
20,0,1074,1,0,987,45,1000
35,0,0,49,7,276,57,1000
159,0,0,35,8,330,32,1000
40,0,0,3,0,339,37,1000
31,0,794,2,0,816,113,180
38,0,1128,1,0,795,33,1000
67,0,1128,3,0,848,8,90
127,0,0,1,0,100,0,1000
22,0,960,16,0,745,6,1000
64,0,1314,17,12,1083,226,180
26,0,1220,3,1,1016,37,180
53,0,1208,37,8,996,36,180
24,0,1006,20,0,888,17,365
96,0,0,3,0,87,0,1000
52,0,0,21,0,363,36,1000
41,0,808,27,2,867,9,1000
10,0,554,15,0,715,0,180
54,0,758,1,0,860,25,180
40,0,979,12,5,1100,27,365
189,0,1460,31,4,1138,95,90
22,0,879,7,0,690,6,1000
43,0,0,13,1,649,32,365
11,0,962,46,0,962,6,90
25,0,0,6,0,552,0,1000
254,0,0,2,0,612,4,180
112,0,536,23,0,717,0,180
60,0,682,15,0,759,1,365
37,0,0,16,3,628,36,365
105,0,988,65,1,898,10,90
130,0,972,1,0,888,8,1000
37,0,1401,46,11,1040,17,365
48,0,1088,14,5,772,15,180
12,0,966,34,0,746,5,1000
62,0,1458,1,0,934,57,180
60,0,895,4,0,786,7,1000
32,0,1280,39,41,999,80,365
25,0,1112,30,3,826,8,90
56,0,1032,1,0,742,11,1000
48,0,1422,1,0,766,47,30
46,0,1120,16,2,790,58,1000
16,0,128,19,1,532,17,1000
52,0,1326,23,23,1099,222,180
33,0,1106,1,0,815,15,365
44,0,946,11,0,688,0,1000
16,0,1344,50,27,1116,192,1000
77,0,0,39,10,289,48,1000
13,0,1308,48,2,1069,44,14
90,0,902,28,7,690,54,1000
63,0,753,10,1,810,11,90
59,0,909,1,0,825,7,1000
102,0,909,9,0,806,7,180
43,0,0,21,1,488,54,1000
40,0,663,1,0,722,71,180
18,0,0,24,1,279,6,1000
145,0,0,4,1,461,55,1000
71,0,538,43,27,503,14,1000
10,0,1374,32,4,1101,12,1000
81,0,0,4,1,497,10,1000
18,0,0,16,1,628,23,365
47,0,0,3,0,589,30,365
35,0,486,11,0,358,5,180
130,0,0,12,0,179,0,1000
54,0,1366,96,54,1035,13,180
80,0,1136,2,0,964,0,365
31,0,936,25,101,659,0,365
52,0,0,23,2,351,47,1000
45,0,0,40,12,293,51,90
44,104,1126,58,0,689,0,365
19,0,772,16,1,661,0,365
100,0,1010,30,8,900,19,180
88,0,0,21,0,318,20,1000
24,0,772,4,0,660,0,365
21,0,1278,4,0,809,42,1000
19,0,981,15,3,924,10,180
50,0,1460,5,1,965,56,180
20,0,728,6,0,639,1,1000
38,0,587,21,24,693,13,90
69,0,1502,59,28,800,102,180
200,0,0,20,2,282,56,1000
7,0,1382,26,25,1117,11,365
150,0,1110,1,0,714,0,1000
30,0,0,3,0,596,10,1000
126,0,1408,16,4,775,55,90
16,0,1008,19,1,890,19,180
184,0,0,1,0,539,9,1000
65,0,0,24,2,547,3,180
271,0,0,18,5,590,33,365
25,0,0,37,5,335,26,1000
41,0,1117,22,29,958,7,180
216,0,1378,5,0,1041,8,1000
235,0,1060,19,2,743,23,1000
96,0,0,24,5,571,52,1000
153,0,1110,17,3,821,10,365
61,0,0,8,2,627,17,14
65,0,706,4,1,740,1,30
29,0,926,9,0,681,0,1000
26,0,830,2,0,875,8,365
144,0,668,10,14,619,1,1000
30,0,607,14,12,706,3,90
51,0,1120,5,0,795,32,1000
142,0,1186,4,0,757,67,30
94,0,660,20,18,734,2,1000
172,0,1433,29,10,998,57,365
35,0,1182,15,10,743,19,90
65,0,0,7,1,373,19,1000
47,0,652,19,0,625,1,1000
171,0,586,5,6,521,22,1000
149,0,602,15,12,709,3,90
218,0,1448,1,0,962,53,1000
11,0,1162,9,0,787,32,90
39,0,0,9,0,214,0,1000
26,0,0,7,4,307,24,1000
152,0,0,2,0,566,47,180
29,0,1441,12,6,900,58,180
48,0,602,18,0,628,2,1000
51,0,632,32,0,579,0,1000
66,0,30,15,1,572,34,1000
74,0,1160,1,0,767,27,365
344,0,791,4,0,879,2,180
73,0,0,15,2,588,19,365
63,0,1276,38,29,996,105,90
31,0,901,39,2,834,7,1000
50,0,1126,5,0,802,33,1000
57,56,1104,18,2,837,6,90
49,0,0,15,0,348,23,30
40,0,0,24,3,311,18,1000
29,0,895,26,0,769,7,180
26,0,862,13,0,692,63,1000
22,0,1138,28,5,791,30,1000
63,0,0,16,0,535,39,1000
33,0,1034,25,2,733,12,30
24,0,1201,8,0,885,3,90
74,0,0,17,0,533,63,1000
30,0,610,3,0,549,0,1000
99,0,0,12,1,537,32,1000
4,0,1238,19,9,960,64,90
35,0,632,8,75,625,2,1000
276,0,0,50,7,292,49,1000
53,0,0,13,2,606,3,180
27,0,749,3,0,810,11,1000
83,0,468,57,0,331,5,365
103,0,0,14,2,291,53,180
29,0,1412,12,0,1135,103,1000
154,0,1330,5,0,1038,116,1000
24,0,1460,24,0,1140,95,1000
26,0,1536,60,29,806,115,180
122,0,0,1,0,280,42,1000
49,0,1204,3,2,723,19,365
15,0,416,3,6,426,2,1000
93,0,0,18,0,354,36,1000
27,0,0,21,4,268,35,90
52,0,0,48,8,364,46,1000
15,0,893,33,4,763,7,180
