@relation cocoon

@attribute issuecleanedbodylen numeric
@attribute ncommitsbycreator numeric
@attribute ncommitsinproject numeric
@attribute nissuesbycreator numeric
@attribute nissuesbycreatorclosed numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {1,7,14,30,90,180,365,1000}

@data
33,0,1033,2,0,85,0,1000
111,0,1120,3,0,124,0,1000
73,0,1080,3,0,119,0,1000
33,0,0,2,0,120,0,1000
47,0,426,13,0,82,22,14
37,0,918,2,0,93,0,1000
141,0,0,1,0,44,0,1000
88,0,532,1,0,99,49,90
155,0,0,1,0,55,0,1000
158,0,504,1,0,105,0,1000
201,0,0,1,0,126,0,1000
87,0,793,4,2,56,26,365
52,0,0,3,0,100,0,1000
72,0,243,1,0,63,0,1000
210,0,968,2,0,98,0,1000
65,0,0,1,0,94,0,1000
28,0,0,2,1,6,1,1000
112,0,643,1,0,94,33,30
33,0,422,6,0,75,22,90
46,0,675,8,3,51,20,1
127,0,446,1,0,45,20,90
20,0,888,20,0,133,0,1000
18,0,0,4,0,115,0,1000
19,0,0,2,0,111,0,1000
221,0,1082,2,0,119,0,1000
73,0,475,1,0,74,0,1000
267,0,887,2,0,82,0,1000
10,0,955,2,0,154,0,1000
59,0,921,3,0,162,0,1000
179,0,336,1,0,68,0,1000
86,0,369,1,0,78,14,365
75,0,0,3,0,104,0,1000
13,0,378,2,0,86,0,1000
95,0,1039,1,0,114,0,1000
91,0,0,2,0,56,0,1000
43,0,339,1,0,78,0,1000
97,0,625,1,0,76,0,1000
53,0,0,2,0,106,0,1000
1040,0,979,1,0,165,0,1000
18,0,0,1,0,6,0,1000
56,0,0,2,0,103,0,1000
166,0,0,1,0,123,0,1000
18,0,0,2,0,113,0,1000
32,0,693,3,2,49,21,1
60,0,930,2,0,82,0,1000
30,0,0,2,0,94,0,1000
38,0,943,2,0,100,0,1000
302,0,590,2,0,114,0,1000
89,0,336,1,0,39,25,7
44,0,444,1,0,56,19,7
100,0,962,1,0,103,0,1000
16,0,0,3,0,121,0,1000
156,0,1126,1,0,125,0,1000
85,0,424,1,0,82,0,1000
161,0,588,1,0,86,32,14
21,0,0,2,0,95,0,1000
25,0,11,2,0,22,8,365
17,0,76,2,0,27,12,1000
15,0,0,2,0,85,0,1000
274,0,1066,4,0,118,0,1000
74,0,530,5,0,98,0,1000
161,0,514,1,0,83,0,1000
71,0,13,1,1,21,5,7
53,0,930,1,0,81,0,1000
31,0,0,1,0,113,0,1000
120,0,0,3,0,59,0,1000
28,0,612,6,4,56,19,7
81,0,0,3,0,116,0,1000
146,0,243,1,0,65,0,1000
116,0,0,2,0,120,0,1000
19,0,353,7,3,38,16,7
65,6,25,1,0,11,6,90
84,0,956,1,0,104,0,1000
89,0,0,1,0,109,0,1000
35,0,444,5,0,21,4,1
38,0,1126,2,0,123,0,1000
32,0,42,4,2,25,12,7
306,0,556,6,1,93,31,365
34,0,0,1,0,98,0,1000
21,0,354,2,0,78,0,1000
119,0,108,1,0,85,0,1000
665,0,420,2,0,83,0,1000
230,0,109,2,0,24,13,1000
494,0,1042,1,0,104,0,1000
93,0,668,7,1,47,21,7
74,0,0,1,0,102,0,1000
285,0,560,1,0,55,19,365
77,0,2,6,0,85,0,1000
38,0,943,1,0,99,0,1000
44,0,0,1,0,115,0,1000
110,0,599,1,0,84,32,180
54,0,626,1,0,46,17,1
77,0,0,1,0,118,0,1000
21,0,353,9,3,40,16,7
85,0,0,1,0,55,0,1000
55,0,0,5,0,119,0,1000
160,0,0,1,0,121,0,1000
70,0,624,2,3,47,20,90
95,0,1106,1,0,124,0,1000
95,0,0,2,0,54,0,1000
55,0,1029,1,0,113,0,1000
33,0,0,10,0,124,0,1000
46,0,1057,1,0,115,0,1000
102,0,0,1,0,51,0,1000
27,0,534,4,2,61,24,1
123,0,319,1,0,51,0,1000
109,0,917,1,0,102,0,1000
68,0,261,1,0,108,11,180
30,0,0,2,0,123,0,1000
127,0,353,6,3,32,13,7
27,0,265,5,0,73,0,1000
172,0,270,4,0,64,0,1000
90,0,0,1,0,49,0,1000
56,0,950,1,0,106,0,1000
155,0,500,2,0,62,21,14
55,0,0,1,0,119,0,1000
26,0,1001,1,0,105,0,1000
100,0,0,1,0,108,0,1000
40,0,0,1,0,39,0,1000
45,0,333,2,0,84,0,1000
392,0,553,4,1,95,40,1000
108,0,0,1,0,104,0,1000
85,0,402,1,0,89,0,1000
62,0,0,1,0,104,0,1000
64,0,0,1,0,120,0,1000
220,0,0,2,0,9,0,1000
94,0,425,1,0,81,0,1000
39,0,420,1,0,82,0,1000
72,8,27,5,1,12,5,1
64,0,630,1,0,45,17,90
241,0,9,1,0,11,1,180
74,0,335,1,0,67,0,365
69,0,911,6,0,88,0,1000
134,0,920,1,0,80,0,1000
152,0,244,1,0,65,0,1000
36,0,36,3,0,9,4,1
492,0,0,1,0,107,0,1000
23,0,422,4,0,73,22,90
281,0,381,1,0,81,0,1000
88,0,0,2,0,109,0,1000
43,0,235,1,0,19,8,1
1372,0,691,1,0,93,0,1000
39,0,0,3,0,12,1,1000
86,0,549,4,0,103,0,365
52,0,0,2,0,117,0,1000
65,0,1133,3,0,120,0,1000
53,0,923,1,0,95,0,1000
150,0,14,1,0,9,3,1000
178,0,1062,1,0,121,0,1000
33,0,500,3,1,45,18,1
23,0,887,1,0,80,0,1000
145,0,0,1,0,91,0,1000
105,0,818,7,0,89,0,1000
18,0,1,1,0,5,1,1000
59,0,76,3,0,25,12,1000
58,0,356,2,0,57,27,1000
82,0,0,2,1,15,2,365
123,0,0,2,0,117,0,1000
49,8,27,4,1,10,5,90
91,0,951,1,0,96,0,1000
31,0,12,4,1,15,4,7
71,0,577,1,0,105,0,1000
61,0,951,1,0,161,0,1000
49,0,0,8,0,110,0,1000
19,0,316,5,0,69,0,1000
81,0,502,2,0,88,24,7
162,0,0,1,0,35,0,1000
84,0,431,2,0,97,0,1000
74,0,0,3,0,100,0,1000
44,0,189,1,0,34,10,1
113,0,0,2,0,3,0,7
33,0,1049,1,0,84,0,1000
207,0,0,1,0,106,0,1000
50,0,691,6,0,48,19,1000
87,0,792,5,2,52,24,1
25,0,0,2,0,106,0,1000
48,0,301,1,0,36,25,180
186,0,952,4,0,104,0,1000
22,0,0,3,0,112,0,1000
41,0,0,5,0,125,0,1000
1218,0,295,1,0,62,0,1000
329,0,246,2,0,65,0,1000
81,0,0,2,0,99,0,1000
33,0,466,1,0,85,0,1000
54,0,0,3,0,64,0,1000
66,0,525,1,0,42,15,1
57,0,225,1,0,17,6,90
159,0,536,3,0,110,0,1000
31,0,457,23,2,89,24,30
23,0,0,2,0,113,0,1000
56,0,354,1,0,68,0,180
248,0,0,2,0,88,0,1000
374,0,21,1,0,27,13,1000
36,0,0,2,0,111,0,1000
11,0,949,5,0,112,0,1000
14,0,567,5,0,114,0,1000
43,0,993,1,0,163,0,1000
87,0,538,2,1,94,38,1
146,0,0,5,0,48,0,1000
179,0,897,1,0,163,0,1000
13,0,1,3,0,6,0,1000
37,0,496,2,0,44,17,1
281,0,0,2,0,85,0,1000
27,0,1,1,0,7,0,1000
97,0,519,3,0,88,28,14
13,0,339,2,0,85,0,1000
166,0,597,1,0,89,31,1000
123,0,0,2,0,107,0,1000
65,0,253,4,0,66,0,1000
16,0,623,2,0,39,15,1
60,0,495,2,0,89,0,365
47,0,663,2,0,80,0,1000
43,0,337,1,0,82,0,1000
86,0,1117,1,0,123,0,1000
116,0,0,3,0,109,0,1000
144,0,296,12,2,109,9,30
723,0,1041,1,0,116,0,1000
24,0,887,46,0,159,0,1000
72,0,536,1,0,103,0,1000
38,0,0,3,0,110,0,1000
684,0,0,1,0,88,0,1000
22,0,966,1,0,103,0,1000
25,0,725,3,0,86,0,1000
41,0,0,1,0,116,0,1000
70,0,504,1,0,87,24,90
54,0,544,2,0,105,50,1000
72,0,961,7,0,158,0,1000
32,0,0,3,0,34,0,1000
144,0,0,1,0,124,0,1000
116,0,965,1,0,165,0,1000
48,0,577,12,0,108,0,1000
215,0,0,3,0,65,0,1000
197,0,580,1,0,106,0,1000
80,0,999,5,0,102,0,1000
25,0,623,15,4,62,29,180
20,0,530,7,0,100,0,1000
73,0,0,1,0,106,0,1000
175,0,925,1,0,167,0,1000
18,0,353,8,3,39,16,7
76,0,569,9,3,56,19,365
148,0,0,3,0,7,0,1000
288,0,532,3,0,53,14,14
59,0,0,1,0,105,0,1000
40,0,0,9,0,66,0,1000
184,0,0,1,0,106,0,1000
237,0,583,2,0,105,0,1000
23,0,570,2,0,109,0,1000
19,0,0,1,0,111,0,1000
67,0,536,2,0,105,0,1000
473,0,0,1,0,5,0,1000
74,0,0,1,0,34,0,1000
106,0,0,1,0,9,0,1000
28,0,0,1,0,45,0,1000
40,0,20,3,2,23,10,7
70,0,0,1,0,112,0,1000
79,0,514,7,1,86,23,1
320,0,341,1,0,109,8,1000
149,0,1100,2,0,122,0,1000
63,0,504,4,0,106,0,365
218,0,0,1,0,114,0,1000
21,0,575,2,0,110,0,1000
44,0,24,1,0,9,3,1
96,0,0,1,0,113,0,1000
72,0,373,1,0,94,6,1000
33,0,1,4,0,10,1,365
6,0,0,4,0,22,0,1000
100,0,254,1,0,70,0,180
59,0,382,1,0,78,0,1000
73,0,0,1,0,78,0,1000
23,0,81,1,0,85,0,1000
103,0,1035,1,0,115,0,1000
418,0,0,1,0,90,0,1000
124,0,1023,1,0,100,0,1000
106,0,0,1,0,106,0,1000
195,0,0,1,0,33,0,1000
143,0,486,3,0,89,27,30
39,0,0,1,0,113,0,1000
53,0,631,5,1,49,18,90
83,0,0,3,0,127,0,1000
71,0,0,2,0,101,0,1000
37,0,0,4,0,117,0,1000
106,0,113,1,0,86,0,1000
22,0,897,1,0,162,0,1000
71,0,713,1,0,56,25,1
19,0,10,2,1,19,7,1000
132,0,0,2,0,108,0,1000
71,0,0,9,0,123,0,1000
150,0,0,1,0,103,0,1000
25,0,450,2,0,74,0,1000
61,0,0,1,0,93,0,1000
102,0,433,1,0,70,0,365
42,0,951,1,0,91,0,1000
10,0,963,1,0,159,0,1000
64,0,0,1,0,31,0,1000
31,0,0,1,0,50,0,1000
94,0,1029,2,0,114,0,1000
18,0,0,1,0,110,0,1000
165,0,563,3,0,114,0,365
87,0,0,1,0,93,0,1000
15,0,301,2,1,37,25,1000
20,0,1022,3,0,104,0,1000
153,0,604,9,3,88,31,7
4251,0,945,1,0,92,0,1000
70,0,736,1,0,82,0,1000
28,0,312,3,0,51,0,1000
293,0,0,2,0,105,0,1000
121,0,0,2,0,104,0,1000
57,0,645,4,0,80,0,1000
26,0,435,1,0,97,0,1000
9,0,10,2,1,10,3,1
175,0,0,2,0,105,0,1000
54,0,553,1,0,89,31,365
16,0,1115,3,0,123,0,1000
16,0,0,1,0,114,0,1000
218,0,0,1,0,14,0,1000
51,0,234,1,0,68,0,90
315,0,586,7,2,85,32,90
98,0,2,3,0,13,3,90
45,0,973,1,0,107,0,1000
40,0,889,13,0,126,0,1000
4,0,955,1,0,153,0,1000
19,0,26,2,0,11,4,90
110,0,961,4,0,101,0,1000
55,0,0,4,0,102,0,1000
49,0,965,2,0,105,0,1000
65,0,497,2,0,110,0,1000
178,0,868,1,0,99,0,1000
51,0,19,5,1,16,4,7
23,0,424,1,0,93,0,1000
558,0,382,3,0,80,0,1000
30,0,885,8,0,121,0,1000
110,0,451,1,0,20,3,90
94,0,938,1,0,80,0,1000
21,0,426,14,0,82,21,14
44,0,0,2,0,91,0,1000
89,0,501,1,0,111,0,1000
24,0,0,8,0,26,0,1000
26,2,3,1,0,4,0,1
50,0,251,2,0,67,0,1000
14,0,0,1,0,73,0,1000
258,0,0,1,0,85,0,1000
62,0,743,3,0,89,0,1000
99,0,0,1,0,26,0,1000
81,0,488,1,0,89,25,30
22,0,0,4,0,100,0,1000
21,0,552,1,0,78,0,1000
30,0,11,1,0,13,2,14
131,0,0,1,0,93,0,1000
176,0,485,3,1,88,27,365
135,0,367,2,0,83,0,1000
20,0,354,1,0,76,0,1000
90,0,1021,2,0,107,0,1000
49,0,532,24,7,90,30,1
44,0,919,8,0,101,0,1000
33,0,24,2,1,10,4,1
48,0,0,1,0,91,0,1000
90,0,943,1,0,96,0,1000
80,0,2,1,0,85,0,1000
87,0,0,1,0,111,0,1000
17,0,638,2,0,78,0,1000
21,0,0,3,0,100,0,1000
19,0,2,3,0,87,0,1000
22,0,1,6,0,15,0,1000
35,0,360,34,19,57,26,30
149,0,0,6,0,109,0,1000
86,0,760,14,11,54,27,30
71,0,0,1,0,17,0,1000
62,0,953,4,0,173,0,1000
118,0,0,3,0,115,0,1000
59,0,637,1,0,47,21,7
63,0,1013,1,0,99,0,1000
14,0,263,1,0,65,0,1000
109,0,572,3,0,107,0,1000
12,0,980,1,0,92,0,1000
78,0,444,2,0,72,0,1000
105,0,0,1,0,118,0,1000
168,0,19,3,1,14,4,365
42,0,340,29,11,60,23,1
32,0,0,1,0,105,0,1000
29,0,0,2,0,72,0,1000
46,0,444,2,1,89,23,1000
31,0,372,9,0,84,0,1000
14,0,10,2,1,8,1,1000
105,0,0,1,0,38,0,1000
73,0,230,2,0,67,0,180
146,0,422,1,0,77,0,1000
47,0,0,11,0,106,0,1000
21,0,0,2,1,2,1,1
38,0,292,2,0,88,12,90
113,0,536,2,0,106,0,1000
35,0,0,2,0,113,0,1000
18,0,1018,10,0,106,0,1000
66,0,594,2,0,116,0,1000
76,0,494,1,0,47,19,1000
27,0,0,1,0,4,0,1000
95,0,0,3,0,41,0,1000
46,0,0,6,0,54,0,1000
51,0,0,3,0,111,0,1000
26,0,1051,4,0,121,0,1000
227,0,0,3,0,116,0,1000
19,0,459,4,0,100,0,1000
24,0,530,3,0,96,0,1000
168,0,1047,3,0,118,0,1000
23,0,319,3,0,52,0,1000
74,0,894,1,0,118,0,1000
100,0,327,2,1,110,8,365
25,0,11,1,0,21,8,365
71,0,0,3,0,128,0,1000
49,0,0,2,0,79,0,1000
10,0,18,1,0,17,4,1
123,0,0,2,0,94,0,1000
15,0,0,4,0,117,0,1000
27,0,255,3,0,71,0,180
72,0,577,15,0,111,0,1000
17,0,367,28,11,59,23,1000
235,0,402,3,0,81,0,1000
92,0,0,3,0,105,0,1000
78,0,0,3,0,122,0,1000
108,0,264,4,0,66,0,1000
67,0,541,2,0,100,0,1000
51,0,552,2,0,65,23,1
164,0,0,2,0,122,0,1000
35,0,915,10,0,161,0,1000
159,0,0,1,0,35,0,1000
106,0,955,1,0,151,0,1000
96,0,967,1,0,164,0,1000
75,0,0,6,0,119,0,1000
107,0,924,9,0,83,0,1000
91,0,79,1,0,22,6,7
56,0,902,2,0,93,0,1000
128,0,0,3,0,105,0,1000
27,0,968,2,0,163,0,1000
42,0,440,1,0,99,0,1000
15,0,259,1,0,73,0,1000
52,0,1041,2,0,114,0,1000
93,0,359,1,0,85,0,1000
540,0,600,1,0,93,0,1000
4210,0,0,3,0,35,0,1000
20,0,12,3,0,15,3,14
61,0,362,2,0,83,0,1000
24,0,1029,1,0,113,0,1000
65,0,0,1,0,106,0,1000
32,0,0,9,0,70,0,1000
88,0,638,3,0,60,30,1000
76,0,245,1,1,17,6,1000
48,0,577,13,0,109,0,1000
79,0,0,1,0,123,0,1000
132,0,720,4,0,85,0,1000
137,0,273,1,0,108,11,30
29,0,622,2,0,52,19,7
109,0,0,1,0,117,0,1000
19,0,375,1,0,85,0,1000
36,0,36,2,0,8,4,180
241,0,0,2,0,114,0,1000
31,0,809,1,0,83,0,1000
14,0,786,1,0,81,0,1000
104,0,401,1,0,88,0,1000
39,0,0,5,0,84,0,1000
74,0,1000,1,0,79,0,1000
82,112,941,1,0,165,0,1000
74,0,298,1,0,59,0,1000
60,0,508,15,10,46,21,14
47,0,553,32,12,102,40,1
27,0,354,5,0,72,0,1000
44,0,790,4,0,93,0,1000
17,0,0,11,0,101,0,1000
154,0,418,1,0,90,0,1000
1,0,0,1,0,3,2,1
30,0,361,1,0,53,26,90
180,0,0,2,0,100,0,1000
43,0,0,1,0,81,0,1000
77,0,0,1,0,100,0,1000
13,0,32,1,0,12,2,7
53,0,869,1,0,82,0,1000
415,0,0,2,0,106,0,1000
20,0,2,3,0,11,1,180
28,0,519,1,0,41,16,14
63,0,344,1,0,85,0,1000
73,0,971,2,0,107,0,1000
253,0,1021,1,0,85,0,1000
169,0,369,1,0,88,0,1000
23,0,622,4,0,54,19,1000
32,0,889,17,0,130,0,1000
23,0,11,1,0,12,2,7
68,0,923,10,0,84,0,1000
174,0,0,1,0,116,0,1000
38,0,371,9,1,105,7,1
35,0,538,3,0,108,0,1000
65,0,1,1,0,5,0,1000
106,0,1042,1,0,86,0,1000
9,0,577,1,0,112,0,1000
113,0,977,2,0,80,0,1000
105,0,729,7,4,54,26,365
60,0,539,9,7,45,9,90
62,0,730,14,3,53,23,30
35,0,0,1,0,107,0,1000
91,0,678,1,0,81,0,1000
17,0,1062,1,0,119,0,1000
18,0,1092,4,0,118,0,1000
216,0,0,3,0,104,0,1000
82,0,0,6,0,100,0,1000
66,0,887,41,0,154,0,1000
32,0,530,6,0,99,0,1000
21,0,690,7,0,49,19,1000
214,0,233,4,0,69,0,1000
53,0,355,1,0,87,0,1000
159,0,0,1,0,13,0,1000
228,0,1012,1,0,173,0,1000
104,0,0,1,0,109,0,1000
12,0,0,1,0,123,0,1000
181,0,775,9,0,91,0,1000
18,0,542,1,0,111,0,1000
33,0,0,4,0,105,0,1000
141,0,420,1,0,63,0,1000
91,0,332,4,1,29,11,1000
355,0,366,1,0,82,0,1000
31,0,101,4,0,86,0,1000
42,0,0,5,0,119,0,1000
132,0,0,7,0,119,0,1000
61,0,249,2,0,67,0,90
47,0,179,2,0,31,10,30
30,0,246,5,0,65,0,90
98,0,0,1,0,102,0,1000
134,0,554,36,23,105,50,1000
102,0,0,3,0,113,0,1000
14,0,0,1,0,109,0,1000
202,0,0,1,0,101,0,1000
92,0,823,9,0,93,0,1000
69,0,0,1,0,110,0,1000
61,0,959,1,0,164,0,1000
50,0,0,2,0,121,0,1000
20,0,373,2,4,96,6,1000
43,0,0,1,0,106,0,1000
93,0,0,3,0,32,0,1000
41,0,1079,4,0,119,0,1000
79,0,741,1,0,91,0,1000
158,0,571,5,0,108,0,1000
62,0,0,5,0,115,0,1000
95,0,990,1,0,96,0,1000
152,0,1012,3,0,174,0,1000
56,0,809,1,0,84,0,1000
20,0,1,4,0,13,0,1000
67,0,497,1,0,109,0,1000
77,0,20,6,4,21,10,30
82,0,584,2,0,110,0,365
27,0,11,5,1,23,8,1
72,0,1103,1,0,124,0,1000
39,0,1042,3,0,116,0,1000
63,0,0,1,0,102,0,1000
96,0,985,1,0,88,0,1000
21,0,0,1,0,101,0,1000
127,0,0,4,0,117,0,1000
56,0,0,1,0,92,0,1000
145,0,441,2,0,88,23,1
19,0,0,2,0,126,0,1000
153,0,27,1,0,8,4,1
185,0,0,3,0,87,0,1000
42,0,422,7,0,76,22,90
23,0,241,7,0,69,0,1000
38,0,0,1,0,110,0,1000
64,0,20,7,4,22,10,365
163,0,950,1,0,107,0,1000
93,0,19,1,0,18,4,1
52,0,923,2,0,81,0,1000
27,0,439,1,0,96,0,1000
22,0,0,4,0,102,0,1000
18,0,0,1,0,38,0,1000
77,0,0,2,0,95,0,1000
43,0,0,1,0,107,0,1000
25,0,549,3,1,69,26,1
13,0,0,5,0,116,0,1000
27,0,1,2,0,11,0,180
75,0,590,1,0,114,0,365
63,0,0,1,0,50,0,1000
105,0,553,31,12,101,40,1000
52,0,1116,3,0,122,0,1000
144,0,296,13,2,110,9,1
175,0,651,2,0,94,0,1000
87,0,10,1,0,11,5,1
36,0,554,2,0,23,8,90
150,0,0,1,0,110,0,1000
56,0,525,6,1,76,32,30
112,0,480,1,0,73,0,1000
18,0,339,1,0,82,0,1000
107,0,535,10,7,45,10,90
12,0,955,3,0,155,0,1000
23,0,968,52,0,162,0,1000
15,0,887,44,0,157,0,1000
37,0,726,16,11,57,27,1
30,0,0,3,0,100,0,1000
5,0,924,1,0,168,0,1000
23,0,531,10,5,44,12,14
87,0,500,1,0,61,21,7
146,0,872,2,0,80,0,1000
100,0,0,1,0,102,0,1000
48,4,17,1,0,9,3,1000
63,0,0,2,0,18,0,1000
47,0,67,9,3,24,8,1000
11,0,76,1,0,26,12,1000
67,0,575,1,0,109,0,1000
17,0,887,45,0,158,0,1000
114,0,885,1,0,79,0,1000
47,0,972,1,0,99,0,1000
130,0,164,5,2,31,12,1000
41,0,0,2,0,112,0,1000
36,0,415,3,0,61,0,180
203,0,332,1,0,39,26,1
157,0,464,1,0,84,0,1000
25,0,0,2,0,112,0,1000
72,0,0,1,0,30,0,1000
87,0,788,1,0,52,24,180
41,0,0,3,0,109,0,1000
173,0,0,1,0,125,0,1000
149,0,2,3,0,85,0,1000
35,0,0,3,0,111,0,1000
596,0,958,3,0,163,0,1000
68,0,0,2,0,103,0,1000
86,0,788,1,0,94,0,1000
62,0,952,1,0,90,0,1000
34,0,282,14,4,114,11,90
21,0,1028,1,0,112,0,1000
54,0,0,8,0,122,0,1000
34,0,267,9,0,66,0,365
158,0,0,1,0,112,0,1000
165,0,246,1,0,64,0,1000
112,0,0,1,0,127,0,1000
52,0,0,2,0,103,0,1000
79,0,525,3,0,104,0,1000
34,0,941,1,0,163,0,1000
106,0,551,12,2,51,12,30
22,0,0,7,0,114,0,1000
124,0,602,1,0,84,30,365
145,0,0,4,0,106,0,1000
374,0,63,2,0,7,2,7
41,0,955,1,0,153,0,1000
56,0,11,1,0,17,4,90
27,0,939,5,0,99,0,1000
21,0,553,34,12,104,40,1000
236,0,421,1,0,76,0,1000
73,0,790,10,7,55,26,30
30,0,0,1,0,7,1,14
46,0,322,1,0,109,6,1
84,0,0,1,0,14,1,1
281,0,891,1,0,97,0,1000
109,0,967,1,0,101,0,1000
42,0,0,4,0,37,0,1000
69,0,1070,2,0,101,0,1000
17,0,0,1,0,115,0,1000
43,0,1057,1,0,120,0,1000
41,0,517,1,0,91,0,365
37,0,0,4,0,109,0,1000
71,0,961,3,0,160,0,1000
129,0,0,4,0,117,0,1000
26,0,980,3,0,162,0,1000
53,0,1003,3,0,98,0,1000
43,5,19,2,0,10,3,1
24,0,0,2,0,117,0,1000
