@relation 'qpid-weka.filters.unsupervised.attribute.Remove-V-R5,6,7,last'

@attribute nissuesbycreatorclosed numeric
@attribute nissuescreatedinproject numeric
@attribute nissuescreatedinprojectclosed numeric
@attribute timeopen {1,7,14,30,90,180,365,1000}

@data
6,334,34,7
0,301,7,365
0,165,9,1000
0,172,8,1000
29,352,95,1000
2,58,2,1000
0,219,14,1000
13,317,14,1000
6,299,29,365
1,189,3,90
0,134,31,1000
0,196,7,1000
5,307,44,1
0,340,10,1000
1,287,24,30
0,313,9,180
1,238,5,1000
0,163,14,1000
0,181,4,1000
6,135,8,90
16,325,27,90
0,202,2,1000
79,322,43,180
21,357,89,30
1,313,9,180
30,291,31,90
3,153,8,1000
0,77,2,1000
0,309,7,1000
11,265,35,365
1,174,4,30
0,283,20,180
236,316,54,180
2,323,7,1000
0,196,2,1000
6,297,29,7
0,175,1,1000
7,163,7,1000
62,353,94,180
0,175,7,1000
1,198,7,1000
0,200,8,90
35,321,90,90
2,297,6,90
0,195,6,1000
45,304,8,1000
1,238,9,1000
0,210,6,1000
2,334,33,1000
13,302,79,180
12,99,26,1
6,337,16,90
31,332,28,180
6,276,30,90
0,369,22,365
1,163,7,1000
4,305,26,90
9,297,24,7
0,96,8,1000
0,7,0,1000
16,302,29,90
3,265,15,90
7,288,20,90
11,298,50,365
1,103,11,1000
1,207,7,180
0,363,26,365
3,369,9,1000
0,296,21,1000
0,187,7,1000
0,107,4,1000
1,174,29,1
0,84,1,365
0,217,6,90
10,266,18,365
0,211,32,1000
1,206,6,1000
0,153,7,1000
0,297,19,1
73,311,33,180
0,151,5,1000
9,287,30,90
0,156,4,1000
3,295,36,90
20,383,84,90
2,206,8,1000
0,247,2,1000
2,258,11,90
2,190,5,1000
1,283,19,180
3,278,26,365
16,212,32,7
0,265,14,90
1,292,65,1000
6,355,129,1000
126,318,92,30
0,289,30,1000
0,209,2,1000
1,265,34,90
0,163,6,1
0,338,6,1000
1,289,23,180
6,352,28,30
0,204,1,365
23,348,84,90
1,288,20,180
15,291,32,7
0,304,7,90
0,91,6,1000
0,188,3,1000
2,211,8,90
12,324,14,1000
0,290,19,1000
0,207,9,1000
0,208,7,1000
0,182,1,90
3,146,29,365
0,164,1,1000
0,360,11,1000
6,313,19,180
0,197,6,1000
30,289,30,90
0,245,8,1000
0,260,4,365
4,324,52,1000
73,304,31,180
0,368,26,1000
9,278,40,90
1,207,8,1000
0,180,34,1000
78,303,64,1
0,178,1,1000
1,244,8,180
0,184,4,1000
16,326,81,30
0,196,12,1000
2,317,15,1000
22,353,95,180
236,290,66,180
0,194,32,1000
2,179,9,180
1,326,9,180
0,299,30,180
10,348,56,7
0,154,4,1
2,312,32,180
160,283,26,14
3,266,11,90
0,156,15,1000
2,205,10,180
5,205,3,1000
36,310,89,7
18,223,34,14
141,232,42,1000
16,336,34,90
31,323,27,90
2,196,6,1000
0,97,29,180
0,194,6,1000
0,216,32,1000
0,196,6,1000
0,216,14,1
1,155,2,1000
4,300,23,180
0,261,32,1000
45,317,117,90
1,324,5,90
7,147,7,1000
0,140,37,1000
2,346,35,14
5,223,14,1000
0,188,8,1000
0,202,1,1000
3,152,8,1000
67,303,9,1000
0,147,5,1000
22,322,16,180
1,314,55,30
1,305,16,180
0,206,1,1000
0,269,13,90
3,320,14,1000
2,320,27,365
1,163,7,1000
0,215,6,1000
0,344,10,90
0,216,9,1000
1,227,10,1000
1,262,30,365
3,105,18,1
2,300,31,1000
2,362,27,365
0,119,3,14
2,162,9,1000
3,352,12,180
5,201,3,1000
6,281,92,365
2,325,34,1
0,19,1,1000
0,201,1,1000
2,302,29,180
0,216,9,1000
183,303,6,365
0,326,9,1000
2,251,34,1000
0,186,8,365
1,287,23,90
54,361,113,365
1,295,17,365
14,299,50,1
9,296,24,7
18,351,81,1
1,173,7,1000
1,112,3,1000
2,319,36,7
0,227,5,1000
2,279,28,365
0,252,14,1000
0,230,10,1000
10,339,56,7
1,143,7,365
72,281,26,180
0,196,2,1000
2,287,11,180
5,269,51,1000
0,270,13,7
5,198,3,1000
4,367,10,1000
6,301,16,30
0,230,13,365
0,71,1,1000
2,338,10,180
1,301,20,180
7,200,5,1000
1,306,31,1000
0,345,10,90
2,205,7,1000
1,183,15,365
26,259,18,365
3,234,9,180
0,44,1,1000
2,204,8,1000
6,208,7,1000
0,210,6,1000
8,297,50,1000
3,176,7,180
0,157,7,1000
1,188,8,180
2,212,7,1000
3,285,10,180
5,191,6,180
1,252,7,90
0,227,13,1000
0,183,9,1000
0,40,1,1000
0,149,7,1000
2,227,10,180
0,276,13,90
0,231,13,365
0,187,8,1000
0,168,1,1000
0,239,5,1000
1,295,10,7
0,175,7,1000
1,325,5,90
1,154,2,1000
15,277,31,90
28,279,89,365
0,262,11,365
236,285,65,180
0,210,2,1000
4,225,14,14
7,86,25,1
0,230,7,1000
2,276,40,1000
0,308,7,1000
0,78,1,7
1,286,16,365
0,298,39,1000
5,334,11,180
2,313,21,1000
0,180,9,1000
0,226,11,1000
14,313,45,1000
7,308,31,7
0,229,17,1000
1,362,133,1000
0,162,7,1000
30,294,32,365
0,186,4,1000
45,299,11,30
3,118,6,1000
0,14,1,1000
6,186,7,1000
58,309,26,180
2,103,30,1000
160,282,27,365
0,265,5,1000
1,244,35,1000
1,285,23,365
9,315,32,90
0,207,32,1000
0,189,5,1000
0,202,10,1000
0,225,34,90
2,378,85,30
10,283,54,180
3,270,16,90
1,206,8,1000
8,300,26,180
1,284,23,90
170,279,92,365
7,94,26,1000
21,310,97,30
3,367,10,365
1,153,5,1000
4,297,51,180
1,280,23,1000
0,295,8,180
3,196,3,1000
0,333,34,1000
0,250,20,1000
14,330,27,90
20,330,83,90
0,193,4,1000
0,225,9,365
2,330,35,180
9,371,21,1
3,274,10,180
0,212,7,365
2,190,4,1000
3,332,15,365
0,83,1,180
0,156,6,1000
13,298,26,180
45,305,8,1000
0,212,6,1000
0,219,9,1000
0,302,79,1000
2,304,27,180
2,167,5,1000
0,143,1,1000
4,310,8,365
0,151,9,7
0,235,34,1000
3,368,25,180
0,221,7,1000
1,91,6,365
10,357,101,180
0,87,2,365
5,178,27,1
58,313,31,180
0,168,5,1000
11,90,29,1000
16,303,29,90
1,192,10,1000
1,144,7,1000
9,293,50,365
0,109,2,90
1,300,31,180
0,191,2,1000
0,349,20,1000
0,121,10,1000
0,190,6,1000
54,362,113,180
170,275,79,365
0,315,9,1000
1,252,33,90
0,206,7,180
7,191,7,1000
0,336,34,365
33,149,8,1000
0,198,7,1
0,149,6,1000
0,185,3,14
15,109,29,1000
0,171,2,1000
0,93,25,1000
183,305,6,30
0,350,13,180
21,274,40,7
2,187,6,1000
3,269,10,180
9,299,25,7
0,155,4,1000
1,332,9,90
45,301,8,1000
0,229,11,365
7,296,16,365
42,329,85,30
3,280,36,180
0,302,58,180
14,287,33,1000
30,295,29,90
12,332,92,14
0,327,9,1000
33,169,19,1000
0,187,6,1000
0,279,78,90
0,168,10,1000
2,298,20,1000
22,338,67,180
4,308,5,1000
0,336,9,90
0,237,13,1000
0,118,2,7
1,148,1,1000
6,312,19,30
6,364,28,365
1,266,13,90
4,308,53,90
1,188,3,1000
0,261,4,1000
0,336,36,1000
0,193,8,365
0,159,5,1000
10,254,19,365
1,171,7,1000
1,157,5,1000
16,298,29,90
0,155,8,1000
0,137,33,1000
0,146,11,1000
0,155,5,1000
2,284,41,1000
0,298,21,365
0,292,20,1000
1,232,7,1000
0,180,7,1000
0,96,28,1000
9,295,29,90
0,221,7,1000
2,280,19,180
0,154,5,1000
0,220,14,1000
0,95,4,1000
3,267,11,90
0,307,9,1000
0,282,35,1000
1,294,10,1000
5,315,35,90
0,213,7,1000
5,277,30,365
0,311,25,180
0,73,2,1000
0,192,3,1000
0,193,5,1000
0,156,7,1000
2,253,20,365
1,206,3,30
31,307,6,1000
0,331,10,90
0,178,4,1000
12,293,19,1000
14,347,115,180
2,336,11,180
0,91,8,1000
3,236,9,365
1,207,7,1000
0,200,1,1000
0,228,8,1000
16,319,27,90
0,170,7,1000
34,321,90,180
0,134,8,1000
0,213,6,1000
1,189,6,1000
0,300,11,1000
0,173,9,1000
63,355,127,180
0,185,7,1000
1,222,6,1000
141,169,17,1000
0,201,9,1000
1,270,14,365
0,199,7,1000
236,290,65,180
22,311,45,365
0,325,20,1000
6,269,12,1000
15,278,32,7
1,282,24,90
0,262,21,180
6,354,94,180
1,314,55,180
0,31,1,1000
2,331,16,90
1,82,1,1000
2,212,9,7
22,315,43,180
0,370,10,365
0,280,11,90
0,182,9,1000
0,316,30,1
0,276,23,1000
0,215,6,90
6,294,31,90
1,258,9,1000
1,202,9,1000
0,190,6,1000
0,183,5,1000
2,260,55,1000
0,176,1,1000
1,221,14,1000
3,299,35,365
0,174,1,1000
6,245,14,365
0,215,32,1000
0,208,5,1000
0,281,35,30
0,193,4,1000
0,339,7,1000
1,158,6,1000
0,180,8,1000
0,203,2,1000
10,292,24,30
5,182,7,1000
5,349,20,180
1,166,7,1000
0,189,1,1000
16,352,28,365
0,202,2,1000
25,335,88,14
0,214,32,1000
3,239,9,180
0,235,7,1000
0,185,4,1000
30,337,28,365
16,295,29,90
0,217,16,365
0,188,2,1000
1,220,9,1000
2,102,29,1000
26,262,14,365
1,294,11,180
1,253,10,90
0,328,21,365
0,199,3,1000
0,54,1,180
9,322,39,1000
0,300,10,1000
0,247,20,1000
2,251,14,1000
7,221,13,1000
0,89,1,1000
0,121,18,1000
0,218,7,1000
2,272,16,1000
0,352,88,90
6,343,12,180
10,365,113,1000
5,187,6,1000
0,347,11,90
0,135,29,1000
0,224,11,1000
1,268,14,90
73,306,33,180
1,254,20,365
0,186,1,1000
62,300,25,180
28,328,104,90
1,307,7,1000
30,294,29,90
3,269,18,365
2,298,6,90
1,179,9,1000
2,136,11,1000
17,313,100,14
21,314,6,1000
0,221,9,7
0,218,2,1000
19,322,99,1
0,328,35,14
0,64,1,1000
12,314,30,90
0,157,6,1000
0,160,6,365
1,240,5,1000
6,131,8,1000
1,244,8,180
0,340,75,180
15,300,20,180
1,224,14,1000
0,172,4,1000
0,345,35,1000
0,136,26,365
0,186,9,1000
2,307,31,1000
0,306,43,1
0,155,6,1000
12,126,28,180
2,175,24,1000
2,275,27,7
1,280,23,7
3,278,22,180
0,172,8,1000
5,315,54,7
0,190,2,1000
0,261,5,90
1,145,6,1000
3,337,11,1000
1,62,2,1000
0,280,11,180
0,307,26,180
0,265,31,30
11,342,15,1000
0,83,6,1000
11,349,85,1
3,196,4,1
31,333,6,1000
2,196,4,1000
0,157,7,1000
4,337,19,365
104,271,104,90
3,116,6,1000
0,161,6,1000
1,260,14,90
6,353,28,365
7,193,7,1000
0,173,2,1000
2,331,34,14
4,165,22,1000
0,190,2,1000
1,187,6,1000
0,301,11,1000
6,320,16,365
2,373,28,365
0,190,4,90
1,102,5,1000
0,367,26,1000
1,360,27,1000
0,350,13,180
2,165,11,1000
2,296,6,90
0,159,7,1000
2,266,12,90
4,314,31,365
0,167,1,1000
0,171,1,1000
0,371,10,1000
54,316,34,180
30,294,36,30
10,347,83,30
31,301,52,180
0,207,8,1000
0,280,22,180
0,131,4,7
0,320,20,1000
2,253,33,1000
0,174,1,1000
2,181,4,1000
1,288,25,90
0,345,10,365
1,189,6,1000
15,283,51,180
0,318,98,90
0,214,6,1000
0,174,0,1000
0,156,1,14
1,284,30,90
0,213,6,1000
0,195,2,1000
6,272,48,180
1,227,14,1000
1,236,8,1000
1,294,18,180
0,358,13,180
2,125,4,1
0,289,20,1000
0,183,1,1000
3,181,8,1000
4,146,22,180
12,305,44,90
0,102,29,1000
142,176,25,1000
141,170,17,1000
0,80,1,365
9,295,36,90
16,101,29,1
0,220,14,1000
14,185,34,7
3,290,37,180
1,277,26,7
0,305,7,1000
0,158,7,365
2,294,26,90
2,211,7,1000
1,93,2,1000
0,5,0,90
2,277,59,365
16,328,81,30
0,190,7,1000
0,187,8,7
0,186,5,1000
5,156,15,365
0,210,2,1000
0,186,4,1000
6,356,114,1000
2,228,10,180
0,149,6,1000
0,51,1,1000
2,301,7,1000
0,364,26,1000
3,333,10,180
0,174,24,1000
5,207,3,1000
3,296,16,14
2,294,11,180
4,349,27,365
3,211,6,1000
0,186,6,1000
0,227,8,1000
0,304,11,180
1,337,10,1000
0,217,6,1000
0,108,4,1000
3,179,4,1000
1,98,28,1000
45,307,8,1000
9,296,24,7
0,133,6,1000
1,185,9,1000
64,273,17,1
2,305,7,90
0,189,5,1000
0,316,20,1000
3,292,30,180
0,331,10,180
1,361,112,1000
0,187,3,1000
0,319,54,1000
2,194,5,1000
1,231,7,180
4,183,7,1000
1,259,13,90
0,211,9,1000
40,313,90,30
5,347,11,90
0,169,9,1000
126,321,91,30
6,366,28,365
2,292,10,180
0,294,19,1000
0,197,32,90
0,195,3,1000
0,209,9,1000
0,198,7,1000
0,353,114,1000
0,97,2,1000
1,239,8,180
0,157,5,1000
0,170,2,1000
6,342,28,365
0,360,26,1000
0,41,1,1000
0,173,7,7
1,372,22,90
0,207,7,1000
1,119,27,180
3,281,36,180
0,66,2,1000
142,175,24,1000
16,258,31,1
0,76,1,1000
0,281,22,180
0,277,40,1000
3,270,10,180
0,206,32,1000
1,338,12,180
0,284,19,365
5,316,35,1000
0,322,20,1000
0,277,23,1000
14,282,32,1000
0,232,17,1000
0,185,7,365
1,200,9,1
3,294,11,180
1,210,4,1000
5,352,11,90
10,251,20,365
0,192,9,1000
0,295,17,180
0,290,37,14
0,181,2,1000
10,340,56,7
0,101,11,365
1,340,12,180
2,170,7,1000
4,202,7,1000
14,142,29,30
170,272,98,365
1,144,6,365
1,288,31,90
0,179,4,1000
1,197,9,1000
0,223,9,1000
3,324,55,90
0,202,13,1000
0,158,7,1000
6,359,28,30
12,338,16,1000
0,168,9,1000
4,284,51,1
2,195,4,90
0,300,6,1
1,192,6,1000
22,356,102,180
2,295,15,1
2,188,2,14
0,149,3,1000
0,374,10,1000
0,349,27,365
6,308,6,30
0,358,11,365
2,190,11,180
1,353,13,180
2,346,35,180
1,272,14,365
1,177,7,1000
1,189,8,180
0,169,5,1000
1,260,13,90
0,201,11,1000
0,144,11,1000
19,325,33,90
2,195,6,1000
8,347,37,180
58,296,19,180
0,194,3,365
0,142,6,1000
30,363,110,180
9,86,27,1
2,251,13,1000
2,290,19,90
0,76,2,1000
2,279,7,1000
6,249,14,1000
9,287,51,1000
239,319,53,365
5,335,9,90
2,340,89,7
0,298,20,1000
0,296,52,1000
0,346,10,365
2,299,24,180
6,274,12,1000
4,281,26,365
0,264,12,365
9,279,40,1
2,343,10,1000
0,314,20,1000
6,130,10,1000
1,300,19,180
44,308,6,90
2,253,8,1000
1,346,28,1000
79,324,40,1000
0,294,32,1000
0,189,6,1000
40,375,91,90
3,342,18,180
31,311,27,90
3,346,13,180
0,151,5,1000
15,277,32,90
0,297,11,1000
0,115,2,1000
239,327,49,180
0,180,7,1000
11,349,85,30
1,346,11,90
0,150,5,1000
6,105,17,30
0,341,10,1000
159,273,18,90
1,162,6,1000
1,306,7,90
0,166,7,1000
17,305,32,30
3,204,6,1000
0,77,1,1000
2,276,57,365
1,298,27,180
0,228,5,1000
2,225,14,1000
3,339,12,180
64,352,114,180
0,291,23,180
10,249,18,365
0,239,9,1000
0,305,7,1000
64,347,118,14
0,218,7,1000
0,218,13,1000
0,298,37,90
0,225,5,1000
12,329,16,1000
36,307,91,90
6,362,26,365
0,123,10,1000
92,330,50,1000
0,164,9,1000
4,337,10,180
0,182,1,1000
0,161,6,1000
4,172,1,1000
0,226,5,1000
4,305,9,180
0,253,14,1000
0,171,5,90
10,282,54,180
1,150,12,30
0,157,1,1000
0,271,13,365
141,146,6,1000
0,154,6,1000
4,183,7,1000
0,160,6,1000
12,290,23,90
22,285,42,30
128,315,54,180
1,221,8,7
2,354,95,180
0,91,7,365
141,149,5,1000
0,176,0,1000
0,220,6,180
2,168,5,1000
0,122,3,1
0,190,2,14
4,354,127,180
2,296,17,180
11,264,35,365
0,188,4,1000
1,283,7,1000
0,56,1,1000
0,294,33,365
0,239,8,1000
0,215,13,1000
0,238,13,1000
2,333,9,90
0,165,6,1000
0,201,7,1000
0,328,39,365
0,171,4,1000
0,125,10,1000
0,253,9,180
0,185,6,1000
54,362,105,180
0,82,1,1000
2,320,15,1000
0,104,4,365
22,284,42,1000
4,361,10,1000
0,230,7,1000
0,149,5,1000
1,153,14,1000
0,48,1,1000
4,166,10,1000
13,314,87,1
0,168,7,1000
0,170,8,1000
3,187,34,90
64,351,113,180
0,140,6,1000
160,279,26,1000
0,228,17,365
4,180,1,1000
2,104,17,90
32,313,91,7
1,281,16,365
1,161,2,1000
2,222,6,1000
0,231,9,180
0,272,13,90
1,182,4,1000
0,192,9,1000
0,263,4,1000
5,287,24,90
14,343,35,90
72,345,35,180
2,312,100,90
2,300,24,180
2,305,100,90
0,186,4,1000
0,271,38,1000
15,311,89,1
0,163,1,1000
1,199,9,1000
0,213,32,1000
9,355,85,7
53,309,57,180
1,152,5,1000
13,322,14,1000
0,179,8,1000
1,345,12,180
0,58,3,1000
3,334,12,365
1,282,22,180
0,407,36,14
0,206,7,1000
0,175,4,1000
1,365,23,180
73,344,35,90
0,185,7,1000
0,165,5,90
0,314,27,90
0,254,19,1000
11,331,83,30
17,315,100,90
1,182,9,1000
1,240,10,7
0,260,11,90
0,328,27,90
5,286,52,365
0,196,9,1000
3,268,19,365
0,8,0,14
8,222,17,1000
1,285,16,30
9,275,17,365
0,300,25,180
18,350,80,7
0,321,20,1000
59,298,20,180
9,285,52,1000
13,179,32,1
1,354,13,1000
6,178,4,1000
0,343,17,365
3,300,28,180
15,303,46,1000
30,297,29,90
6,331,93,30
6,351,113,1000
0,219,17,1000
2,265,37,365
1,288,30,90
20,272,39,1
30,286,33,90
0,247,19,180
3,309,25,180
0,288,20,1000
0,188,2,1000
19,332,93,30
1,335,15,180
0,328,9,1000
0,219,2,1000
2,256,8,1000
0,267,14,365
183,308,8,365
7,172,7,1000
2,252,13,1000
0,300,21,1000
0,260,31,1000
0,279,26,365
0,156,5,1000
0,345,17,180
0,241,5,1000
0,217,9,1000
1,263,15,365
0,195,3,1000
3,347,10,1000
0,202,5,1000
28,319,99,90
0,3,0,1000
22,352,95,180
1,204,8,1000
3,281,68,365
0,226,8,1000
4,152,7,1000
0,255,9,1000
2,254,8,1000
1,360,23,1000
1,102,11,1000
0,344,11,365
5,319,7,365
0,200,8,365
0,196,7,1000
3,298,40,180
1,297,8,1000
0,222,14,1000
0,168,1,1000
0,34,1,1000
0,230,7,1000
0,161,7,1000
13,149,27,180
5,195,7,7
1,195,8,1000
0,309,86,1
45,308,8,1000
3,138,29,1000
17,307,32,1000
64,353,114,180
2,196,6,1000
2,288,10,90
126,316,92,30
0,285,13,1
2,362,112,1000
12,101,30,180
3,273,10,180
14,289,29,1
6,275,12,1000
0,312,9,1000
0,33,1,1000
4,297,51,180
0,140,11,1000
0,130,7,1000
0,191,8,1000
0,231,7,1000
0,99,2,365
1,186,8,365
0,263,14,365
4,151,22,1000
0,336,15,1000
2,121,3,1000
6,243,13,1000
1,281,19,180
236,286,65,180
0,317,81,180
2,285,78,365
2,199,4,90
0,306,31,90
0,199,9,1000
9,297,39,180
0,392,53,7
6,177,6,1000
10,341,56,7
0,196,11,1000
0,267,49,1000
2,214,13,1000
1,301,19,180
0,157,14,1000
2,340,19,365
2,220,17,1000
0,222,5,1000
0,247,2,1000
1,245,35,1000
5,297,21,365
0,198,11,1000
0,219,5,1000
10,347,83,180
0,149,1,1000
1,277,40,1000
2,301,34,1000
0,252,9,90
0,189,15,1000
0,173,7,1000
0,110,5,1000
0,333,36,1000
1,303,8,180
0,253,14,1000
1,151,5,1000
0,355,89,90
4,185,1,1000
0,230,13,1000
15,290,59,1000
0,143,11,1000
0,151,2,7
0,308,31,1000
1,168,1,1000
0,358,23,1000
0,161,10,1000
0,192,7,1000
0,1,0,1000
239,328,45,180
1,284,23,90
1,262,4,1000
5,308,6,365
0,170,1,1000
1,84,3,1
0,208,6,1000
12,299,71,180
0,296,21,365
2,199,5,30
0,332,10,90
13,305,56,180
1,161,10,1000
0,340,28,30
0,288,24,180
1,222,11,1000
1,329,10,90
0,226,34,90
1,196,2,1000
141,247,49,1000
16,98,27,1
0,24,1,1000
1,210,9,1000
0,180,7,1000
0,348,20,1000
1,192,6,1000
2,251,8,1000
0,349,11,180
141,150,6,1000
2,227,42,1000
53,317,38,180
1,88,3,1
2,336,10,180
0,230,7,1000
0,201,7,1000
12,334,34,180
1,293,18,180
9,300,30,365
0,302,25,180
1,352,56,1
0,253,9,365
58,308,28,180
18,302,34,90
236,302,60,180
1,299,21,1000
141,234,44,1000
3,178,1,7
0,188,6,1000
0,260,20,1000
3,351,89,1
15,289,30,1
0,162,5,1000
2,216,9,7
1,230,17,1000
0,303,31,1000
1,203,7,180
0,189,2,1000
0,171,5,1000
0,229,2,1000
58,307,25,180
31,351,29,180
0,194,9,1000
0,230,8,1000
2,335,34,180
0,285,22,90
0,228,7,1000
1,117,3,1000
0,268,36,1000
72,344,35,180
0,192,5,1000
3,130,6,1000
0,162,6,1000
0,195,7,1000
1,335,10,1000
0,10,0,1000
0,299,20,1000
0,371,28,30
0,155,5,1000
2,148,8,1000
0,60,3,1000
0,244,2,1000
7,343,56,7
1,191,6,1000
2,338,10,180
0,188,9,1000
1,157,2,1000
2,206,10,180
1,83,3,1000
0,153,5,1000
3,275,26,30
0,349,11,1000
0,72,2,1000
0,195,11,1000
6,355,13,180
72,346,35,180
3,346,11,1000
1,323,42,180
0,293,21,1000
5,320,54,1
2,327,58,1000
3,185,1,1000
0,297,24,180
0,244,9,1000
86,279,26,30
6,354,114,1000
1,177,8,1000
0,209,7,1000
2,222,9,1000
1,243,9,1000
9,282,37,30
1,284,23,1000
13,147,27,180
0,331,10,1000
1,173,9,1000
0,319,9,180
5,256,9,1000
6,325,27,1
12,100,30,1000
1,288,30,180
14,318,30,1000
18,334,87,30
0,93,8,1000
0,254,9,180
1,199,7,1000
0,337,34,7
0,343,10,1000
0,189,34,1000
0,275,13,90
1,303,9,1000
0,244,8,1000
0,226,13,1000
0,336,5,365
92,301,57,1000
0,189,10,1000
0,241,8,365
0,90,3,180
13,321,14,1000
0,268,13,365
0,135,11,1000
0,158,7,1000
0,159,9,1000
0,284,36,180
1,241,34,1
1,93,4,1000
12,97,26,1000
1,204,8,1000
1,278,39,30
0,293,15,365
2,208,9,1000
11,307,32,180
0,279,11,180
0,220,5,1000
2,309,8,90
22,298,23,180
0,184,1,1000
8,295,64,180
31,315,27,90
0,297,20,1000
10,301,24,90
7,217,14,1000
0,253,14,1000
0,221,34,90
1,183,2,1000
0,198,7,1000
0,111,10,1000
0,206,14,1000
6,360,28,30
0,216,14,1000
3,156,7,1000
0,214,6,1000
0,185,4,1000
0,351,20,90
0,96,6,1000
0,177,7,1000
0,322,32,1000
0,369,26,1000
0,174,1,1000
18,125,28,30
0,288,22,90
0,232,43,1000
0,193,15,1000
239,332,49,180
22,178,29,7
15,281,51,180
4,283,51,1000
14,312,30,7
6,288,31,14
0,135,1,90
0,373,10,365
0,190,2,1000
2,93,14,1000
8,282,23,90
0,333,10,1
23,348,117,180
64,352,113,180
0,209,9,1000
12,339,16,180
0,262,18,365
0,182,9,7
5,316,54,7
142,204,33,1000
6,278,89,365
1,312,54,1
0,227,34,1000
0,218,13,1000
2,336,10,1000
3,199,8,1000
0,260,5,1000
10,292,49,180
2,198,6,1000
2,183,30,1000
6,295,33,90
0,333,20,1000
2,286,24,180
0,180,7,1000
0,332,12,1000
0,188,15,1000
6,170,15,1000
5,349,10,365
1,271,20,7
0,198,1,90
36,296,8,180
3,191,4,1000
0,204,10,1000
0,131,6,1000
4,188,1,1000
0,200,33,1000
1,207,8,1000
0,112,10,1000
0,190,1,1000
2,255,8,1000
0,151,5,1000
2,350,87,30
1,211,4,1000
2,337,20,365
2,327,49,1000
1,339,10,90
0,174,7,180
0,178,7,1000
0,302,11,1000
0,182,1,1000
0,229,7,1000
39,332,91,90
0,331,12,180
0,342,18,90
30,307,8,7
0,328,10,1000
1,351,12,1000
0,178,1,1000
3,193,6,1000
0,163,10,1000
0,153,9,7
10,93,26,1000
0,55,1,1000
0,294,17,365
0,181,35,7
0,129,6,30
66,329,6,1000
0,67,1,365
141,150,5,1000
0,300,11,1000
31,353,29,180
30,305,8,90
62,354,94,180
59,299,20,180
0,193,3,1000
0,174,9,7
3,270,10,180
1,279,19,180
10,290,49,180
4,296,51,180
54,359,104,180
0,175,9,1000
0,143,1,1000
1,269,11,1000
0,243,8,180
6,203,9,1000
0,219,6,1000
0,280,7,365
0,216,4,1000
1,273,14,365
0,154,2,1000
0,197,2,1000
0,155,5,1
1,206,8,1000
1,164,5,1000
0,232,7,1000
0,191,6,1000
5,193,7,1000
4,106,19,1
10,351,85,90
0,236,7,90
7,190,7,365
0,288,21,1000
0,224,5,1000
0,221,7,1000
2,307,7,365
0,349,11,1000
4,300,8,180
0,168,8,1000
16,325,81,30
13,292,36,180
183,313,5,90
15,319,91,180
1,289,19,1000
1,302,16,180
2,276,12,365
170,279,88,365
14,273,17,1000
11,313,30,365
0,101,2,365
0,180,1,1000
8,325,49,180
0,215,5,1000
17,314,34,90
0,191,2,1000
0,129,6,1000
0,280,7,365
17,360,91,30
0,152,2,1000
1,59,2,30
0,333,12,1000
0,215,9,1000
31,341,28,30
0,226,5,1000
0,202,7,1000
16,94,25,7
0,231,45,1000
8,313,100,90
2,249,8,90
0,265,12,90
1,152,2,1000
9,87,28,180
66,277,19,90
1,362,112,180
0,349,20,1000
0,300,30,180
6,194,15,1000
0,223,11,180
0,270,100,365
1,220,8,7
4,274,98,365
0,289,19,1000
0,209,7,1000
0,218,14,1000
3,333,20,1000
141,245,48,1000
0,301,21,1000
170,280,70,365
0,283,29,365
2,197,4,90
1,284,20,180
1,334,12,180
3,211,6,1000
0,335,20,1000
3,291,20,1000
0,252,8,90
31,341,28,30
1,358,91,90
0,155,1,1000
0,35,1,1000
1,237,9,1000
70,279,26,30
6,233,13,1000
0,334,20,1000
1,355,12,1000
5,287,22,7
236,316,53,180
1,186,4,1000
0,120,3,1000
1,299,58,180
0,32,1,1000
0,200,7,1000
15,276,32,90
1,195,9,1000
8,329,45,180
0,245,20,1000
1,184,8,1000
0,280,26,30
1,354,27,365
6,324,53,1000
0,180,1,1000
0,109,4,1000
3,175,1,90
4,309,28,30
4,314,55,90
1,256,9,90
0,207,8,7
5,282,23,90
5,328,26,1000
1,192,9,1000
2,121,3,1000
16,293,31,90
2,337,11,180
0,147,5,1000
0,338,10,180
6,134,8,90
5,180,9,1000
0,185,31,1000
2,286,30,365
0,376,8,1000
0,227,5,1000
2,328,20,365
12,290,23,7
0,187,6,1000
0,162,7,1000
30,305,28,90
0,171,7,1000
0,332,34,1
2,106,29,1000
0,146,5,365
0,295,29,180
23,350,114,180
5,180,6,1000
54,303,23,180
10,350,56,1
4,370,9,1000
0,301,23,7
170,268,100,365
28,284,97,365
0,186,4,365
0,121,3,7
0,333,11,180
5,214,15,1000
0,269,6,1000
139,279,106,90
0,86,1,1000
2,281,35,180
6,194,6,1000
2,207,8,1000
0,154,9,7
1,197,7,1000
0,350,20,90
0,356,11,365
2,185,8,1000
2,317,18,365
31,344,28,30
3,339,36,180
15,301,49,1000
0,188,5,1000
0,187,6,1000
0,99,2,1000
1,171,1,1000
0,230,7,1000
0,231,5,1000
4,128,6,7
1,202,6,1000
0,12,0,1000
4,144,24,180
0,152,6,1000
58,307,28,180
0,277,40,7
12,328,16,1000
1,181,15,1000
0,343,18,1000
0,83,1,365
2,134,6,1
1,85,3,1
1,91,4,1000
19,268,38,1
0,237,8,180
0,208,9,1000
